Subject	Trial	TimePt	Time	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
35	1	1	0.000	0.0000	0.0000	0.0000	0	0.0000
35	1	2	0.017	0.0000	0.0000	0.1130	0	0.0000
35	1	3	0.034	0.0000	0.0000	0.1973	0	0.0000
35	1	4	0.050	0.0000	0.0000	0.2681	0	0.0000
35	1	5	0.067	0.0000	0.0000	0.3027	0	0.0000
35	1	6	0.084	0.0000	0.0000	0.3283	0	0.0000
35	1	7	0.101	0.0000	0.0000	0.3449	0	0.0000
35	1	8	0.118	0.0000	0.0000	0.3524	0	0.0000
35	1	9	0.135	0.0000	0.0000	0.3569	0	0.0000
35	1	10	0.151	0.0000	0.0000	0.3584	0	0.0000
35	1	11	0.168	0.0000	0.0000	0.3584	0	0.0000
35	1	12	0.185	0.0000	0.0000	0.3584	0	0.0000
35	1	13	0.202	0.0000	0.0000	0.3584	0	0.0000
35	1	14	0.219	0.0000	0.0000	0.3584	0	0.0000
35	1	15	0.235	0.0000	0.0000	0.3584	0	0.0000
35	1	16	0.252	0.0000	0.0000	0.3584	0	0.0000
35	1	17	0.269	0.0000	0.0000	0.3584	0	0.0000
35	1	18	0.286	0.0000	0.0000	0.3584	0	0.0000
35	1	19	0.302	0.0000	0.0000	0.3584	0	0.0000
35	1	20	0.319	0.0000	0.0000	0.3584	0	0.0000
35	1	21	0.336	0.0000	0.0000	0.3584	0	0.0000
35	1	22	0.353	0.0000	0.0000	0.3584	0	0.0000
35	1	23	0.370	0.0000	0.0000	0.3584	0	0.0000
35	1	24	0.386	0.0000	0.0000	0.3584	0	0.0000
35	1	25	0.403	0.0000	0.0000	0.3584	0	0.0000
35	1	26	0.420	0.0000	0.0000	0.3584	0	0.0000
35	1	27	0.437	0.0000	0.0000	0.3584	1	0.0000
35	1	28	0.454	0.0000	0.0000	0.3599	1	0.1498
35	1	29	0.470	0.0014	0.0014	0.3690	1	0.6051
35	1	30	0.487	0.0150	0.0150	0.3886	1	0.8857
35	1	31	0.504	0.0396	0.0396	0.4081	1	0.9609
35	1	32	0.521	0.1134	0.1134	0.4578	1	0.9799
35	1	33	0.538	0.1885	0.1885	0.5060	1	1.0000
35	1	34	0.555	0.2609	0.2609	0.5467	1	1.0000
35	1	35	0.571	0.3320	0.3320	0.5889	1	1.0000
35	1	36	0.588	0.4112	0.4112	0.6310	1	1.0000
35	1	37	0.605	0.4959	0.4959	0.6792	1	1.0000
35	1	38	0.622	0.5792	0.5792	0.7199	1	1.0000
35	1	39	0.639	0.6503	0.6503	0.7530	1	1.0000
35	1	40	0.655	0.7158	0.7158	0.7861	1	1.0000
35	1	41	0.672	0.7719	0.7719	0.8102	1	1.0000
35	1	42	0.689	0.8607	0.8607	0.8660	1	1.0000
35	1	43	0.706	0.9139	0.9139	0.8946	1	1.0000
35	1	44	0.723	0.9590	0.9590	0.9157	1	1.0000
35	1	45	0.740	0.9932	0.9932	0.9307	1	1.0000
35	1	46	0.757	1.0232	1.0232	0.9473	1	1.0000
35	1	47	0.773	1.0396	1.0396	0.9669	1	1.0000
35	1	48	0.790	1.0478	1.0478	0.9744	1	1.0000
35	1	49	0.807	1.0519	1.0519	0.9819	1	1.0000
35	1	50	0.824	1.0519	1.0519	0.9864	1	1.0000
35	1	51	0.840	1.0519	1.0519	0.9925	1	1.0000
35	1	52	0.857	1.0519	1.0519	0.9955	1	1.0000
35	1	53	0.874	1.0519	1.0519	1.0000	1	1.0000
35	1	54	0.891	1.0492	1.0492	1.0015	1	1.0000
35	1	55	0.908	1.0451	1.0451	1.0015	1	1.0000
35	1	56	0.924	1.0410	1.0410	1.0030	1	1.0000
