0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
89.0,260.0,102.0,234.0
95.0,218.0,110.0,196.0
104.0,82.0,130.0,74.0
123.0,290.0,128.0,268.0
136.0,335.0,140.0,316.0
139.0,149.0,156.0,133.0
152.0,220.0,154.0,213.0
157.0,359.0,163.0,355.0
164.0,233.0,168.0,228.0
181.0,37.0,194.0,42.0
192.0,329.0,192.0,324.0
196.0,389.0,197.0,386.0
203.0,233.0,205.0,230.0
209.0,211.0,208.0,216.0
210.0,151.0,221.0,150.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
212.0,288.0,211.0,293.0
224.0,220.0,225.0,221.0
226.0,343.0,224.0,349.0
239.0,291.0,238.0,294.0
245.0,388.0,241.0,387.0
246.0,231.0,246.0,235.0
248.0,215.0,245.0,220.0
254.0,326.0,250.0,327.0
266.0,52.0,287.0,59.0
278.0,355.0,272.0,361.0
280.0,138.0,298.0,144.0
283.0,234.0,283.0,231.0
292.0,220.0,295.0,218.0
300.0,269.0,305.0,269.0
307.0,218.0,315.0,201.0
313.0,230.0,322.0,224.0
313.0,222.0,324.0,205.0
321.0,92.0,310.0,92.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
