0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
78.0,194.0,84.0,185.0
87.0,192.0,98.0,188.0
94.0,253.0,87.0,251.0
105.0,269.0,104.0,266.0
115.0,151.0,130.0,150.0
117.0,309.0,112.0,308.0
118.0,202.0,124.0,209.0
122.0,50.0,133.0,58.0
140.0,233.0,140.0,229.0
143.0,347.0,133.0,351.0
175.0,125.0,186.0,111.0
177.0,334.0,174.0,334.0
180.0,22.0,190.0,38.0
183.0,233.0,182.0,235.0
184.0,206.0,188.0,213.0
189.0,385.0,183.0,387.0
200.0,303.0,202.0,299.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
215.0,359.0,211.0,354.0
225.0,303.0,226.0,299.0
236.0,206.0,231.0,215.0
236.0,384.0,230.0,384.0
237.0,232.0,237.0,236.0
240.0,24.0,250.0,44.0
246.0,125.0,253.0,119.0
249.0,332.0,242.0,334.0
282.0,343.0,264.0,354.0
283.0,229.0,281.0,229.0
301.0,199.0,296.0,209.0
301.0,313.0,288.0,321.0
302.0,64.0,291.0,81.0
305.0,153.0,292.0,149.0
308.0,261.0,303.0,266.0
321.0,184.0,313.0,183.0
325.0,230.0,316.0,231.0
335.0,184.0,323.0,185.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
