0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
86.0,242.0,87.0,235.0
89.0,195.0,89.0,192.0
95.0,153.0,84.0,137.0
103.0,205.0,102.0,193.0
113.0,278.0,113.0,277.0
115.0,69.0,92.0,46.0
126.0,200.0,124.0,203.0
127.0,340.0,135.0,350.0
140.0,190.0,138.0,192.0
144.0,213.0,142.0,219.0
165.0,212.0,163.0,217.0
169.0,315.0,177.0,324.0
171.0,370.0,173.0,389.0
172.0,37.0,157.0,23.0
182.0,217.0,183.0,221.0
186.0,195.0,189.0,201.0
194.0,274.0,194.0,281.0
208.0,312.0,210.0,323.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
213.0,376.0,210.0,395.0
216.0,24.0,199.0,14.0
226.0,274.0,226.0,281.0
233.0,194.0,234.0,198.0
246.0,217.0,238.0,221.0
246.0,314.0,246.0,324.0
261.0,361.0,254.0,380.0
263.0,212.0,256.0,218.0
277.0,187.0,279.0,190.0
283.0,216.0,278.0,220.0
283.0,47.0,282.0,37.0
296.0,199.0,295.0,200.0
308.0,325.0,283.0,337.0
315.0,281.0,302.0,274.0
332.0,89.0,327.0,71.0
340.0,193.0,324.0,187.0
355.0,236.0,332.0,225.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
