0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
79.0,153.0,85.0,148.0
89.0,207.0,81.0,192.0
112.0,290.0,107.0,278.0
114.0,56.0,120.0,52.0
125.0,341.0,120.0,334.0
126.0,211.0,131.0,216.0
167.0,225.0,166.0,225.0
182.0,329.0,177.0,325.0
183.0,208.0,184.0,207.0
187.0,393.0,185.0,398.0
191.0,228.0,187.0,230.0
202.0,295.0,202.0,294.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
214.0,121.0,217.0,128.0
215.0,20.0,203.0,15.0
217.0,314.0,213.0,322.0
228.0,292.0,230.0,296.0
236.0,396.0,241.0,398.0
241.0,228.0,242.0,230.0
243.0,209.0,240.0,212.0
250.0,325.0,248.0,331.0
259.0,26.0,257.0,11.0
260.0,225.0,262.0,225.0
268.0,368.0,273.0,372.0
285.0,143.0,283.0,127.0
299.0,209.0,297.0,215.0
303.0,332.0,289.0,344.0
312.0,286.0,305.0,285.0
317.0,63.0,313.0,61.0
331.0,196.0,329.0,199.0
337.0,245.0,336.0,246.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
