0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
95.0,147.0,101.0,125.0
100.0,214.0,92.0,182.0
105.0,84.0,128.0,74.0
114.0,213.0,106.0,185.0
125.0,283.0,115.0,261.0
127.0,199.0,117.0,160.0
130.0,57.0,145.0,58.0
135.0,221.0,124.0,195.0
136.0,324.0,125.0,308.0
143.0,193.0,129.0,118.0
147.0,39.0,174.0,38.0
149.0,237.0,134.0,214.0
182.0,374.0,168.0,371.0
182.0,190.0,174.0,113.0
183.0,222.0,168.0,200.0
183.0,329.0,165.0,317.0
184.0,35.0,183.0,36.0
187.0,240.0,175.0,220.0
198.0,296.0,182.0,285.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
212.0,349.0,197.0,345.0
224.0,296.0,215.0,285.0
235.0,238.0,228.0,217.0
236.0,380.0,230.0,377.0
237.0,221.0,221.0,200.0
243.0,192.0,240.0,116.0
245.0,328.0,240.0,318.0
262.0,42.0,264.0,42.0
275.0,232.0,269.0,213.0
284.0,211.0,275.0,193.0
291.0,322.0,291.0,322.0
292.0,185.0,289.0,144.0
296.0,59.0,279.0,50.0
302.0,274.0,307.0,261.0
308.0,214.0,323.0,185.0
317.0,261.0,337.0,241.0
321.0,239.0,342.0,221.0
324.0,90.0,297.0,70.0
326.0,204.0,342.0,177.0
332.0,139.0,323.0,132.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
