0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
82.0,400.0,40.0,375.0
148.0,372.0,96.0,351.0
184.0,176.0,192.0,172.0
196.0,92.0,202.0,102.0
203.0,253.0,200.0,243.0
211.0,114.0,226.0,137.0
213.0,382.0,218.0,375.0
224.0,311.0,221.0,298.0
225.0,340.0,212.0,305.0
234.0,77.0,252.0,117.0
242.0,188.0,236.0,195.0
247.0,27.0,236.0,44.0
259.0,188.0,258.0,190.0
270.0,287.0,265.0,274.0
271.0,347.0,268.0,330.0
274.0,188.0,273.0,192.0
288.0,247.0,284.0,239.0
300.0,0.0,300.0,0.0
300.0,422.0,300.0,422.0
303.0,59.0,304.0,114.0
304.0,283.0,293.0,273.0
307.0,11.0,301.0,24.0
317.0,245.0,317.0,241.0
324.0,345.0,329.0,330.0
329.0,187.0,330.0,196.0
337.0,286.0,333.0,276.0
343.0,187.0,341.0,195.0
361.0,187.0,366.0,199.0
368.0,75.0,348.0,119.0
368.0,319.0,365.0,313.0
381.0,34.0,371.0,46.0
387.0,336.0,383.0,311.0
397.0,132.0,383.0,153.0
402.0,252.0,398.0,251.0
414.0,396.0,367.0,384.0
417.0,173.0,411.0,174.0
430.0,108.0,412.0,93.0
485.0,371.0,478.0,355.0
600.0,0.0,600.0,0.0
600.0,211.0,600.0,211.0
600.0,422.0,600.0,422.0
