0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
77.0,206.0,73.0,211.0
89.0,250.0,96.0,257.0
99.0,126.0,76.0,137.0
102.0,279.0,121.0,297.0
120.0,346.0,136.0,347.0
124.0,179.0,130.0,195.0
140.0,58.0,118.0,60.0
143.0,204.0,147.0,215.0
146.0,171.0,142.0,185.0
167.0,202.0,165.0,210.0
177.0,321.0,176.0,308.0
180.0,380.0,186.0,380.0
186.0,210.0,184.0,213.0
190.0,179.0,180.0,191.0
199.0,270.0,199.0,265.0
200.0,34.0,187.0,30.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
215.0,315.0,212.0,307.0
228.0,271.0,223.0,265.0
235.0,183.0,232.0,189.0
244.0,211.0,232.0,211.0
246.0,382.0,245.0,379.0
251.0,320.0,246.0,308.0
261.0,204.0,252.0,204.0
264.0,43.0,252.0,40.0
278.0,168.0,267.0,175.0
287.0,205.0,272.0,208.0
287.0,356.0,268.0,361.0
296.0,178.0,283.0,182.0
321.0,279.0,305.0,290.0
322.0,114.0,315.0,107.0
337.0,210.0,332.0,211.0
339.0,172.0,337.0,171.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
