0.0,0.0,0.0,0.0
0.0,211.0,0.0,211.0
0.0,422.0,0.0,422.0
77.0,133.0,63.0,167.0
79.0,233.0,102.0,253.0
112.0,52.0,104.0,73.0
114.0,280.0,130.0,291.0
119.0,179.0,149.0,206.0
126.0,311.0,144.0,322.0
144.0,182.0,172.0,209.0
148.0,341.0,172.0,353.0
152.0,104.0,187.0,167.0
163.0,201.0,182.0,228.0
169.0,168.0,193.0,200.0
180.0,17.0,176.0,23.0
184.0,200.0,203.0,226.0
200.0,316.0,217.0,325.0
201.0,376.0,218.0,379.0
203.0,72.0,226.0,133.0
210.0,208.0,229.0,235.0
211.0,0.0,211.0,0.0
211.0,422.0,211.0,422.0
219.0,178.0,241.0,215.0
228.0,269.0,244.0,290.0
239.0,316.0,251.0,324.0
241.0,24.0,253.0,24.0
245.0,377.0,264.0,379.0
256.0,270.0,269.0,290.0
259.0,69.0,280.0,118.0
262.0,179.0,272.0,219.0
269.0,209.0,269.0,236.0
271.0,317.0,280.0,325.0
282.0,353.0,292.0,351.0
289.0,203.0,289.0,230.0
306.0,170.0,308.0,206.0
309.0,204.0,310.0,232.0
311.0,51.0,306.0,55.0
312.0,305.0,307.0,312.0
317.0,126.0,324.0,164.0
320.0,181.0,322.0,212.0
330.0,208.0,333.0,232.0
422.0,0.0,422.0,0.0
422.0,211.0,422.0,211.0
422.0,422.0,422.0,422.0
