,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z,0.50371374948873493,0.0070535655657445072,0.48936853849653084,0.4990816635351964,0.50367239581340173,0.50846274619002252,0.51780608755192414,0.00021137568753065039
z_std,0.13417632757975431,0.024801269494928897,0.091938035850144484,0.11620530065039342,0.13184768247005446,0.14980900789860829,0.18796638551966305,0.00094279697642837194
z_subj.1,0.53432645137793577,0.017434829322402434,0.50087526086326306,0.52269926576724635,0.53417365585578114,0.54616692366954644,0.56897525002592553,0.00050463707820145242
z_subj.2,0.51623214833598774,0.016985134871784897,0.48150871829543068,0.50483749639668463,0.51666707419498858,0.52785510054649831,0.54869986649093427,0.00047402448468634485
z_subj.3,0.55132855720255081,0.018941183802343317,0.51426066835269069,0.53845598894505631,0.55128755196281554,0.56379872061512792,0.58883547593807728,0.00069334909909292463
z_subj.4,0.46758908115838305,0.018096161966498311,0.43167544130493002,0.45543701491505623,0.46728822647162349,0.47987508061344364,0.50303031931333153,0.00053566562820902652
z_subj.5,0.47294424283874859,0.017646630887322094,0.4374195179565315,0.46146269583177135,0.47299480217866724,0.48447872770271505,0.509247473321221,0.00050700864204091737
z_subj.6,0.56019297662419631,0.018673566828240607,0.52410116884814495,0.54776244936353657,0.56004759623337197,0.57206214356143359,0.59776728126851664,0.00060389414375071825
z_subj.7,0.50380060782070868,0.016809805937569172,0.46970655179014925,0.49305303026474229,0.50442111675535106,0.51493578509286653,0.53660010267767877,0.00043170567073034128
z_subj.8,0.49414378485116733,0.016805442601839457,0.46117440165058982,0.48313313901657229,0.49418979913308231,0.50560118376024432,0.52678294983663221,0.00047026632152666608
z_subj.9,0.51086141382661054,0.016766451548642577,0.47857351289637728,0.49940190652053085,0.51057912808207506,0.52276030005553342,0.54275931051951498,0.00050748732683560094
z_subj.10,0.50366135164208992,0.016635780662786266,0.47087583345177947,0.49283373579478423,0.5036714421115196,0.51469537304882795,0.53662305216323403,0.00037744134714424971
z_subj.11,0.47156776928996141,0.017734437736789819,0.43691052645706235,0.45968260504488534,0.47183215365232156,0.48358740817418661,0.50531653495402151,0.00055795622338262573
z_subj.12,0.48195053622042794,0.017262075797289791,0.44614691663577105,0.47088769097604388,0.48207956015291153,0.49375873103384516,0.51380501409444135,0.00050493922105657803
z_subj.13,0.48163753014087374,0.016794827972510428,0.44847412169834178,0.47076705844905586,0.48133627143820468,0.4929085858500139,0.51468272950208394,0.00047040502959197017
z_subj.14,0.51398778995206595,0.016441975923900946,0.48189890810938607,0.50285381774956484,0.51413852717206765,0.52454892670678432,0.5472675737323287,0.00046250100089431417
z_subj.15,0.5054392006468017,0.017349428668786748,0.47034720249436152,0.49421171027067473,0.50501651097137734,0.51697308872178394,0.53989336417980194,0.00052356079787802543
z_subj.16,0.50677631034751358,0.017585929753511809,0.47253321231104262,0.4952748563498679,0.50705592879150296,0.51846478615559233,0.54151310153621701,0.00055950752076747601
z_subj.17,0.56225367401453308,0.01750370305056544,0.5288075108305853,0.5503012692769873,0.56233740421562506,0.57425725949392359,0.59720158232067044,0.00052147341957610774
z_subj.18,0.48652578174138533,0.017823312623134677,0.45268511936240663,0.47436677850466075,0.48645053514864445,0.49879643759701231,0.52127345361119315,0.00046558340709532375
z_subj.19,0.49196741005001682,0.0170233260397353,0.45931917338290101,0.4800623231280709,0.49177823375037694,0.50362466420813146,0.52623409697957679,0.00052316420833679249
z_subj.20,0.49367227461266566,0.017306056475461153,0.45945486970711369,0.48154640677694688,0.4940217488962147,0.50538939621085277,0.52645761435889205,0.00043006660492376288
z_subj.21,0.49895617945522608,0.016328392293747752,0.46540823246513852,0.48788184234283588,0.49917161733296428,0.50984576892648847,0.52953223579665609,0.00042161444217283779
z_subj.22,0.50474639519137021,0.016824043160519397,0.4721218863700215,0.49356297906468494,0.50453195112125049,0.51583299627197043,0.53678624353213511,0.00047208962119935094
z_subj.23,0.50631811403642102,0.016719107812969609,0.47183207996076837,0.49507709784675258,0.50641504609547017,0.51802578926922815,0.53929715861854832,0.00042823658751182578
z_subj.24,0.48853077199367695,0.017092189488025312,0.45409957987676297,0.47737743230302526,0.48855961788890229,0.50015728026705342,0.52081939930760313,0.00050869737585565455
z_subj.25,0.46530883279574115,0.018116005970574296,0.42918420862407153,0.45311722856798042,0.4654257627461712,0.47782821934478997,0.4998131080551772,0.00056402888080491994
z_subj.26,0.46554863393618801,0.017812990573442312,0.43044469134341845,0.45354830638022359,0.4659261566686192,0.47765918557931503,0.49938543505988758,0.00053871905506018721
z_subj.27,0.47589507325617264,0.017761956471127612,0.44054724455360322,0.46374292513785015,0.4760642552073559,0.48806629163855109,0.51110829999549667,0.00050037045670075695
z_subj.28,0.5019084651790594,0.017522609688886484,0.46890666029365952,0.48957155024082993,0.50167588781471772,0.51367395384007986,0.53536437703062201,0.00039009941828974017
z_subj.29,0.50348162549526876,0.016867124904576251,0.46925228784886236,0.49201392738314798,0.50341889299737597,0.51461645253329813,0.53729202392103537,0.00044676476129035345
z_subj.30,0.55545256708725943,0.016730737136314022,0.52452854319816533,0.54366822081551847,0.55531351542775809,0.5665628043047819,0.58845267368949805,0.00049020752427739373
z_subj.31,0.52684438407055645,0.017497614541291368,0.4930817203983176,0.51526519902240275,0.52677531526214183,0.53878212487209087,0.56123148832560421,0.00050440847465638822
v_Intercept,0.023862561026463294,0.024591624304352824,-0.024355986441014325,0.0074761364262573449,0.024219244523646336,0.039983686762006879,0.073561866569177722,0.0006647131533708316
v_Intercept_std,0.12184786938008936,0.01868729910535339,0.089739752098349723,0.1086066556593244,0.12011784345397929,0.13339769182925881,0.16472807168887127,0.00048893454355347058
v_Intercept_subj.1,-0.18046390880026691,0.052798642723984227,-0.28227539490867287,-0.21738988504594126,-0.18031198540152041,-0.14317746581198809,-0.07821255155400772,0.0014311920099890957
v_Intercept_subj.2,-0.00050156841641545949,0.048912900557743479,-0.096603886208403045,-0.032834526799101198,0.00014286339857624841,0.031646105502672689,0.09739269381101727,0.0013211157600128396
v_Intercept_subj.3,0.11869751887686088,0.043135648204940709,0.033760125659708345,0.090222501620149581,0.11946983769996333,0.14843244860990679,0.20322908872249257,0.0012960529390070262
