Subject	Trial	Instruction	Food	Liking	Taste	Health	Amount	Choice	ChoiceRT	FirstDevTimeChoice	InitAngleChoice	NumChangeMindChoice	FinalDevTimeChoice	MaxVelocityChoice	DrxFirstDevChoice	TotalAUCChoice	AUCtoNonChosenChoice	AUCtoChosenChoice	MaxDevChoice
81.0000	1.0000	Decrease Desire	RaisinBran	1.0000	1.0000	5.0000	7	-1.0000	1.3772	0.7893	-0.0000	0.0000	0.7893	0.1128	-1.0000	0.2008	0.2008	-0.0000	0.3243
81.0000	2.0000	Decrease Desire	PopTartStrawberry	4.0000	4.0000	1.0000	2	-1.0000	1.8300	1.0071	-0.0000	0.0000	1.0071	0.1772	-1.0000	0.1600	0.1600	-0.0000	0.3276
81.0000	3.0000	Decrease Desire	Celery	1.0000	1.0000	6.0000	4	1.0000	1.5282	0.7052	0.1070	0.0000	0.7052	0.1221	1.0000	0.0856	0.0898	-0.0042	0.1681
81.0000	4.0000	Decrease Desire	Raspberries	6.0000	6.0000	6.0000	5	1.0000	1.5113	0.8227	0.3187	0.0000	0.8227	0.1402	1.0000	0.1202	0.1202	-0.0000	0.2089
81.0000	5.0000	Decrease Desire	FrozenBroccoli	6.0000	6.0000	6.0000	2	1.0000	1.4107	0.8061	0.0151	0.0000	0.8061	0.1621	1.0000	0.0901	0.0924	-0.0022	0.1937
81.0000	6.0000	Decrease Desire	Smartfood	6.0000	6.0000	5.0000	2	1.0000	1.5955	0.8228	0.0000	1.0000	1.0076	0.1439	-1.0000	0.1744	0.1751	-0.0007	0.4092
81.0000	7.0000	Decrease Desire	FrozenPeaches	6.0000	6.0000	6.0000	2	1.0000	1.3603	0.6045	0.1190	0.0000	0.6045	0.1601	1.0000	0.0880	0.0880	-0.0000	0.1361
81.0000	8.0000	Decrease Desire	CannedArtichoke	5.0000	1.0000	5.0000	5	-1.0000	2.0488	0.7389	-0.0579	2.0000	1.4108	0.1689	-1.0000	0.0584	0.0743	-0.0159	0.2267
81.0000	9.0000	Decrease Desire	OatBran	1.0000	1.0000	6.0000	4	-1.0000	1.5620	0.8902	0.1703	0.0000	0.8902	0.0965	-1.0000	0.1221	0.1221	-0.0000	0.2133
81.0000	10.0000	Decrease Desire	Avocado	6.0000	6.0000	6.0000	5	1.0000	1.4273	0.7051	-0.0172	0.0000	0.7051	0.1263	1.0000	0.1114	0.1350	-0.0237	0.2667
81.0000	11.0000	Respond Naturally	Bananas	6.0000	6.0000	6.0000	2	1.0000	1.0748	0.5205	0.0000	0.0000	0.5205	0.1412	1.0000	0.0774	0.0774	-0.0000	0.1488
81.0000	12.0000	Respond Naturally	GreenApple	6.0000	6.0000	6.0000	2	1.0000	1.0244	0.4365	0.0000	0.0000	0.4365	0.1222	1.0000	0.1153	0.1153	-0.0000	0.2261
81.0000	13.0000	Respond Naturally	Reese	6.0000	6.0000	1.0000	4	-1.0000	2.3009	0.6046	-0.0975	1.0000	1.3772	0.2688	1.0000	0.4562	0.4745	-0.0183	1.3575
81.0000	14.0000	Respond Naturally	Tuna	2.0000	2.0000	4.0000	4	-1.0000	1.3097	0.7219	0.1111	0.0000	0.7219	0.1466	-1.0000	0.1043	0.1059	-0.0015	0.1851
81.0000	15.0000	Respond Naturally	Beets	6.0000	6.0000	6.0000	5	-1.0000	1.4445	0.7222	-0.0057	0.0000	0.7222	0.1756	-1.0000	0.1293	0.1340	-0.0047	0.2981
81.0000	16.0000	Respond Naturally	NatureValleyChocolate	6.0000	6.0000	4.0000	4	1.0000	1.6122	0.9235	0.3004	0.0000	0.9235	0.1053	1.0000	0.1203	0.1237	-0.0035	0.2406
81.0000	17.0000	Respond Naturally	Mars	6.0000	6.0000	1.0000	2	1.0000	1.2765	0.5543	0.0000	0.0000	0.5543	0.1383	1.0000	0.1083	0.1175	-0.0092	0.2903
81.0000	18.0000	Respond Naturally	Orange	5.0000	6.0000	6.0000	1	1.0000	1.1925	0.6382	0.0000	0.0000	0.6382	0.2008	1.0000	0.1513	0.1513	-0.0000	0.2873
81.0000	19.0000	Respond Naturally	SpeltCakes	1.0000	1.0000	6.0000	2	-1.0000	1.3267	0.6213	-0.0000	0.0000	0.6213	0.0932	-1.0000	0.1037	0.1041	-0.0005	0.2010
81.0000	20.0000	Respond Naturally	CheeseNips	6.0000	4.0000	3.0000	2	1.0000	1.6121	0.8058	-0.3529	0.0000	0.8058	0.1462	1.0000	0.0669	0.0764	-0.0095	0.1585
81.0000	21.0000	Respond Naturally	Cheetos	2.0000	1.0000	1.0000	3	-1.0000	1.4275	0.7891	-0.1492	0.0000	0.7891	0.1361	-1.0000	0.1243	0.1243	-0.0000	0.2208
81.0000	22.0000	Respond Naturally	Nutella	6.0000	6.0000	3.0000	1	1.0000	1.4277	0.6885	0.0000	0.0000	0.6885	0.1099	1.0000	0.1421	0.1429	-0.0008	0.2880
81.0000	23.0000	Respond Naturally	BrusselsSprouts	6.0000	6.0000	6.0000	4	1.0000	1.6119	0.7722	0.1240	0.0000	0.7722	0.2767	1.0000	0.0892	0.0892	-0.0000	0.2176
81.0000	24.0000	Respond Naturally	BabyFoodSweetPotatos	4.0000	3.0000	5.0000	5	-1.0000	1.4609	0.9402	0.1796	0.0000	0.9402	0.1260	-1.0000	0.1023	0.1026	-0.0004	0.1626
81.0000	25.0000	Respond Naturally	Skittles	4.0000	6.0000	1.0000	3	1.0000	1.4439	0.9401	-0.0155	0.0000	0.9401	0.1438	1.0000	0.2277	0.2277	-0.0000	0.3541
81.0000	26.0000	Respond Naturally	Snickers	6.0000	6.0000	1.0000	2	1.0000	1.3772	0.6717	0.1389	0.0000	0.6717	0.0938	1.0000	0.1301	0.1301	-0.0000	0.2377
81.0000	27.0000	Respond Naturally	RomaineLettuce	6.0000	1.0000	6.0000	4	-1.0000	1.3099	0.7725	0.2290	0.0000	0.7725	0.1204	-1.0000	0.1315	0.1317	-0.0002	0.2385
81.0000	28.0000	Respond Naturally	AlmondMilk	1.0000	5.0000	6.0000	2	-1.0000	2.1493	1.4102	0.0584	0.0000	1.4102	0.0972	-1.0000	0.1787	0.1787	-0.0000	0.2672
81.0000	29.0000	Respond Naturally	Cheerios	6.0000	6.0000	5.0000	2	1.0000	1.7297	0.8731	0.4183	0.0000	0.8731	0.0900	1.0000	0.1008	0.1008	-0.0000	0.1518
81.0000	30.0000	Respond Naturally	RomaineLettuce	6.0000	2.0000	6.0000	2	-1.0000	1.3438	0.5207	0.0588	0.0000	0.5207	0.1189	-1.0000	0.0960	0.1010	-0.0051	0.2498
81.0000	31.0000	Decrease Desire	PureFit	6.0000	6.0000	5.0000	2	1.0000	1.9480	1.1922	0.0000	0.0000	1.1922	0.1160	1.0000	0.1572	0.1572	-0.0000	0.2575
81.0000	32.0000	Decrease Desire	SevenGrain	1.0000	1.0000	5.0000	3	-1.0000	1.7464	1.0073	-0.0000	0.0000	1.0073	0.1207	-1.0000	0.1112	0.1141	-0.0030	0.1866
81.0000	33.0000	Decrease Desire	FrozenBlueberries	6.0000	6.0000	6.0000	3	1.0000	2.0318	1.1583	0.0797	0.0000	1.1583	0.0809	1.0000	0.1384	0.1473	-0.0089	0.2490
81.0000	34.0000	Decrease Desire	Skittles	4.0000	6.0000	1.0000	6	-1.0000	2.1659	0.9905	-0.2479	0.0000	0.9905	0.1697	-1.0000	0.1163	0.1293	-0.0131	0.2921
81.0000	35.0000	Decrease Desire	GreenBeans	6.0000	6.0000	6.0000	2	1.0000	2.6027	1.4774	0.0988	0.0000	1.4774	0.0924	1.0000	0.1231	0.1231	-0.0000	0.2069
81.0000	36.0000	Decrease Desire	SkimMilk	4.0000	5.0000	5.0000	4	1.0000	1.6794	0.8899	0.0000	0.0000	0.8899	0.1294	1.0000	0.1635	0.1635	-0.0000	0.2587
81.0000	37.0000	Decrease Desire	CoffeeCrisp	5.0000	6.0000	1.0000	1	-1.0000	2.2670	1.0243	-0.0397	1.0000	1.2595	0.2358	1.0000	0.2649	0.2736	-0.0087	0.9519
81.0000	38.0000	Decrease Desire	HoneyNutCheerios	6.0000	6.0000	5.0000	2	1.0000	1.9142	1.1584	0.1249	0.0000	1.1584	0.1351	1.0000	0.1774	0.1793	-0.0019	0.3194
81.0000	39.0000	Decrease Desire	BabyFoodSweetPotatos	1.0000	1.0000	5.0000	2	-1.0000	2.0150	1.2255	-0.0297	0.0000	1.2255	0.1434	-1.0000	0.1854	0.1854	-0.0000	0.2893
81.0000	40.0000	Decrease Desire	Cauliflower	6.0000	6.0000	6.0000	6	-1.0000	2.5191	1.1416	0.1070	1.0000	1.3432	0.0674	1.0000	0.1914	0.1947	-0.0033	0.3634
81.0000	41.0000	Decrease Desire	FrozenCorn	6.0000	6.0000	5.0000	2	1.0000	1.5782	0.6715	0.0501	0.0000	0.6715	0.1395	1.0000	0.0863	0.0863	-0.0000	0.1878
81.0000	42.0000	Decrease Desire	SpeltCakes	1.0000	1.0000	6.0000	5	-1.0000	1.7464	0.7388	-0.0000	0.0000	0.7388	0.0946	-1.0000	0.1548	0.1548	-0.0000	0.3172
81.0000	43.0000	Decrease Desire	PCChipCookie	6.0000	6.0000	1.0000	2	-1.0000	2.9220	0.8562	0.3706	3.0000	1.9481	0.2362	1.0000	0.3045	0.3045	-0.0000	1.1190
81.0000	44.0000	Decrease Desire	LaysClassic	6.0000	6.0000	1.0000	3	-1.0000	2.0991	0.7724	-0.0230	1.0000	1.2595	0.2421	1.0000	0.4761	0.4764	-0.0003	1.6663
81.0000	45.0000	Decrease Desire	Caramilk	6.0000	6.0000	1.0000	2	-1.0000	2.0323	0.5878	-0.0000	1.0000	1.1254	0.2473	1.0000	0.2955	0.2985	-0.0030	0.9389
81.0000	46.0000	Decrease Desire	Cheetos	2.0000	1.0000	1.0000	6	-1.0000	2.4855	1.1923	0.0081	2.0000	1.6963	0.2629	-1.0000	0.2113	0.2113	-0.0000	0.6953
81.0000	47.0000	Decrease Desire	ClifBar	6.0000	6.0000	5.0000	4	1.0000	1.9141	1.1079	-0.2310	0.0000	1.1079	0.1509	1.0000	0.1396	0.1459	-0.0063	0.2545
