Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
36	1	1	0.0000	0.0000	0.0000	1	0.0000
36	1	2	0.2703	0.2703	0.1808	1	0.5059
36	1	3	0.2790	0.2790	0.2227	1	0.1562
36	1	4	0.2763	0.2763	0.2262	1	-1.0000
36	1	5	0.2253	0.2253	0.2028	1	-1.0000
36	1	6	0.1470	0.1470	0.1374	1	-1.0000
36	1	7	0.1358	0.1358	0.1257	1	-1.0000
36	1	8	0.1358	0.1358	0.1257	1	-1.0000
36	1	9	0.1358	0.1358	0.1257	1	-1.0000
36	1	10	0.1358	0.1358	0.1257	1	-1.0000
36	1	11	0.1358	0.1358	0.1257	1	-1.0000
36	1	12	0.1358	0.1358	0.1257	1	-1.0000
36	1	13	0.1358	0.1358	0.1257	1	-1.0000
36	1	14	0.1358	0.1358	0.1257	1	-1.0000
36	1	15	0.1358	0.1358	0.1257	1	-1.0000
36	1	16	0.1358	0.1358	0.1257	1	-1.0000
36	1	17	0.1358	0.1358	0.1257	1	-1.0000
36	1	18	0.1358	0.1358	0.1257	1	-1.0000
36	1	19	0.1358	0.1358	0.1257	1	-1.0000
36	1	20	0.1358	0.1358	0.1257	1	-1.0000
36	1	21	0.1358	0.1358	0.1257	1	-1.0000
36	1	22	0.1383	0.1383	0.1257	1	-1.0000
36	1	23	0.1383	0.1383	0.1257	1	-1.0000
36	1	24	0.1383	0.1383	0.1257	1	-1.0000
36	1	25	0.1383	0.1383	0.1257	1	-1.0000
36	1	26	0.1383	0.1383	0.1257	1	-1.0000
36	1	27	0.1386	0.1386	0.1257	1	-1.0000
36	1	28	0.1407	0.1407	0.1262	1	0.0827
36	1	29	0.1407	0.1407	0.1275	1	0.0826
36	1	30	0.1432	0.1432	0.1275	1	0.0841
36	1	31	0.1432	0.1432	0.1275	1	0.0841
36	1	32	0.1432	0.1432	0.1275	1	0.0841
36	1	33	0.1432	0.1432	0.1275	1	0.0841
36	1	34	0.1457	0.1457	0.1275	1	0.0856
36	1	35	0.1481	0.1481	0.1275	1	0.0871
36	1	36	0.1481	0.1481	0.1275	1	0.0871
36	1	37	0.1481	0.1481	0.1275	1	0.0871
36	1	38	0.1481	0.1481	0.1275	1	0.0871
36	1	39	0.1481	0.1481	0.1275	1	0.0871
36	1	40	0.1481	0.1481	0.1275	1	0.0871
36	1	41	0.1481	0.1481	0.1275	1	0.0871
36	1	42	0.1481	0.1481	0.1275	1	0.0871
36	1	43	0.1481	0.1481	0.1275	1	0.0871
36	1	44	0.1481	0.1481	0.1275	1	0.0871
36	1	45	0.1481	0.1481	0.1275	1	0.0871
36	1	46	0.1481	0.1481	0.1275	1	0.0871
36	1	47	0.1481	0.1481	0.1275	1	0.0871
36	1	48	0.1481	0.1481	0.1275	1	0.0871
36	1	49	0.1481	0.1481	0.1275	1	0.0871
36	1	50	0.1481	0.1481	0.1275	1	0.0871
36	1	51	0.1481	0.1481	0.1275	1	0.0871
36	1	52	0.1481	0.1481	0.1275	1	0.0871
36	1	53	0.1481	0.1481	0.1275	1	0.0871
36	1	54	0.1481	0.1481	0.1275	1	0.0871
36	1	55	0.1481	0.1481	0.1275	1	0.0871
36	1	56	0.1481	0.1481	0.1275	1	0.0871
36	1	57	0.1481	0.1481	0.1275	1	0.0871
36	1	58	0.1481	0.1481	0.1275	1	0.0871
36	1	59	0.1481	0.1481	0.1275	1	0.0871
36	1	60	0.1481	0.1481	0.1275	1	0.0871
36	1	61	0.1481	0.1481	0.1275	1	0.0871
36	1	62	0.1481	0.1481	0.1275	1	0.0871
36	1	63	0.1481	0.1481	0.1275	1	0.0871
36	1	64	0.1481	0.1481	0.1275	1	0.0871
36	1	65	0.1481	0.1481	0.1275	1	0.0871
36	1	66	0.1481	0.1481	0.1275	1	0.0871
36	1	67	0.1481	0.1481	0.1275	1	0.0871
36	1	68	0.1481	0.1481	0.1275	1	0.0871
36	1	69	0.1481	0.1481	0.1275	1	0.0871
36	1	70	0.1481	0.1481	0.1275	1	0.0871
36	1	71	0.1481	0.1481	0.1275	1	0.0871
36	1	72	0.1481	0.1481	0.1275	1	0.0871
36	1	73	0.1481	0.1481	0.1275	1	0.0871
36	1	74	0.1761	0.1761	0.1370	1	1.0000
36	1	75	0.2798	0.2798	0.1876	1	1.0000
36	1	76	0.5403	0.5403	0.3648	1	1.0000
36	1	77	0.7808	0.7808	0.5984	1	1.0000
36	1	78	0.9753	0.9753	0.8466	1	1.0000
36	1	79	1.0662	1.0662	0.9528	1	1.0000
36	1	80	1.1409	1.1409	1.0212	1	1.0000
36	1	81	1.1886	1.1886	1.0556	1	1.0000
36	1	82	1.1627	1.1627	1.0531	1	1.0000
36	1	83	1.0426	1.0426	1.0121	1	1.0000
36	1	84	1.0049	1.0049	1.0018	1	1.0000
36	1	85	1.0049	1.0049	1.0018	1	1.0000
36	1	86	1.0049	1.0049	1.0018	1	1.0000
36	1	87	1.0039	1.0039	1.0000	1	1.0000
36	1	88	1.0025	1.0025	1.0000	1	1.0000
36	1	89	1.0025	1.0025	1.0000	1	1.0000
36	1	90	1.0025	1.0025	1.0000	1	1.0000
36	1	91	1.0025	1.0025	1.0000	1	1.0000
36	1	92	1.0025	1.0025	1.0000	1	1.0000
