"","correct","earnings","trial","face_val","house_val","house_mult","face_mult","summed_val","image_list","key_entry_list","rt_list","participant","rt","total_fix_face_0","total_fix_house_1","first_image","last_image","final_earnings","abs_diff","fix_num","face_val_total","house_val_total","first_val","second_val","first_mult","second_mult","1_fixation","2_fixation","3_fixation","4_fixation","5_fixation","6_fixation","7_fixation","8_fixation","9_fixation","10_fixation","11_fixation","12_fixation","13_fixation","14_fixation","15_fixation","mean_fix","choice","summedVal","subject","absSummedVal","swapAmount","firstMult","firstVal","secondMult","secondVal","faceTotal","houseTotal","total_0_face","total_1_house"
"1064",1,96.75,64,0.5,-0.75,1,3,0.75,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']","[0.883429645961769, 1.800081008908819, 3.283420848613787, 3.9002138855130397]",106,3.90021388551304,1.5334443998463,2.36676948566674,0,1,182.5,1.25,4,1.5,-0.75,1.5,-0.75,3,1,0.883429645961769,0.91665136294705,1.48333983970497,0.616793036899253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,4,3,1.5,1,-0.75,1.5,-0.75,1.5334443998463,2.36676948566674
"1065",1,97,65,-0.5,0.75,1,1,0.25,"[1, 0]","['space', 'f']","[0.7335873567453746, 3.8334163583012923]",106,3.83341635830129,3.09982900155592,0.733587356745375,0,1,182.5,1.25,2,-0.5,0.75,-0.5,0.75,1,1,0.733587356745375,3.09982900155592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.25,106,0.25,2,1,-0.5,1,0.75,-0.5,0.75,3.09982900155592,0.733587356745375
"1066",1,99.75,66,0.75,1,2,1,2.75,"[0, 1, 0]","['space', 'space', 'f']","[1.083594596228977, 2.2502438514784444, 2.76674052773069]",106,2.76674052773069,1.60009127248122,1.16664925524947,0,0,182.5,0.25,3,0.75,2,0.75,2,1,2,1.08359459622898,1.16664925524947,0.516496676252245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,2.75,106,2.75,3,1,0.75,2,2,0.75,2,1.60009127248122,1.16664925524947
"1067",1,101,67,0.75,0.5,1,1,1.25,"[1, 0]","['space', 'f']","[1.350095946071633, 3.1338798685528673]",106,3.13387986855287,1.78378392248123,1.35009594607163,0,1,182.5,0.25,2,0.75,0.5,0.75,0.5,1,1,1.35009594607163,1.78378392248123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.25,106,1.25,2,1,0.75,1,0.5,0.75,0.5,1.78378392248123,1.35009594607163
"1068",1,101,68,-0.25,0,2,1,-0.25,"[0, 1, 0]","['space', 'space', 'j']","[1.5002523739094613, 2.3834034371975577, 2.8335512509647742]",106,2.83355125096477,1.95040018767668,0.883151063288096,0,0,182.5,0.25,3,-0.25,0,-0.25,0,1,2,1.50025237390946,0.883151063288096,0.450147813767217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.25,106,0.25,3,1,-0.25,2,0,-0.25,0,1.95040018767668,0.883151063288096
"1069",1,101,69,-0.5,-0.25,3,1,-1.25,"[0, 1, 0]","['space', 'space', 'j']","[0.9833733795921944, 1.8670966370300448, 2.2835124876510235]",106,2.28351248765102,1.39978923021317,0.88372325743785,0,0,182.5,0.25,3,-0.5,-0.75,-0.5,-0.75,1,3,0.983373379592194,0.88372325743785,0.416415850620979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1.25,106,1.25,3,1,-0.5,3,-0.75,-0.5,-0.75,1.39978923021317,0.88372325743785
"1070",1,102.75,70,-0.5,0.75,3,1,1.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[0.6500975955750619, 1.816746484268151, 2.3000899895341718, 2.700094754764905]",106,2.7000947547649,1.13344110084108,1.56665365392382,1,0,182.5,1.25,4,-0.5,2.25,2.25,-0.5,3,1,0.650097595575062,1.16664888869309,0.483343505266021,0.400004765230733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.75,106,1.75,4,3,2.25,1,-0.5,-0.5,2.25,1.13344110084108,1.56665365392382
"1071",1,102.75,71,0,0,1,2,0,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[2.9336053179968076, 3.8335838744624198, 8.866882568238907, 9.433546119178573]",106,9.43354611917857,7.96690401177329,1.46664210740528,1,0,182.5,0,4,0,0,0,0,1,2,2.93360531799681,0.899978556465612,5.03329869377649,0.566663550939666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0,106,0,4,1,0,2,0,0,0,7.96690401177329,1.46664210740528
"1072",1,102.75,72,-0.75,-1,1,2,-2.5,"[1, 0, 1]","['space', 'space', 'j']","[0.9334066445635472, 1.9834012378596526, 2.5500915473985515]",106,2.55009154739855,1.04999459329611,1.50009695410245,1,1,182.5,0.25,3,-1.5,-1,-1,-1.5,1,2,0.933406644563547,1.04999459329611,0.566690309538899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-2.5,106,2.5,3,1,-1,2,-1.5,-1.5,-1,1.04999459329611,1.50009695410245
"1073",1,104,73,-1,0.75,3,1,1.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[1.9834433918167633, 2.8835814002077313, 4.61672595712389, 5.983559956673162]",106,5.98355995667316,3.71658794873292,2.26697200794024,1,0,182.5,1.75,4,-1,2.25,2.25,-1,3,1,1.98344339181676,0.900138008390968,1.73314455691616,1.36683399954927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.25,106,1.25,4,3,2.25,1,-1,-1,2.25,3.71658794873292,2.26697200794024
"1074",1,104.75,74,0.25,0.5,1,1,0.75,"[0, 1]","['space', 'f']","[1.3001013527755276, 3.000081375465925]",106,3.00008137546592,1.30010135277553,1.6999800226904,1,0,182.5,0.25,2,0.25,0.5,0.5,0.25,1,1,1.30010135277553,1.6999800226904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,2,1,0.5,1,0.25,0.25,0.5,1.30010135277553,1.6999800226904
"1075",1,106.25,75,0.75,0.75,1,1,1.5,"[1, 0]","['space', 'f']","[0.6834498065500156, 2.133594321311648]",106,2.13359432131165,1.45014451476163,0.683449806550016,0,1,182.5,0,2,0.75,0.75,0.75,0.75,1,1,0.683449806550016,1.45014451476163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.5,106,1.5,2,1,0.75,1,0.75,0.75,0.75,1.45014451476163,0.683449806550016
"1076",1,106.75,76,-0.25,0.75,1,1,0.5,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']","[0.5335825915153691, 1.4668880665813049, 2.0334046285051954, 3.9000811921878267]",106,3.90008119218783,2.79998203874857,1.10009915343926,0,1,182.5,1,4,-0.25,0.75,-0.25,0.75,1,1,0.533582591515369,0.933305475065936,0.566516561923891,1.86667656368263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.5,106,0.5,4,1,-0.25,1,0.75,-0.25,0.75,2.79998203874857,1.10009915343926
"1077",1,106.75,77,-1,-0.5,1,1,-1.5,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[1.600078443016173, 2.183527699732622, 5.333537138552856, 7.150193816564752]",106,7.15019381656475,4.75008788183641,2.40010593472834,1,0,182.5,0.5,4,-1,-0.5,-0.5,-1,1,1,1.60007844301617,0.583449256716449,3.15000943882023,1.8166566780119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1.5,106,1.5,4,1,-0.5,1,-1,-1,-0.5,4.75008788183641,2.40010593472834
"1078",1,107.5,78,0.75,0,2,1,0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[1.200107767508598, 2.3335884564139633, 3.1167671946905102, 3.750073586147664]",106,3.75007358614766,1.98328650578514,1.76678708036252,1,0,182.5,0.75,4,0.75,0,0,0.75,2,1,1.2001077675086,1.13348068890537,0.783178738276547,0.633306391457154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,4,2,0,1,0.75,0.75,0,1.98328650578514,1.76678708036252
"1079",1,108.25,79,0.5,-0.25,1,2,0.75,"[1, 0]","['space', 'f']","[0.7834137007694153, 3.1834067362024143]",106,3.18340673620241,2.399993035433,0.783413700769415,0,1,182.5,0.75,2,1,-0.25,1,-0.25,2,1,0.783413700769415,2.399993035433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,2,2,1,1,-0.25,1,-0.25,2.399993035433,0.783413700769415
"1080",1,108.25,80,0,-0.5,2,3,-1,"[1, 0]","['space', 'j']","[4.283451639330451, 5.866748042131803]",106,5.8667480421318,1.58329640280135,4.28345163933045,0,1,182.5,0.5,2,0,-1,0,-1,3,2,4.28345163933045,1.58329640280135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1,106,1,2,3,0,2,-1,0,-1,1.58329640280135,4.28345163933045
"1081",1,108.25,81,-0.5,0.25,1,1,-0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[1.000261354534814, 2.583578284480609, 3.4667579391480103, 4.583538329859948]",106,4.58353832985995,1.88344100920222,2.70009732065773,1,0,182.5,0.75,4,-0.5,0.25,0.25,-0.5,1,1,1.00026135453481,1.58331692994579,0.883179654667401,1.11678039071194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.25,106,0.25,4,1,0.25,1,-0.5,-0.5,0.25,1.88344100920222,2.70009732065773
"1082",1,108.25,82,-0.75,-0.5,1,3,-2.75,"[0, 1]","['space', 'j']","[0.9668988799876388, 2.4835762684215297]",106,2.48357626842153,0.966898879987639,1.51667738843389,1,0,182.5,0.25,2,-2.25,-0.5,-0.5,-2.25,1,3,0.966898879987639,1.51667738843389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-2.75,106,2.75,2,1,-0.5,3,-2.25,-2.25,-0.5,0.966898879987639,1.51667738843389
"1083",1,108.25,83,-1,-0.5,2,2,-3,"[0, 1]","['space', 'j']","[1.600281148567774, 3.200268319102179]",106,3.20026831910218,1.60028114856777,1.5999871705344,1,0,182.5,0.5,2,-2,-1,-1,-2,2,2,1.60028114856777,1.5999871705344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-3,106,3,2,2,-1,2,-2,-2,-1,1.60028114856777,1.5999871705344
"1084",1,108.25,84,-1,1,2,3,-1,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[0.9001336097171588, 1.8335981701520723, 2.950119772222024, 4.200265386652973]",106,4.20026538665297,2.01665521178711,2.18361017486586,1,0,182.5,2,4,-3,2,2,-3,2,3,0.900133609717159,0.933464560434913,1.11652160206995,1.25014561443095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1,106,1,4,2,2,3,-3,-3,2,2.01665521178711,2.18361017486586
"1085",1,108.25,85,-0.75,0.5,1,1,-0.25,"[0, 1]","['space', 'j']","[1.7335877233017527, 3.95026016322754]",106,3.95026016322754,1.73358772330175,2.21667243992579,1,0,182.5,1.25,2,-0.75,0.5,0.5,-0.75,1,1,1.73358772330175,2.21667243992579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.25,106,0.25,2,1,0.5,1,-0.75,-0.75,0.5,1.73358772330175,2.21667243992579
"1086",1,108.75,86,0.5,0,1,1,0.5,"[0, 1, 0]","['space', 'space', 'f']","[0.9002523739090975, 1.9169662346794212, 2.6000953045986535]",106,2.60009530459865,1.58338144382833,1.01671386077032,0,0,182.5,0.5,3,0.5,0,0.5,0,1,1,0.900252373909098,1.01671386077032,0.683129069919232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.5,106,0.5,3,1,0.5,1,0,0.5,0,1.58338144382833,1.01671386077032
"1087",1,112.25,87,1,0.5,1,3,3.5,"[1, 0, 1]","['space', 'space', 'f']","[1.4002499912940038, 2.866773701061902, 3.8002543899674492]",106,3.80025438996745,1.4665237097679,2.33373068019955,1,1,182.5,0.5,3,3,0.5,0.5,3,1,3,1.400249991294,1.4665237097679,0.933480688905547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,3.5,106,3.5,3,1,0.5,3,3,3,0.5,1.4665237097679,2.33373068019955
"1088",1,113,88,0.25,0.5,1,1,0.75,"[1, 0, 1]","['space', 'space', 'f']","[0.8667762669556396, 1.9002322133210328, 2.4000799092400484]",106,2.40007990924005,1.03345594636539,1.36662396287466,1,1,182.5,0.25,3,0.25,0.5,0.5,0.25,1,1,0.86677626695564,1.03345594636539,0.499847695919016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,3,1,0.5,1,0.25,0.25,0.5,1.03345594636539,1.36662396287466
"1089",1,113,89,-1,0,3,1,-1,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[1.483441742314426, 2.816928296118931, 3.73356719615731, 4.9000599319306275]",106,4.90005993193063,2.4000806423528,2.49997928957782,1,0,182.5,1,4,-1,0,0,-1,3,1,1.48344174231443,1.33348655380451,0.916638900038379,1.16649273577332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1,106,1,4,3,0,1,-1,-1,0,2.4000806423528,2.49997928957782
"1090",1,113,90,-0.25,-0.75,1,1,-1,"[1, 0, 1]","['space', 'space', 'j']","[1.3334334031624167, 2.5000701955032127, 3.016889807723601]",106,3.0168898077236,1.1666367923408,1.8502530153828,1,1,182.5,0.5,3,-0.25,-0.75,-0.75,-0.25,1,1,1.33343340316242,1.1666367923408,0.516819612220388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1,106,1,3,1,-0.75,1,-0.25,-0.25,-0.75,1.1666367923408,1.8502530153828
"1091",1,113,91,-1,-0.75,1,1,-1.75,"[1, 0, 1]","['space', 'space', 'j']","[5.1502209417194535, 5.950062222906126, 6.216877344813838]",106,6.21687734481384,0.799841281186673,5.41703606362717,1,1,182.5,0.25,3,-1,-0.75,-0.75,-1,1,1,5.15022094171945,0.799841281186673,0.266815121907712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1.75,106,1.75,3,1,-0.75,1,-1,-1,-0.75,0.799841281186673,5.41703606362717
"1092",1,113,92,0,-0.25,2,1,-0.5,"[0, 1, 0]","['space', 'space', 'j']","[0.6669126258439064, 1.4669980334265347, 1.8667568394794216]",106,1.86675683947942,1.06667143189679,0.800085407582628,0,0,182.5,0.25,3,0,-0.5,0,-0.5,1,2,0.666912625843906,0.800085407582628,0.399758806052887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.5,106,0.5,3,1,0,2,-0.5,0,-0.5,1.06667143189679,0.800085407582628
"1093",1,114,93,0.25,0.5,1,2,1,"[0, 1]","['space', 'f']","[1.6169451577015934, 2.8169367269101713]",106,2.81693672691017,1.61694515770159,1.19999156920858,1,0,182.5,0.25,2,0.5,0.5,0.5,0.5,1,2,1.61694515770159,1.19999156920858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1,106,1,2,1,0.5,2,0.5,0.5,0.5,1.61694515770159,1.19999156920858
"1094",1,114,94,-0.25,-0.5,1,1,-0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[0.9001079507861505, 1.3667775499015988, 1.8000938383738685, 2.533441833953475]",106,2.53344183395347,1.33342423925842,1.20001759469505,1,0,182.5,0.25,4,-0.25,-0.5,-0.5,-0.25,1,1,0.90010795078615,0.466669599115448,0.43331628847227,0.733347995579607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.75,106,0.75,4,1,-0.5,1,-0.25,-0.25,-0.5,1.33342423925842,1.20001759469505
"1095",1,117.5,95,1,0.5,3,2,3.5,"[0, 1]","['space', 'f']","[1.1835540917745675, 3.2500752356500016]",106,3.25007523565,1.18355409177457,2.06652114387543,1,0,182.5,0.5,2,2,1.5,1.5,2,3,2,1.18355409177457,2.06652114387543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,3.5,106,3.5,2,3,1.5,2,2,2,1.5,1.18355409177457,2.06652114387543
"1096",1,117.5,96,0.5,-0.5,3,1,-1,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']","[4.400235329047973, 4.8500847661098305, 5.333409943568768, 5.950073219591104, 6.833556749306808]",106,6.83355674930681,1.06651271308419,5.76704403622261,1,1,182.5,1,5,0.5,-1.5,-1.5,0.5,3,1,4.40023532904797,0.449849437061857,0.483325177458937,0.616663276022337,0.883483529715704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1,106,1,5,3,-1.5,1,0.5,0.5,-1.5,1.06651271308419,5.76704403622261
"1097",1,117.75,97,0,0.25,1,1,0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[0.6335853406872047, 1.7834305623528053, 2.066872304667413, 2.28358286643288]",106,2.28358286643288,0.917027083001813,1.36655578343107,1,0,182.5,0.25,4,0,0.25,0.25,0,1,1,0.633585340687205,1.1498452216656,0.283441742314608,0.216710561765467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.25,106,0.25,4,1,0.25,1,0,0,0.25,0.917027083001813,1.36655578343107
"1098",1,119,98,1,-0.75,1,2,1.25,"[0, 1]","['space', 'f']","[1.3336023855472376, 3.7502542983293097]",106,3.75025429832931,1.33360238554724,2.41665191278207,1,0,182.5,1.75,2,2,-0.75,-0.75,2,1,2,1.33360238554724,2.41665191278207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.25,106,1.25,2,1,-0.75,2,2,2,-0.75,1.33360238554724,2.41665191278207
"1099",1,119,99,0.25,-0.75,1,1,-0.5,"[1, 0, 1]","['space', 'space', 'j']","[0.8834406426458372, 1.8835865319933873, 3.9169218813858606]",106,3.91692188138586,1.00014588934755,2.91677599203831,1,1,182.5,1,3,0.25,-0.75,-0.75,0.25,1,1,0.883440642645837,1.00014588934755,2.03333534939247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.5,106,0.5,3,1,-0.75,1,0.25,0.25,-0.75,1.00014588934755,2.91677599203831
"1100",1,122,100,0,1,3,2,3,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']","[1.8668942980357315, 2.616761513070742, 3.9502198420514105, 4.400208570449649]",106,4.40020857044965,3.2003526270164,1.19985594343325,1,0,182.5,1,4,0,3,3,0,3,2,1.86689429803573,0.74986721503501,1.33345832898067,0.449988728398239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,3,106,3,4,3,3,2,0,0,3,3.2003526270164,1.19985594343325
"1101",1,122,1,0.75,-0.5,3,1,-0.75,"[1, 0]","['space', 'j']","[7.250523167265783, 9.866754640142972]",106,9.86675464014297,2.61623147287719,7.25052316726578,0,1,182.5,1.25,2,0.75,-1.5,0.75,-1.5,1,3,7.25052316726578,2.61623147287719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.75,106,0.75,2,1,0.75,3,-1.5,0.75,-1.5,2.61623147287719,7.25052316726578
"1102",1,122.75,2,0.5,0.25,1,1,0.75,"[1, 0]","['space', 'f']","[2.6167842395516345, 4.283567837630471]",106,4.28356783763047,1.66678359807884,2.61678423955163,0,1,182.5,0.25,2,0.5,0.25,0.5,0.25,1,1,2.61678423955163,1.66678359807884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,2,1,0.5,1,0.25,0.5,0.25,1.66678359807884,2.61678423955163
"1103",1,122.75,3,-0.5,-0.75,1,3,-2.25,"[1, 0, 1]","['space', 'space', 'j']","[1.966742360511489, 3.000089439700787, 4.300065063716829]",106,4.30006506371683,1.0333470791893,3.26671798452753,1,1,182.5,0.25,3,-1.5,-0.75,-0.75,-1.5,1,3,1.96674236051149,1.0333470791893,1.29997562401604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-2.25,106,2.25,3,1,-0.75,3,-1.5,-1.5,-0.75,1.0333470791893,3.26671798452753
"1104",1,124.25,4,0.75,0.75,1,1,1.5,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']","[0.8669115261745901, 3.3002347792144064, 4.983565821571574, 5.266896130816349]",106,5.26689613081635,2.71665356228459,2.55024256853176,0,1,182.5,0,4,0.75,0.75,0.75,0.75,1,1,0.86691152617459,2.43332325303982,1.68333104235717,0.283330309244775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.5,106,1.5,4,1,0.75,1,0.75,0.75,0.75,2.71665356228459,2.55024256853176
"1105",1,125.5,5,0.25,1,1,1,1.25,"[1, 0, 1]","['space', 'space', 'f']","[0.6669027288271536, 1.983425430566058, 2.316888158220536]",106,2.31688815822054,1.3165227017389,1.00036545648163,1,1,182.5,0.75,3,0.25,1,1,0.25,1,1,0.666902728827154,1.3165227017389,0.333462727654478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1.25,106,1.25,3,1,1,1,0.25,0.25,1,1.3165227017389,1.00036545648163
"1106",1,125.75,6,-0.25,0.5,1,1,0.25,"[0, 1]","['space', 'f']","[0.7334487985208398, 2.46677700006785]",106,2.46677700006785,0.73344879852084,1.73332820154701,1,0,182.5,0.75,2,-0.25,0.5,0.5,-0.25,1,1,0.73344879852084,1.73332820154701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.25,106,0.25,2,1,0.5,1,-0.25,-0.25,0.5,0.73344879852084,1.73332820154701
"1107",1,125.75,7,-0.75,-0.5,1,1,-1.25,"[1, 0]","['space', 'j']","[1.9335822249595367, 3.2168824766004036]",106,3.2168824766004,1.28330025164087,1.93358222495954,0,1,182.5,0.25,2,-0.75,-0.5,-0.75,-0.5,1,1,1.93358222495954,1.28330025164087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1.25,106,1.25,2,1,-0.75,1,-0.5,-0.75,-0.5,1.28330025164087,1.93358222495954
"1108",1,125.75,8,0.25,-0.5,1,1,-0.25,"[1, 0]","['space', 'j']","[6.666738145115232, 8.900244309673326]",106,8.90024430967333,2.23350616455809,6.66673814511523,0,1,182.5,0.75,2,0.25,-0.5,0.25,-0.5,1,1,6.66673814511523,2.23350616455809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.25,106,0.25,2,1,0.25,1,-0.5,0.25,-0.5,2.23350616455809,6.66673814511523
"1109",1,125.75,9,-0.75,-0.75,3,2,-3.75,"[0, 1]","['space', 'j']","[1.1836028437428467, 2.4836169561540373]",106,2.48361695615404,1.18360284374285,1.30001411241119,1,0,182.5,0,2,-1.5,-2.25,-2.25,-1.5,3,2,1.18360284374285,1.30001411241119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-3.75,106,3.75,2,3,-2.25,2,-1.5,-1.5,-2.25,1.18360284374285,1.30001411241119
"1110",1,128.25,10,1,0.75,2,1,2.5,"[0, 1]","['space', 'f']","[1.2169260967821174, 2.6834388098659474]",106,2.68343880986595,1.21692609678212,1.46651271308383,1,0,182.5,0.25,2,1,1.5,1.5,1,2,1,1.21692609678212,1.46651271308383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,2.5,106,2.5,2,2,1.5,1,1,1,1.5,1.21692609678212,1.46651271308383
"1111",1,128.25,11,-0.5,0.25,1,1,-0.25,"[0, 1]","['space', 'j']","[1.0668829347951032, 2.86673814511596]",106,2.86673814511596,1.0668829347951,1.79985521032086,1,0,182.5,0.75,2,-0.5,0.25,0.25,-0.5,1,1,1.0668829347951,1.79985521032086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-0.25,106,0.25,2,1,0.25,1,-0.5,-0.5,0.25,1.0668829347951,1.79985521032086
"1112",1,130.25,12,0.5,1,1,2,2,"[0, 1, 0]","['space', 'space', 'f']","[2.6502570475004177, 3.6835579406142642, 4.200210036673525]",106,4.20021003667352,3.16690914355968,1.03330089311385,0,0,182.5,0.5,3,1,1,1,1,2,1,2.65025704750042,1.03330089311385,0.516652096059261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,2,106,2,3,2,1,1,1,1,1,3.16690914355968,1.03330089311385
"1113",1,130.25,13,-0.5,-0.75,1,1,-1.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']","[0.8168975054013572, 1.383429096126747, 8.000197940320504, 8.9168819267652]",106,8.9168819267652,7.43366634959511,1.48321557717009,1,0,182.5,0.25,4,-0.5,-0.75,-0.75,-0.5,1,1,0.816897505401357,0.56653159072539,6.61676884419376,0.916683986444696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-1.25,106,1.25,4,1,-0.75,1,-0.5,-0.5,-0.75,7.43366634959511,1.48321557717009
"1114",1,131,14,0,0.25,3,1,0.75,"[0, 1]","['space', 'f']","[0.8167373203641546, 2.400086873807595]",106,2.4000868738076,0.816737320364155,1.58334955344344,1,0,182.5,0.25,2,0,0.75,0.75,0,3,1,0.816737320364155,1.58334955344344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,0.75,106,0.75,2,3,0.75,1,0,0,0.75,0.816737320364155,1.58334955344344
"1115",1,131,15,-1,-0.25,1,3,-3.25,"[1, 0, 1]","['space', 'space', 'j']","[0.8169429583649617, 2.0335783761192943, 2.3835753520315848]",106,2.38357535203158,1.21663541775433,1.16693993427725,1,1,182.5,0.75,3,-3,-0.25,-0.25,-3,1,3,0.816942958364962,1.21663541775433,0.349996975912291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,0,-3.25,106,3.25,3,1,-0.25,3,-3,-3,-0.25,1.21663541775433,1.16693993427725
"1116",1,133.25,16,-0.75,1,3,1,2.25,"[1, 0]","['space', 'f']","[1.4501001614680717, 2.5502440347563606]",106,2.55024403475636,1.10014387328829,1.45010016146807,0,1,182.5,1.75,2,-0.75,3,-0.75,3,1,3,1.45010016146807,1.10014387328829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,2.25,106,2.25,2,1,-0.75,3,3,-0.75,3,1.10014387328829,1.45010016146807
"1117",1,134.25,17,0,0.5,2,3,1,"[0, 1]","['space', 'f']","[1.4835814002080951, 3.0335761767828444]",106,3.03357617678284,1.4835814002081,1.54999477657475,1,0,182.5,0.5,2,0,1,1,0,2,3,1.4835814002081,1.54999477657475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12068965517241,1,1,106,1,2,2,1,3,0,0,1,1.4835814002081,1.54999477657475
