Subject	Trial	TimePt	Time	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
80	1	1	0.000	0.0000	0.0000	0.0000	1	0.1418
80	1	2	0.017	0.0240	0.0240	0.2148	1	0.1286
80	1	3	0.034	0.0430	0.0430	0.3953	1	0.1637
80	1	4	0.051	0.0468	0.0468	0.4206	1	0.2389
80	1	5	0.067	0.0480	0.0480	0.4260	1	0.2384
80	1	6	0.084	0.0480	0.0480	0.4260	1	0.2384
80	1	7	0.101	0.0480	0.0480	0.4260	1	0.6023
80	1	8	0.118	0.0493	0.0493	0.4278	1	0.6020
80	1	9	0.134	0.0493	0.0493	0.4278	1	0.6020
80	1	10	0.151	0.0493	0.0493	0.4278	1	0.6020
80	1	11	0.168	0.0493	0.0493	0.4278	1	0.6020
80	1	12	0.185	0.0493	0.0493	0.4278	1	0.6020
80	1	13	0.202	0.0493	0.0493	0.4278	1	0.6020
80	1	14	0.218	0.0493	0.0493	0.4278	1	0.6020
80	1	15	0.235	0.0493	0.0493	0.4278	1	0.6020
80	1	16	0.252	0.0493	0.0493	0.4278	1	0.6020
80	1	17	0.269	0.0493	0.0493	0.4278	1	0.6020
80	1	18	0.285	0.0493	0.0493	0.4278	1	0.6020
80	1	19	0.302	0.0493	0.0493	0.4278	1	0.6020
80	1	20	0.319	0.0493	0.0493	0.4278	1	0.6020
80	1	21	0.336	0.0493	0.0493	0.4278	1	0.6020
80	1	22	0.353	0.0493	0.0493	0.4278	1	0.6020
80	1	23	0.369	0.0493	0.0493	0.4278	1	0.6020
80	1	24	0.386	0.0493	0.0493	0.4278	1	0.6020
80	1	25	0.403	0.0493	0.0493	0.4278	1	0.6020
80	1	26	0.420	0.0493	0.0493	0.4278	1	0.6020
80	1	27	0.436	0.0493	0.0493	0.4278	1	0.6020
80	1	28	0.453	0.0493	0.0493	0.4278	1	0.6020
80	1	29	0.470	0.0493	0.0493	0.4278	1	0.6020
80	1	30	0.487	0.0493	0.0493	0.4278	1	0.6020
80	1	31	0.504	0.0493	0.0493	0.4278	1	0.6020
80	1	32	0.520	0.0493	0.0493	0.4278	1	0.6020
80	1	33	0.537	0.0493	0.0493	0.4278	1	0.6020
80	1	34	0.554	0.0493	0.0493	0.4278	1	0.6020
80	1	35	0.571	0.0493	0.0493	0.4278	1	0.6020
80	1	36	0.587	0.0493	0.0493	0.4278	1	0.6020
80	1	37	0.604	0.0493	0.0493	0.4278	1	0.6020
80	1	38	0.621	0.0493	0.0493	0.4278	1	0.6020
80	1	39	0.638	0.0493	0.0493	0.4278	1	0.6020
80	1	40	0.655	0.0493	0.0493	0.4278	1	0.6020
80	1	41	0.671	0.0493	0.0493	0.4278	1	0.6020
80	1	42	0.688	0.0493	0.0493	0.4278	1	0.6020
80	1	43	0.705	0.0493	0.0493	0.4278	1	0.6020
80	1	44	0.722	0.0493	0.0493	0.4278	1	0.6020
80	1	45	0.738	0.0493	0.0493	0.4278	1	0.6020
80	1	46	0.755	0.0493	0.0493	0.4278	1	0.6020
80	1	47	0.772	0.0493	0.0493	0.4278	1	0.6020
80	1	48	0.789	0.0493	0.0493	0.4278	1	0.6020
80	1	49	0.806	0.0493	0.0493	0.4278	1	0.6020
80	1	50	0.822	0.0493	0.0493	0.4278	1	0.6020
80	1	51	0.839	0.0493	0.0493	0.4278	1	0.6020
80	1	52	0.856	0.0493	0.0493	0.4278	1	0.6020
80	1	53	0.873	0.0493	0.0493	0.4278	1	0.6020
80	1	54	0.889	0.0493	0.0493	0.4278	1	0.6020
80	1	55	0.906	0.0493	0.0493	0.4278	1	0.6020
80	1	56	0.923	0.0493	0.0493	0.4278	1	0.6020
80	1	57	0.940	0.0493	0.0493	0.4278	1	0.6020
80	1	58	0.957	0.0493	0.0493	0.4278	1	0.6020
80	1	59	0.973	0.0493	0.0493	0.4278	1	0.6020
80	1	60	0.990	0.0493	0.0493	0.4278	1	0.6020
80	1	61	1.007	0.0493	0.0493	0.4278	1	0.6020
80	1	62	1.024	0.0493	0.0493	0.4278	1	0.6020
80	1	63	1.040	0.0493	0.0493	0.4278	1	0.6020
80	1	64	1.057	0.0493	0.0493	0.4278	1	0.0203
80	1	65	1.074	0.0493	0.0493	0.4314	1	0.7788
80	1	66	1.091	0.0771	0.0771	0.4585	1	0.8528
80	1	67	1.108	0.1517	0.1517	0.5199	1	0.8885
80	1	68	1.124	0.2731	0.2731	0.6101	1	0.9635
80	1	69	1.141	0.4223	0.4223	0.6986	1	1.0000
80	1	70	1.158	0.5626	0.5626	0.7653	1	1.0000
80	1	71	1.175	0.6827	0.6827	0.7978	1	1.0000
80	1	72	1.192	0.7750	0.7750	0.8159	1	1.0000
80	1	73	1.208	0.8420	0.8420	0.8448	1	1.0000
80	1	74	1.225	0.9077	0.9077	0.8971	1	1.0000
80	1	75	1.242	0.9292	0.9292	0.9224	1	1.0000
80	1	76	1.259	0.9431	0.9431	0.9477	1	1.0000
80	1	77	1.276	0.9532	0.9532	0.9603	1	1.0000
80	1	78	1.292	0.9671	0.9671	0.9711	1	1.0000
80	1	79	1.309	0.9861	0.9861	0.9838	1	1.0000
80	1	80	1.326	1.0088	1.0088	1.0018	1	1.0000
80	1	81	1.343	1.0392	1.0392	1.0343	1	1.0000
80	1	82	1.360	1.0569	1.0569	1.0560	1	1.0000
80	1	83	1.376	1.0670	1.0670	1.0686	1	1.0000
80	1	84	1.393	1.0683	1.0683	1.0704	1	1.0000
80	1	85	1.410	1.0683	1.0683	1.0704	1	1.0000
80	1	86	1.427	1.0683	1.0683	1.0704	1	1.0000
80	1	87	1.444	1.0683	1.0683	1.0704	1	1.0000
80	1	88	1.460	1.0683	1.0683	1.0704	1	1.0000
80	1	89	1.477	1.0683	1.0683	1.0704	1	1.0000
80	1	90	1.494	1.0695	1.0695	1.0650	1	1.0000
80	1	91	1.511	1.0582	1.0582	1.0415	1	1.0000
80	1	92	1.528	1.0480	1.0480	1.0253	1	1.0000
80	1	93	1.544	1.0354	1.0354	1.0144	1	1.0000
80	1	94	1.561	1.0215	1.0215	1.0108	1	1.0000
80	1	95	1.578	1.0038	1.0038	1.0036	1	1.0000
80	1	96	1.595	1.0013	1.0013	1.0018	1	1.0000
80	1	97	1.612	1.0000	1.0000	1.0000	1	1.0000
80	1	98	1.628	1.0000	1.0000	1.0000	1	1.0000
80	1	99	1.645	1.0000	1.0000	1.0000	1	1.0000
80	2	1	0.000	0.0000	0.0000	0.0000	-1	-0.0000
80	2	2	0.017	0.0000	0.0000	0.1774	-1	-0.0000
80	2	3	0.034	0.0000	0.0000	0.2753	-1	-0.0000
80	2	4	0.050	0.0000	0.0000	0.3260	-1	-0.0000
80	2	5	0.067	0.0000	0.0000	0.3581	-1	-0.0000
80	2	6	0.084	0.0000	0.0000	0.3682	-1	0.0000
80	2	7	0.101	0.0000	0.0000	0.3699	-1	0.0000
80	2	8	0.117	0.0000	0.0000	0.3699	-1	0.0000
80	2	9	0.134	0.0000	0.0000	0.3699	-1	0.0000
80	2	10	0.151	0.0000	0.0000	0.3699	-1	0.0000
80	2	11	0.168	0.0000	0.0000	0.3699	-1	0.0000
80	2	12	0.185	0.0000	0.0000	0.3699	-1	0.0000
80	2	13	0.201	0.0000	0.0000	0.3699	-1	0.0000
80	2	14	0.218	0.0000	0.0000	0.3699	-1	0.0000
80	2	15	0.235	0.0000	0.0000	0.3699	-1	0.0000
80	2	16	0.252	0.0000	0.0000	0.3699	-1	0.0000
80	2	17	0.268	0.0000	0.0000	0.3699	-1	0.0000
80	2	18	0.285	0.0000	0.0000	0.3699	-1	0.0000
80	2	19	0.302	0.0000	0.0000	0.3699	-1	0.0000
80	2	20	0.319	0.0000	0.0000	0.3699	-1	0.0000
80	2	21	0.336	0.0000	0.0000	0.3699	-1	0.0000
80	2	22	0.352	0.0000	0.0000	0.3699	-1	0.0000
80	2	23	0.369	0.0000	0.0000	0.3699	-1	0.0000
80	2	24	0.386	0.0000	0.0000	0.3699	-1	0.0000
80	2	25	0.403	0.0000	0.0000	0.3699	-1	0.0000
80	2	26	0.419	0.0000	0.0000	0.3699	-1	0.0000
80	2	27	0.436	0.0000	0.0000	0.3699	-1	0.0000
80	2	28	0.453	0.0000	0.0000	0.3699	-1	0.0000
80	2	29	0.470	0.0000	0.0000	0.3699	-1	0.0000
80	2	30	0.487	0.0000	0.0000	0.3699	-1	0.0000
