Subject	Block	Trial	Attribute	Food	Rating	RT
21.0000	1.0000	1.0000	Liking	MnMPlain_5_1bag.jpg	1.0000	5.8413
21.0000	1.0000	2.0000	Liking	KashiBars_1_0.5bar.jpg	4.0000	12.1613
21.0000	1.0000	3.0000	Liking	Triscuit_2_2crackers.jpg	4.0000	3.1817
21.0000	1.0000	4.0000	Liking	Bananas_2_0.5.jpg	5.0000	8.2642
21.0000	1.0000	5.0000	Liking	Broccoli_4_1.5c.jpg	6.0000	1.8720
21.0000	1.0000	6.0000	Liking	AllBranBar_1_.25bar.jpg	1.0000	16.9592
21.0000	1.0000	7.0000	Liking	ProMax_2_0.25bar.jpg	1.0000	1.0336
21.0000	1.0000	8.0000	Liking	Spinach_4_.5box.jpg	6.0000	2.7370
21.0000	1.0000	9.0000	Liking	Broccoli_1_1pc.jpg	3.0000	7.7416
21.0000	1.0000	10.0000	Liking	CoffeeCrisp_1_0.25bar.jpg	1.0000	2.3226
21.0000	1.0000	11.0000	Liking	SunChips_2_3Chips.jpg	2.0000	3.8820
21.0000	1.0000	12.0000	Liking	AllBranBar_3_1bar.jpg	2.0000	8.3286
21.0000	1.0000	13.0000	Liking	SkimMilk_4_1glass.jpg	2.0000	7.5660
21.0000	1.0000	14.0000	Liking	Cauliflower_2_3chunks.jpg	2.0000	5.5270
21.0000	1.0000	15.0000	Liking	GreenGrapes_1_1.jpg	2.0000	2.9004
21.0000	1.0000	16.0000	Liking	Pringles_5_40Chips.jpg	1.0000	1.2091
21.0000	1.0000	17.0000	Liking	IceCreamVanilla_4_3scoops.jpg	1.0000	2.2271
21.0000	1.0000	18.0000	Liking	PureFit_4_2Bars.jpg	2.0000	2.2207
21.0000	1.0000	19.0000	Liking	IceCreamChocolate_4_3scoops.jpg	1.0000	4.1420
21.0000	1.0000	20.0000	Liking	DriedHerring_1_1fish.jpg	4.0000	8.1706
21.0000	1.0000	21.0000	Liking	CheeseNips_5_1c.jpg	2.0000	2.4301
21.0000	1.0000	22.0000	Liking	GreenPepper_2_2pc.jpg	4.0000	3.3035
21.0000	1.0000	23.0000	Liking	RufflesSourCreamOnion_3_5chips.jpg	1.0000	4.5930
21.0000	1.0000	24.0000	Liking	YorkPeppermintPatties_4_12.jpg	1.0000	10.5696
21.0000	1.0000	25.0000	Liking	Aero_3_1bar.jpg	1.0000	2.7011
21.0000	1.0000	26.0000	Liking	GreenApple_4_1.jpg	6.0000	2.6274
21.0000	1.0000	27.0000	Liking	CannedArtichoke_5_1can.jpg	5.0000	6.0045
21.0000	1.0000	28.0000	Liking	SkittlesSour_6_0.5pack.jpg	1.0000	1.5028
21.0000	1.0000	29.0000	Liking	AlmondMilk_4_1glass.jpg	6.0000	2.5247
21.0000	1.0000	30.0000	Liking	SunChips_4_20Chips.jpg	1.0000	8.3328
21.0000	1.0000	31.0000	Liking	Onion_2_1ring.jpg	3.0000	8.4897
21.0000	1.0000	32.0000	Liking	BabyFoodSweetPotatos_2_2T.jpg	2.0000	3.4806
21.0000	1.0000	33.0000	Liking	EnglishCucumber_2_2pc.jpg	4.0000	2.7360
21.0000	1.0000	34.0000	Liking	Starburst_3_5pieces.jpg	1.0000	1.9327
21.0000	1.0000	35.0000	Liking	EnglishCucumber_5_0.5cuc.JPG	6.0000	1.7773
21.0000	1.0000	36.0000	Liking	FrozenPeas_6_0.5bag.jpg	6.0000	1.4434
21.0000	1.0000	37.0000	Liking	BabyFoodCarrots_3_2Tbsp.jpg	4.0000	4.3962
21.0000	1.0000	38.0000	Liking	WaterChestnuts_5_0.5can.jpg	5.0000	4.5587
21.0000	1.0000	39.0000	Liking	AlmondMilk_2_0.25glass.jpg	4.0000	4.5469
21.0000	1.0000	40.0000	Liking	PCChipCookie_5_4cookie.jpg	1.0000	2.5190
21.0000	1.0000	41.0000	Liking	CheeseNips_2_5nips.jpg	1.0000	0.9643
21.0000	1.0000	42.0000	Liking	VegetableThins_2_5Chips.jpg	1.0000	0.9998
21.0000	1.0000	43.0000	Liking	GreenBeans_4_.5pck.jpg	6.0000	2.6625
