Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
108	1	1	-0.0000	0.0000	0.0000	-1	-0.0000
108	1	2	-0.0000	0.0000	0.0191	-1	-0.0000
108	1	3	-0.0000	0.0000	0.0382	-1	0.0000
108	1	4	-0.0000	0.0000	0.0528	-1	0.0000
108	1	5	-0.0000	0.0000	0.0609	-1	-0.0000
108	1	6	-0.0000	0.0000	0.0632	-1	-0.0000
108	1	7	-0.0000	0.0000	0.0645	-1	-0.0000
108	1	8	-0.0000	0.0000	0.0682	-1	-0.0000
108	1	9	-0.0000	0.0000	0.0759	-1	0.0000
108	1	10	-0.0000	0.0000	0.0855	-1	0.0000
108	1	11	-0.0000	0.0000	0.0943	-1	0.0000
108	1	12	-0.0000	0.0000	0.1012	-1	0.0000
108	1	13	-0.0000	0.0000	0.1114	-1	0.0000
108	1	14	-0.0000	0.0000	0.1345	-1	-0.0579
108	1	15	0.0017	-0.0017	0.1679	-1	-0.0889
108	1	16	0.0047	-0.0047	0.2074	-1	-0.0580
108	1	17	0.0072	-0.0072	0.2401	-1	-0.0038
108	1	18	0.0072	-0.0072	0.2510	-1	-0.0037
108	1	19	0.0072	-0.0072	0.2574	-1	-0.0037
108	1	20	0.0072	-0.0072	0.2603	-1	-0.0037
108	1	21	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	22	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	23	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	24	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	25	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	26	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	27	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	28	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	29	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	30	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	31	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	32	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	33	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	34	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	35	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	36	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	37	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	38	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	39	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	40	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	41	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	42	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	43	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	44	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	45	0.0072	-0.0072	0.2611	-1	-0.0037
108	1	46	0.0072	-0.0072	0.2616	-1	-0.2754
108	1	47	0.0081	-0.0081	0.2628	-1	-1.0000
108	1	48	0.0153	-0.0153	0.2641	-1	-1.0000
108	1	49	0.0346	-0.0346	0.2677	-1	-1.0000
108	1	50	0.0627	-0.0627	0.2724	-1	-1.0000
108	1	51	0.0903	-0.0903	0.2807	-1	-1.0000
108	1	52	0.1118	-0.1118	0.2921	-1	-0.9873
108	1	53	0.1298	-0.1298	0.3059	-1	-0.9465
108	1	54	0.1730	-0.1730	0.3440	-1	-0.9311
108	1	55	0.2162	-0.2162	0.3833	-1	-0.9242
108	1	56	0.2731	-0.2731	0.4356	-1	-0.9244
108	1	57	0.3406	-0.3406	0.4970	-1	-0.9515
108	1	58	0.4151	-0.4151	0.5613	-1	-0.9939
108	1	59	0.4977	-0.4977	0.6235	-1	-1.0000
108	1	60	0.5985	-0.5985	0.6833	-1	-1.0000
108	1	61	0.6973	-0.6973	0.7452	-1	-1.0000
108	1	62	0.7828	-0.7828	0.7955	-1	-1.0000
108	1	63	0.8501	-0.8501	0.8349	-1	-1.0000
108	1	64	0.9008	-0.9008	0.8685	-1	-1.0000
108	1	65	0.9440	-0.9440	0.8990	-1	-1.0000
108	1	66	0.9860	-0.9860	0.9269	-1	-1.0000
108	1	67	1.0077	-1.0077	0.9406	-1	-1.0000
108	1	68	1.0217	-1.0217	0.9500	-1	-1.0000
108	1	69	1.0313	-1.0313	0.9574	-1	-1.0000
108	1	70	1.0367	-1.0367	0.9618	-1	-1.0000
108	1	71	1.0391	-1.0391	0.9631	-1	-1.0000
108	1	72	1.0403	-1.0403	0.9644	-1	-1.0000
108	1	73	1.0406	-1.0406	0.9647	-1	-1.0000
108	1	74	1.0406	-1.0406	0.9647	-1	-1.0000
108	1	75	1.0406	-1.0406	0.9651	-1	-1.0000
108	1	76	1.0401	-1.0401	0.9675	-1	-1.0000
108	1	77	1.0365	-1.0365	0.9764	-1	-1.0000
108	1	78	1.0171	-1.0171	0.9853	-1	-1.0000
108	1	79	1.0090	-1.0090	0.9905	-1	-1.0000
108	1	80	1.0054	-1.0054	0.9943	-1	-1.0000
108	1	81	1.0025	-1.0025	0.9973	-1	-1.0000
108	1	82	1.0013	-1.0013	0.9986	-1	-1.0000
108	1	83	1.0001	-1.0001	0.9999	-1	-1.0000
108	1	84	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	85	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	86	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	87	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	88	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	89	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	90	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	91	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	92	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	93	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	94	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	95	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	96	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	97	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	98	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	99	1.0000	-1.0000	1.0000	-1	-1.0000
108	1	100	1.0000	-1.0000	1.0000	-1	-1.0000
108	2	1	0.0000	0.0000	0.0000	-1	-0.2264
108	2	2	0.0049	-0.0049	0.0275	-1	-0.2716
108	2	3	0.0099	-0.0099	0.0535	-1	-0.3140
108	2	4	0.0148	-0.0148	0.0733	-1	-0.3458
108	2	5	0.0198	-0.0198	0.0917	-1	-0.3685
108	2	6	0.0247	-0.0247	0.1080	-1	-0.3776
108	2	7	0.0287	-0.0287	0.1207	-1	-0.3808
108	2	8	0.0320	-0.0320	0.1311	-1	-0.3801
108	2	9	0.0340	-0.0340	0.1373	-1	-0.2202
108	2	10	0.0356	-0.0356	0.1424	-1	-0.0204
108	2	11	0.0356	-0.0356	0.1433	-1	-0.0204
108	2	12	0.0356	-0.0356	0.1441	-1	-0.0204
108	2	13	0.0356	-0.0356	0.1450	-1	-0.0204
108	2	14	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	15	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	16	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	17	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	18	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	19	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	20	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	21	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	22	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	23	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	24	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	25	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	26	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	27	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	28	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	29	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	30	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	31	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	32	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	33	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	34	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	35	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	36	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	37	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	38	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	39	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	40	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	41	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	42	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	43	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	44	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	45	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	46	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	47	0.0356	-0.0356	0.1455	-1	-0.0204
108	2	48	0.0356	-0.0356	0.1457	-1	-0.1186
108	2	49	0.0356	-0.0356	0.1465	-1	-0.6099
108	2	50	0.0382	-0.0382	0.1498	-1	-0.9249
108	2	51	0.0448	-0.0448	0.1567	-1	-0.9756
108	2	52	0.0608	-0.0608	0.1713	-1	-0.9755
108	2	53	0.0831	-0.0831	0.1911	-1	-0.9413
108	2	54	0.1541	-0.1541	0.2611	-1	-0.9593
108	2	55	0.2374	-0.2374	0.3437	-1	-0.9903
108	2	56	0.3305	-0.3305	0.4254	-1	-0.9697
108	2	57	0.4242	-0.4242	0.5088	-1	-0.9527
108	2	58	0.5198	-0.5198	0.5991	-1	-0.9503
108	2	59	0.6108	-0.6108	0.6842	-1	-0.9486
108	2	60	0.6949	-0.6949	0.7616	-1	-0.9480
108	2	61	0.7636	-0.7636	0.8230	-1	-0.9186
108	2	62	0.8221	-0.8221	0.8738	-1	-0.8700
108	2	63	0.8477	-0.8477	0.8977	-1	-0.9224
108	2	64	0.8650	-0.8650	0.9149	-1	-1.0000
108	2	65	0.8699	-0.8699	0.9226	-1	-1.0000
108	2	66	0.8744	-0.8744	0.9297	-1	-1.0000
108	2	67	0.8769	-0.8769	0.9340	-1	-1.0000
108	2	68	0.8797	-0.8797	0.9393	-1	-1.0000
108	2	69	0.8830	-0.8830	0.9462	-1	-1.0000
108	2	70	0.8902	-0.8902	0.9572	-1	-1.0000
108	2	71	0.9001	-0.9001	0.9709	-1	-1.0000
108	2	72	0.9172	-0.9172	0.9868	-1	-1.0000
108	2	73	0.9362	-0.9362	1.0031	-1	-1.0000
108	2	74	0.9502	-0.9502	1.0151	-1	-1.0000
108	2	75	0.9647	-0.9647	1.0275	-1	-1.0000
108	2	76	0.9812	-0.9812	1.0413	-1	-1.0000
108	2	77	0.9974	-0.9974	1.0533	-1	-1.0000
108	2	78	1.0130	-1.0130	1.0628	-1	-1.0000
108	2	79	1.0203	-1.0203	1.0671	-1	-1.0000
108	2	80	1.0219	-1.0219	1.0679	-1	-1.0000
108	2	81	1.0223	-1.0223	1.0681	-1	-1.0000
108	2	82	1.0223	-1.0223	1.0681	-1	-1.0000
108	2	83	1.0223	-1.0223	1.0681	-1	-1.0000
108	2	84	1.0223	-1.0223	1.0681	-1	-1.0000
108	2	85	1.0223	-1.0223	1.0681	-1	-1.0000
108	2	86	1.0223	-1.0223	1.0678	-1	-1.0000
108	2	87	1.0223	-1.0223	1.0669	-1	-1.0000
108	2	88	1.0223	-1.0223	1.0630	-1	-1.0000
