Subject	Trial	Instruction	Food	Liking	Taste	Health	Amount	Choice	ChoiceRT	FirstDevTimeChoice	InitAngleChoice	NumChangeMindChoice	FinalDevTimeChoice	MaxVelocityChoice	DrxFirstDevChoice	TotalAUCChoice	AUCtoNonChosenChoice	AUCtoChosenChoice	MaxDevChoice
61.0000	1.0000	Decrease Desire	FrozenBlueberries	2.0000	4.0000	5.0000	3	-1.0000	1.7124	1.1748	-0.1255	0.0000	1.1748	0.1196	-1.0000	0.2975	0.2975	-0.0000	0.3958
61.0000	2.0000	Decrease Desire	RomaineLettuce	4.0000	4.0000	6.0000	4	-1.0000	0.8731	0.4199	-0.2046	0.0000	0.4199	0.1808	-1.0000	0.1624	0.1624	-0.0000	0.3345
61.0000	3.0000	Decrease Desire	Mentos	6.0000	4.0000	4.0000	2	-1.0000	1.6292	0.6212	-0.0855	0.0000	0.6212	0.1424	-1.0000	0.1692	0.1692	-0.0000	0.3267
61.0000	4.0000	Decrease Desire	GreenPepper	4.0000	4.0000	5.0000	6	-1.0000	0.9575	0.5037	-0.1051	0.0000	0.5037	0.2949	-1.0000	0.2313	0.2313	-0.0000	0.3106
61.0000	5.0000	Decrease Desire	WaterChestnuts	2.0000	1.0000	5.0000	5	-1.0000	1.2587	0.3522	-0.0265	0.0000	0.3522	0.1030	-1.0000	0.2516	0.2516	-0.0000	0.4168
61.0000	6.0000	Decrease Desire	PCChipCookie	4.0000	3.0000	2.0000	2	-1.0000	3.0042	0.9740	-0.0771	1.0000	1.9801	0.2413	1.0000	0.8595	0.8595	-0.0000	1.4576
61.0000	7.0000	Decrease Desire	Cauliflower	2.0000	2.0000	4.0000	2	-1.0000	1.1417	0.5538	0.1879	0.0000	0.5538	0.2099	-1.0000	0.1250	0.1250	-0.0000	0.2701
61.0000	8.0000	Decrease Desire	Shreddies	2.0000	2.0000	6.0000	5	-1.0000	1.9313	0.8731	0.1090	1.0000	1.1419	0.2772	1.0000	0.5593	0.5593	-0.0000	1.4711
61.0000	9.0000	Decrease Desire	BBQCrisps	6.0000	4.0000	2.0000	2	1.0000	1.8476	0.8062	0.0198	1.0000	1.0750	0.3085	-1.0000	0.5304	0.5304	-0.0000	0.9961
61.0000	10.0000	Decrease Desire	SlicedTurkey	2.0000	2.0000	4.0000	5	-1.0000	1.5616	0.6040	-0.1457	0.0000	0.6040	0.1374	-1.0000	0.2418	0.2418	-0.0000	0.4860
61.0000	11.0000	Respond Naturally	MnMPlain	6.0000	5.0000	1.0000	3	1.0000	1.0750	0.4199	NA	0.0000	0.4199	0.1652	1.0000	0.0496	0.0525	-0.0029	0.2065
61.0000	12.0000	Respond Naturally	AlmondMilk	2.0000	2.0000	5.0000	2	-1.0000	1.4114	0.4872	-0.3750	0.0000	0.4872	0.0972	-1.0000	0.1269	0.1301	-0.0031	0.2841
61.0000	13.0000	Respond Naturally	Onion	2.0000	3.0000	4.0000	2	-1.0000	1.9314	0.8565	-0.0402	0.0000	0.8565	0.0919	-1.0000	0.0644	0.0644	-0.0000	0.1748
61.0000	14.0000	Respond Naturally	Mentos	6.0000	5.0000	1.0000	5	1.0000	1.0917	0.4703	0.1130	0.0000	0.4703	0.1007	1.0000	0.0638	0.0739	-0.0101	0.1621
61.0000	15.0000	Respond Naturally	WaterChestnuts	3.0000	1.0000	5.0000	3	-1.0000	0.8565	0.4701	0.0327	0.0000	0.4701	0.1808	-1.0000	0.2951	0.2951	-0.0000	0.5703
61.0000	16.0000	Respond Naturally	TofuDessert	2.0000	1.0000	3.0000	2	-1.0000	0.8568	0.1849	0.0721	0.0000	0.1849	0.1716	-1.0000	0.1737	0.1737	-0.0000	0.4093
61.0000	17.0000	Respond Naturally	BabyFoodSweetPotatos	1.0000	1.0000	5.0000	5	-1.0000	1.0586	0.3528	0.2019	0.0000	0.3528	0.0935	-1.0000	0.1128	0.1128	-0.0000	0.2380
61.0000	18.0000	Respond Naturally	YorkPeppermintPatties	2.0000	1.0000	4.0000	4	-1.0000	1.2597	0.7053	-0.0000	0.0000	0.7053	0.1718	-1.0000	0.1917	0.1917	-0.0000	0.2827
61.0000	19.0000	Respond Naturally	Mars	6.0000	4.0000	1.0000	2	1.0000	1.0415	0.4704	-0.1045	0.0000	0.4704	0.2250	1.0000	0.1956	0.1981	-0.0025	0.4051
61.0000	20.0000	Respond Naturally	Mackerel	1.0000	1.0000	3.0000	3	-1.0000	0.9738	0.4193	-0.1714	0.0000	0.4193	0.1924	-1.0000	0.3544	0.3544	-0.0000	0.7161
61.0000	21.0000	Decrease Desire	Starburst	5.0000	4.0000	2.0000	3	1.0000	1.6450	0.9900	0.1091	0.0000	0.9900	0.4464	1.0000	0.3169	0.3169	-0.0000	0.4371
61.0000	22.0000	Decrease Desire	FrozenBlueberries	2.0000	2.0000	4.0000	1	-1.0000	2.6687	2.1317	-0.1099	0.0000	2.1317	0.1825	-1.0000	0.4377	0.4483	-0.0106	0.5504
61.0000	23.0000	Decrease Desire	FrozenOkra	1.0000	1.0000	6.0000	5	-1.0000	1.3097	0.3358	-0.0700	0.0000	0.3358	0.3053	-1.0000	0.1581	0.1902	-0.0321	0.5549
61.0000	24.0000	Decrease Desire	AppleChips	3.0000	3.0000	4.0000	2	-1.0000	1.9477	1.0238	-0.0000	0.0000	1.0238	0.2215	-1.0000	0.2405	0.2405	-0.0000	0.4074
61.0000	25.0000	Decrease Desire	BrusselsSprouts	1.0000	1.0000	1.0000	4	-1.0000	1.2091	0.6882	0.1658	0.0000	0.6882	0.1478	-1.0000	0.3060	0.3060	-0.0000	0.4050
61.0000	26.0000	Decrease Desire	Smarties	6.0000	6.0000	1.0000	2	1.0000	1.8809	0.1509	0.0201	1.0000	0.6382	0.2172	-1.0000	0.7484	0.7613	-0.0128	1.3126
61.0000	27.0000	Decrease Desire	VegetableThins	2.0000	4.0000	5.0000	5	1.0000	1.5782	0.8729	0.0997	0.0000	0.8729	0.2206	1.0000	0.2585	0.2585	-0.0000	0.3796
61.0000	28.0000	Decrease Desire	GreenApple	5.0000	4.0000	6.0000	4	1.0000	1.1251	0.6885	0.2306	0.0000	0.6885	0.1978	1.0000	0.2470	0.2472	-0.0003	0.5064
61.0000	29.0000	Decrease Desire	PureFit	2.0000	2.0000	6.0000	4	-1.0000	0.9742	0.5038	-0.1292	0.0000	0.5038	0.3000	-1.0000	0.2389	0.2607	-0.0218	0.4431
61.0000	30.0000	Decrease Desire	SunChips	6.0000	5.0000	3.0000	4	-1.0000	1.5289	0.6889	0.0913	1.0000	0.8905	0.2284	1.0000	0.4140	0.4140	-0.0000	0.9245
61.0000	31.0000	Respond Naturally	AlmondMilk	1.0000	1.0000	5.0000	4	-1.0000	1.3604	0.7725	-0.0948	0.0000	0.7725	0.3077	-1.0000	0.2810	0.2819	-0.0009	0.5016
61.0000	32.0000	Respond Naturally	Avocado	1.0000	1.0000	6.0000	5	-1.0000	1.7298	1.1417	0.0260	0.0000	1.1417	0.1453	-1.0000	0.3863	0.3863	-0.0000	0.4951
61.0000	33.0000	Respond Naturally	Cheetos	4.0000	2.0000	3.0000	3	-1.0000	1.7131	0.4871	0.0579	1.0000	0.6551	0.2384	1.0000	0.1784	0.2157	-0.0373	0.5394
