,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t,0.63294297900853558,0.21762476144130768,0.099097389594508506,0.51664498241709211,0.68125789160008243,0.78916094347734667,0.95007437712769838,0.0058311820683281399
t_std,0.60437174993695719,0.17100903785981103,0.36992901450073729,0.47796646540516541,0.56588298094801104,0.69872770933090877,1.0161681828996709,0.0048796025701967147
t_subj.1,0.56446927240470601,0.031285227014292642,0.49682487798160885,0.54493537464370567,0.56698625037327099,0.5862878902080817,0.61783980239958558,0.0004912656040161773
t_subj.2,0.95508881517655486,0.048863050706027873,0.84927114684510452,0.92374398006237846,0.95804736587971573,0.9893760190595754,1.041940249584375,0.00092168470151535024
t_subj.3,0.72711013220190934,0.016083227942010586,0.69176301045176469,0.71743522660612202,0.72835527789745302,0.73852698795059724,0.75390262543224296,0.00033610414146207572
t_subj.4,0.77194578202307806,0.02427392312551075,0.7181887797851586,0.7567728754760521,0.77421389737617308,0.78915895589415153,0.81425604383511851,0.00046766303089934753
t_subj.5,1.1605278794002989,0.032483603742477656,1.090660610819042,1.1397751306591613,1.1626648362170993,1.1830740441445575,1.2169934440697729,0.00059342065433545517
t_subj.6,0.12221538236379495,0.03537685493619807,0.044398327330300483,0.099653984226904094,0.12556803731850444,0.14733592433220569,0.18245986431071337,0.0006011012697566461
t_subj.7,1.2566995307442426,0.037727504751043958,1.1737605590895834,1.2337174587139335,1.2595836102556806,1.2827552667630702,1.3219080290794469,0.00081317556062373284
t_subj.8,1.151207410045328,0.030788213712987206,1.0827577847011942,1.1320457369048489,1.1539219296205458,1.1726382761770839,1.2042401958558322,0.00067439925680161047
t_subj.9,0.95414185371945948,0.024317601903097764,0.90022788101610696,0.93909091141602297,0.95665177158309767,0.97140697368429685,0.99591591265595514,0.00045466181427548512
t_subj.10,0.90040089537052603,0.036945064353947059,0.81969705771340573,0.87796545898958833,0.90424418786148575,0.92582228456835869,0.96443547036953881,0.00080349787903847246
t_subj.11,0.30268116264709677,0.013132594411616528,0.27425062854945159,0.29473589107640213,0.30403570654071455,0.31196129360851416,0.3246671667805428,0.00021158880659391728
t_subj.12,0.64367948506385841,0.019856652548600893,0.60059771216865077,0.63133496180849247,0.64545077538434781,0.65784719731728192,0.67757457706907931,0.00046988615462547798
t_subj.13,0.33535948600129567,0.013886321432638087,0.30470520737340673,0.32654946343956359,0.33660139062752797,0.34561131805092388,0.35845902065457697,0.00026338546460136778
t_subj.14,1.931806599910846,0.059791627532403399,1.8067979362056941,1.8928157141200761,1.9359076129057891,1.9748617828186905,2.0387985915161217,0.0012413777434093225
t_subj.15,1.2694891909045163,0.04403987679938888,1.1748087615494025,1.2407732747355937,1.273036439596601,1.3005962168281602,1.3467466700783284,0.0010245608379653287
t_subj.16,0.43783790294366826,0.0211967709987619,0.39153692593957212,0.42432417500790831,0.43937929784601587,0.45313430814595618,0.47468919477537347,0.00038214777069488887
t_subj.17,0.77098782309812941,0.051482296160701949,0.66337135001033953,0.7375713510910793,0.77427492967105038,0.80685750515420118,0.86392487924910344,0.0012620349896627784
t_subj.18,0.62976966750896723,0.030199467699950289,0.56518228686526495,0.61083129351000587,0.63165923046284478,0.65109612236431347,0.68327694856982879,0.00068984029046638559
t_subj.19,1.4404625998068468,0.067361848829444765,1.2974992056413068,1.3976783917373374,1.444432146883571,1.4880140170378464,1.5595136309464745,0.0013948437447140753
t_subj.20,0.59038583742500672,0.030567294570027014,0.5238201296832975,0.5710588538307666,0.59226927452820188,0.61164933129264298,0.6447047782619244,0.0006980940829330888
t_subj.21,0.86600758024441271,0.029705373534326732,0.80196120076291877,0.84757030277176859,0.86802923839901203,0.88681474952081629,0.9180696748546896,0.00064417361578667193
t_subj.22,0.18359816451999766,0.035153629024952518,0.10664790837716429,0.16182593832118697,0.18675214051065686,0.20863647615194469,0.24371044457277996,0.00070328757564117376
t_subj.23,0.82553069439967441,0.030930544832689855,0.75838507485181472,0.80640489811070004,0.8272698360884807,0.84792234754199991,0.87853436079814395,0.00066591606742685263
z,0.5038969575890665,0.0078038453398671164,0.48848235585747296,0.49876625943638792,0.50381681530141253,0.50906949707626659,0.5197318366009428,0.00017153762588537663
