parcode,trial,fix_item,fix_time
0,528,1,600
0,529,0,270
0,529,2,200
0,529,0,80
0,529,1,730
0,529,0,70
0,529,2,370
0,529,0,80
0,529,1,670
0,529,0,70
0,529,2,430
0,530,0,230
0,530,1,330
0,530,0,80
0,530,2,400
0,531,0,300
0,531,1,120
0,531,0,70
0,531,2,490
0,531,0,50
0,532,0,240
0,532,2,270
0,532,0,70
0,532,1,320
0,532,0,80
0,532,2,870
0,532,0,70
0,532,1,990
0,532,0,90
0,532,2,60
0,533,0,250
0,533,1,270
0,533,0,80
0,533,2,480
0,534,0,190
0,534,2,310
0,535,0,210
0,535,1,160
0,535,0,90
0,535,2,640
0,535,0,80
0,535,1,260
0,536,0,250
0,536,2,310
0,536,0,30
0,537,0,270
0,537,1,140
0,537,0,90
0,537,2,120
0,537,0,90
0,537,1,180
0,537,0,90
0,537,2,490
0,537,0,80
0,537,1,140
0,538,0,220
0,538,2,220
0,538,0,70
0,538,1,60
0,539,0,210
0,539,1,140
0,539,0,80
0,539,2,390
0,539,0,70
0,539,1,1260
0,539,0,100
0,539,2,1320
0,540,0,220
0,540,2,150
0,540,0,70
0,540,1,360
0,540,0,80
0,540,2,1260
0,540,0,70
0,540,1,450
0,540,0,120
0,540,2,320
0,540,0,80
0,540,1,950
0,540,0,70
0,540,2,850
0,541,0,250
0,541,1,300
0,541,0,80
0,541,2,750
0,541,0,80
0,541,1,580
0,541,0,90
0,541,2,530
0,541,0,130
0,541,1,810
0,541,0,80
0,541,2,710
0,541,0,300
0,541,1,630
0,541,0,40
0,542,0,230
0,542,2,220
0,542,0,60
0,542,1,550
0,542,0,90
0,542,2,480
0,542,0,80
0,542,1,340
0,542,0,60
0,542,2,160
0,543,0,240
0,543,1,390
0,543,0,60
0,543,2,60
0,544,0,200
0,544,1,330
0,544,0,90
0,544,2,360
0,544,0,100
0,544,1,1120
0,544,0,90
0,544,2,540
0,544,0,60
0,544,1,1680
0,544,0,70
0,544,2,660
0,544,0,100
0,544,1,150
0,544,0,140
0,544,2,230
0,544,0,90
0,544,1,380
0,545,0,190
0,545,1,230
0,545,0,80
0,545,2,330
0,546,0,240
0,546,1,430
0,546,0,90
0,546,2,230
0,546,0,60
0,546,1,830
0,546,0,80
0,546,2,410
0,547,0,320
0,547,1,490
0,547,0,90
0,547,2,400
0,547,0,80
0,547,1,500
0,547,0,80
0,547,2,270
0,548,0,360
0,548,2,210
0,548,0,80
0,548,1,440
0,548,0,80
0,548,2,680
0,548,0,80
0,548,1,530
0,548,0,100
0,548,2,90
0,549,0,220
0,549,2,350
0,549,0,80
0,549,1,880
0,549,0,60
0,549,2,720
0,550,0,260
0,550,2,480
0,551,0,220
0,551,1,160
0,551,0,130
0,551,2,320
0,551,0,90
0,551,1,340
0,551,0,70
0,551,2,800
0,552,0,340
0,552,1,370
0,552,0,60
0,552,2,280
0,552,0,60
0,552,1,150
0,553,0,200
0,553,1,260
0,553,0,230
0,553,2,390
0,553,0,50
0,553,1,2300
0,553,0,80
0,553,2,180
0,554,0,200
0,554,1,200
0,555,0,230
0,555,2,210
0,555,0,90
0,555,1,490
0,555,0,60
0,555,2,790
0,556,0,230
0,556,2,260
0,557,0,630
0,557,2,110
0,557,0,180
0,557,1,420
0,557,0,90
0,558,0,240
0,558,2,810
0,559,0,230
0,559,1,250
0,559,0,80
0,559,2,270
0,559,0,80
0,559,1,560
0,559,0,210
0,559,2,320
0,559,0,70
0,559,1,1820
0,559,0,120
0,559,2,290
0,559,0,80
0,559,1,600
0,559,0,80
0,559,2,430
0,559,0,170
0,559,1,820
0,560,0,270
0,560,2,230
0,561,0,250
0,561,2,370
0,561,0,70
0,561,1,390
0,561,0,80
0,561,2,260
0,561,0,70
0,561,1,1170
0,561,0,70
0,561,2,200
0,561,0,70
0,561,1,430
0,562,0,210
0,562,1,150
0,562,0,60
0,562,2,620
0,562,0,70
0,562,1,2050
0,562,0,80
0,562,2,880
0,563,0,180
0,563,1,160
0,563,0,70
0,563,2,380
0,563,0,70
0,563,1,410
0,563,0,60
0,563,2,560
0,564,0,260
0,564,1,160
0,564,0,70
0,564,2,190
0,565,0,260
0,565,1,190
0,565,0,70
0,565,2,580
0,566,0,220
0,566,1,190
0,566,0,80
0,566,2,570
0,566,0,90
0,566,1,1060
0,566,0,70
0,566,2,1110
0,567,0,280
0,567,2,140
0,567,0,130
0,567,1,160
0,567,0,80
0,567,2,730
0,567,0,70
0,567,1,240
0,567,0,90
0,567,2,720
0,567,0,70
0,567,1,360
0,568,0,220
0,568,1,220
0,568,0,350
0,568,2,210
0,568,0,80
0,568,1,400
0,568,0,200
0,568,2,300
0,569,0,240
0,569,1,250
0,569,0,60
0,569,2,420
0,569,0,80
0,569,1,360
0,570,0,290
0,570,1,230
0,570,0,380
0,570,2,370
0,570,0,70
0,570,1,560
0,570,0,310
0,570,2,220
0,571,0,220
0,571,2,290
0,571,0,80
0,571,1,640
0,572,0,230
0,572,1,300
0,572,0,60
0,572,2,320
0,573,0,300
0,573,2,150
0,573,0,150
0,573,1,20
0,574,0,260
0,574,2,230
0,574,0,60
0,574,1,170
0,574,0,60
0,574,2,510
0,575,0,230
0,575,1,510
0,575,0,70
0,575,2,770
0,575,0,40
0,575,1,1230
0,575,0,70
0,575,2,440
0,575,0,80
0,575,1,350
0,575,0,80
0,575,2,450
0,576,0,290
0,576,1,470
0,576,0,80
0,576,2,180
0,577,0,350
0,577,1,410
0,577,0,80
0,577,2,480
0,577,0,90
0,577,1,250
0,578,0,260
0,578,1,310
0,578,0,80
0,578,2,670
0,578,0,70
0,578,1,620
0,579,0,210
0,579,1,180
0,579,0,60
0,579,2,550
0,579,0,150
0,579,1,1430
0,579,0,70
0,579,2,350
0,579,0,70
0,579,1,650
0,579,0,270
0,579,2,30
0,580,0,250
0,580,1,260
0,580,0,110
0,580,2,10
0,581,0,180
0,581,1,260
0,581,0,60
0,581,2,530
0,582,0,240
0,582,1,160
0,582,0,70
0,582,2,460
0,582,0,80
0,582,1,850
0,583,0,200
0,583,2,340
0,583,0,180
0,583,1,410
0,583,0,60
0,583,2,600
0,583,0,60
0,583,1,30
0,584,0,220
0,584,1,410
0,584,0,90
0,584,2,390
0,584,0,70
0,584,1,610
0,584,0,90
0,584,2,40
0,585,0,220
0,585,1,540
0,585,0,90
0,585,2,430
0,585,0,90
0,585,1,500
0,585,0,70
0,585,2,1220
0,586,0,200
0,586,1,390
0,586,0,80
0,586,2,290
0,587,0,570
0,587,2,610
0,587,0,60
0,587,1,550
0,588,0,190
0,588,1,310
0,588,0,80
0,588,2,260
0,588,0,60
0,588,1,600
0,588,0,70
0,588,2,330
0,588,0,70
0,589,0,200
0,589,1,160
0,590,0,370
0,590,2,220
0,590,0,90
0,590,1,1460
0,590,0,90
0,590,2,470
0,590,0,110
0,590,1,520
0,590,0,70
0,590,2,710
0,590,0,80
0,590,1,680
0,590,0,80
0,590,2,910
0,590,0,10
0,591,0,200
0,591,1,260
0,591,0,90
0,591,2,870
0,591,0,140
0,591,1,950
0,591,0,50
0,591,2,420
0,591,0,80
0,591,1,830
0,591,0,80
0,591,2,290
0,592,0,520
0,592,1,300
0,592,0,180
0,592,2,440
0,592,0,260
0,592,1,320
0,592,0,60
0,592,2,370
0,592,0,90
0,592,1,460
0,592,0,70
0,592,2,330
0,593,0,220
0,593,1,550
0,593,0,260
0,593,2,520
0,594,0,310
0,594,1,320
0,594,0,60
0,594,2,370
0,594,0,60
0,594,1,1020
0,595,0,190
0,595,1,300
0,595,0,100
0,595,2,360
0,595,0,70
0,595,1,2000
0,596,0,330
0,596,1,140
0,596,0,70
0,596,2,390
0,596,0,40
0,597,0,240
0,597,2,230
0,597,0,80
0,597,1,680
0,597,0,70
0,597,2,500
0,597,0,90
0,597,1,590
0,597,0,70
0,597,2,300
0,597,0,60
0,597,1,460
0,597,0,80
0,597,2,10
0,598,0,230
0,598,1,350
0,598,0,100
0,598,2,460
0,598,0,70
0,598,1,240
0,599,0,190
0,599,1,830
0,599,0,30
0,600,0,250
0,600,1,220
0,600,0,120
0,600,2,300
0,600,0,60
0,600,1,290
0,600,0,90
0,600,2,350
0,600,0,90
0,600,1,1700
0,600,0,80
0,600,2,490
0,600,0,70
0,600,1,840
0,601,0,290
0,601,1,210
0,601,0,70
0,601,2,440
0,601,0,110
0,601,1,300
0,602,0,150
0,602,1,320
0,602,0,80
0,602,2,440
0,602,0,80
0,602,1,210
0,603,0,290
0,603,1,220
0,603,0,70
0,603,2,510
0,603,0,110
0,603,1,260
0,604,0,230
0,604,2,220
0,604,0,80
0,604,1,1150
0,604,0,70
0,604,2,690
0,605,0,220
0,605,1,360
0,606,0,280
0,606,2,200
0,606,0,60
0,606,1,190
0,606,0,80
0,606,2,240
0,606,0,30
0,607,0,240
0,607,1,390
0,607,0,80
0,607,2,130
0,608,0,200
0,608,2,240
0,608,0,60
0,608,1,500
0,608,0,80
0,608,2,360
0,608,0,80
0,608,1,540
0,608,0,70
0,608,2,720
0,608,0,80
0,608,1,1340
0,608,0,80
0,608,2,400
0,608,0,140
0,608,1,490
0,608,0,120
0,609,0,230
0,609,1,180
0,609,0,70
0,609,2,680
0,609,0,80
0,609,1,290
0,609,0,70
0,609,2,970
0,609,0,80
0,609,1,90
0,610,0,230
0,610,2,560
0,610,0,80
0,610,1,320
0,611,0,580
0,611,1,260
0,611,0,80
0,611,2,440
0,611,0,70
0,611,1,1070
0,612,0,210
0,612,2,230
0,612,0,70
0,612,1,170
0,613,0,250
0,613,2,420
0,613,0,210
0,613,1,410
0,614,0,210
0,614,1,380
0,614,0,420
0,615,0,300
0,615,1,160
0,615,0,80
0,615,2,690
0,615,0,70
0,615,1,1060
0,615,0,60
0,615,2,840
0,616,0,220
0,616,1,220
0,616,0,150
0,616,2,770
0,617,0,220
0,617,1,470
0,618,0,210
0,618,1,170
0,618,0,60
0,618,2,160
0,618,0,80
0,618,1,480
0,618,0,90
0,618,2,90
0,618,0,70
0,618,1,490
0,618,0,80
0,618,2,180
0,619,0,190
0,619,1,340
0,619,0,70
0,619,2,870
0,620,0,270
0,620,1,260
0,620,0,170
0,620,2,640
0,620,0,80
0,620,1,580
0,620,0,90
0,620,2,800
0,621,0,520
0,621,1,400
0,621,0,90
0,621,2,5760
0,621,0,80
0,621,1,250
0,621,0,70
0,621,2,710
0,622,0,210
0,622,1,230
0,622,0,80
0,622,2,250
0,622,0,70
0,622,1,530
0,622,0,70
0,622,2,730
0,623,0,200
0,623,1,450
0,623,0,70
0,623,2,660
0,624,0,260
0,624,1,220
0,624,0,70
0,624,2,440
0,624,0,90
0,624,1,860
0,624,0,70
0,624,2,510
0,624,0,90
0,624,1,540
0,624,0,60
0,624,2,380
0,624,0,90
0,624,1,100
0,625,0,370
0,625,2,300
0,625,0,60
0,625,1,440
0,625,0,80
0,625,2,450
0,625,0,80
0,625,1,730
0,625,0,90
0,625,2,450
0,625,0,80
0,625,1,1220
0,625,0,90
0,625,2,1140
0,625,0,90
0,625,1,3200
0,626,0,210
0,626,2,260
0,626,0,90
0,626,1,1630
0,626,0,70
0,626,2,650
0,626,0,50
0,626,1,530
0,627,0,240
0,627,2,160
0,627,0,90
0,627,1,350
0,627,0,120
0,627,2,170
0,627,0,70
0,627,1,800
0,627,0,70
0,627,2,520
0,627,0,60
0,627,1,270
0,628,0,310
0,628,1,330
0,628,0,80
0,628,2,180
0,628,0,80
0,628,1,180
0,629,0,220
0,629,2,260
0,629,0,80
0,629,1,390
0,629,0,70
0,629,2,500
0,629,0,20
0,630,0,170
0,630,2,200
0,630,0,140
0,630,1,590
0,630,0,70
0,630,2,230
0,631,0,250
0,631,2,250
0,631,0,70
0,631,1,180
0,632,0,290
0,632,2,570
0,632,0,80
0,632,1,1310
0,632,0,150
0,632,2,190
0,632,0,200
0,632,1,500
0,632,0,90
0,632,2,420
0,632,0,80
0,632,1,1670
0,633,0,280
0,633,1,160
0,633,0,90
0,633,2,370
0,633,0,60
0,633,1,710
0,633,0,260
0,633,2,1370
0,633,0,70
0,633,1,1020
0,634,0,290
0,634,2,100
0,635,0,190
0,635,1,230
0,635,0,70
0,635,2,1000
0,635,0,70
0,635,1,800
0,635,0,70
0,635,2,400
0,635,0,80
0,635,1,190
0,636,0,210
0,636,1,240
0,636,0,80
0,636,2,370
0,636,0,80
0,636,1,1140
0,636,0,150
0,636,2,930
0,636,0,60
0,636,1,1740
0,636,0,70
0,636,2,1340
0,637,0,260
0,637,1,160
0,637,0,60
0,637,2,900
0,637,0,60
0,637,1,120
0,637,0,80
0,637,2,530
0,637,0,140
0,637,1,260
0,638,0,210
0,638,1,330
0,638,0,60
0,638,2,310
0,638,0,70
0,638,1,300
0,638,0,70
0,638,2,990
0,638,0,80
0,638,1,1560
0,638,0,70
0,638,2,1330
0,638,0,80
0,638,1,1390
0,638,0,60
0,638,2,650
0,638,0,70
0,638,1,1200
0,639,0,240
0,639,2,320
0,639,0,60
0,639,1,430
0,639,0,100
0,639,2,480
0,639,0,70
0,639,1,1190
0,640,0,240
0,640,1,280
0,640,0,60
0,640,2,560
0,640,0,80
0,640,1,490
0,640,0,80
0,640,2,180
0,641,0,250
0,641,2,210
0,641,0,60
0,641,1,300
0,641,0,70
0,641,2,2570
0,642,0,210
0,642,1,540
0,643,0,230
0,643,2,310
0,643,0,70
0,643,1,360
0,643,0,80
0,643,2,110
0,644,0,180
0,644,1,350
0,644,0,80
0,644,2,220
0,644,0,80
0,644,1,650
0,644,0,90
0,644,2,300
0,645,0,230
0,645,1,300
0,645,0,90
0,645,2,1920
0,646,0,220
0,646,1,560
0,646,0,70
0,646,2,440
0,646,0,80
0,646,1,1260
0,646,0,80
0,646,2,270
0,647,0,270
0,647,1,200
0,647,0,90
0,647,2,300
0,647,0,60
0,647,1,210
0,647,0,50
0,647,2,400
0,647,0,80
0,647,1,1090
0,648,0,230
0,648,1,300
0,648,0,60
0,648,2,390
0,648,0,90
0,648,1,430
0,649,0,50
0,649,1,810
0,649,0,50
0,649,2,10
0,650,0,240
0,650,1,390
0,650,0,80
0,650,2,250
0,650,0,90
0,650,1,1300
0,650,0,80
0,650,2,1050
0,650,0,80
0,650,1,580
0,650,0,80
0,650,2,60
0,651,0,230
0,651,1,150
0,651,0,70
0,651,2,460
0,651,0,700
0,651,1,610
0,652,0,320
0,652,1,270
0,652,0,90
0,652,2,380
0,652,0,80
0,652,1,900
0,652,0,70
0,652,2,560
0,652,0,70
0,652,1,190
0,653,0,230
0,653,2,230
0,653,0,70
0,653,1,380
0,653,0,120
0,653,2,760
0,653,0,90
0,653,1,910
0,653,0,70
0,653,2,500
0,653,0,110
0,653,1,330
0,653,0,60
0,653,2,490
0,653,0,70
0,653,1,430
0,653,0,540
0,654,0,220
0,654,2,330
0,654,0,100
0,654,1,1880
0,655,0,240
0,655,1,610
0,655,0,130
0,655,2,230
0,655,0,80
0,655,1,810
0,655,0,70
0,655,2,690
0,656,0,290
0,656,1,2410
0,656,0,80
0,656,2,380
0,656,0,70
0,656,1,720
0,656,0,80
0,656,2,540
0,656,0,70
0,656,1,370
0,656,0,80
0,656,2,570
0,657,0,260
0,657,1,440
0,657,0,90
0,657,2,540
0,657,0,70
0,657,1,1720
0,657,0,60
0,657,2,400
0,657,0,80
0,657,1,480
0,658,0,290
0,658,1,220
0,658,0,70
0,658,2,240
0,659,0,230
0,659,1,160
0,659,0,80
0,659,2,720
0,659,0,130
0,659,1,590
0,660,0,310
0,660,1,230
0,660,0,80
0,660,2,520
0,660,0,70
0,660,1,2240
0,660,0,60
0,660,2,910
0,660,0,80
0,660,1,610
0,660,0,80
0,660,2,800
0,660,0,60
0,660,1,470
0,660,0,80
0,660,2,240
0,660,0,460
0,660,1,630
0,660,0,90
0,660,2,350
0,660,0,90
0,660,1,280
0,661,0,260
0,661,1,230
0,661,0,70
0,661,2,420
0,661,0,100
0,661,1,1160
0,661,0,70
0,662,0,240
0,662,2,320
0,662,0,80
0,662,1,710
0,662,0,30
0,663,0,260
0,663,2,60
0,664,0,200
0,664,1,280
0,664,0,70
0,664,2,440
0,664,0,90
0,664,1,680
0,665,0,590
0,665,1,10
0,666,0,280
0,666,1,510
0,666,0,70
0,666,2,520
0,666,0,80
0,666,1,70
0,667,0,220
0,667,1,240
0,667,0,90
0,667,2,350
0,667,0,70
0,667,1,300
0,667,0,90
0,667,2,800
0,667,0,80
0,667,1,500
0,667,0,80
0,667,2,310
0,667,0,80
0,667,1,620
0,668,0,240
0,668,2,260
0,668,0,90
0,668,1,40
0,669,0,210
0,669,2,50
0,669,0,70
0,669,1,390
0,669,0,60
0,669,2,830
0,669,0,60
0,669,1,200
0,669,0,70
0,669,2,530
0,669,0,60
0,669,1,420
0,669,0,980
0,669,2,2270
0,669,0,70
0,669,1,410
0,670,0,1310
0,670,1,130
0,670,0,230
0,670,2,370
0,670,0,90
0,670,1,950
0,670,0,80
0,670,2,280
0,670,0,70
0,670,1,670
0,670,0,60
0,670,2,330
0,670,0,70
0,670,1,310
0,671,0,240
0,671,1,2660
0,672,0,190
0,672,2,280
0,672,0,90
0,672,1,570
0,672,0,70
0,672,2,950
0,673,0,240
0,673,1,160
0,673,0,200
0,673,2,360
0,673,0,530
0,673,1,730
0,674,0,380
0,674,1,230
0,674,0,60
0,674,2,1020
0,674,0,70
0,674,1,2660
0,675,0,210
0,675,2,280
0,675,0,70
0,675,1,250
0,676,0,230
0,676,1,110
0,676,0,80
0,676,2,340
0,676,0,60
0,676,1,70
0,677,0,250
0,677,2,210
0,677,0,100
0,677,1,230
0,678,0,220
0,678,1,220
0,678,0,80
0,678,2,1070
0,678,0,30
0,679,0,200
0,679,1,320
0,679,0,60
0,679,2,440
0,679,0,80
0,679,1,100
0,680,0,210
0,680,1,130
0,680,0,70
0,680,2,220
0,681,0,220
0,681,1,370
0,681,0,70
0,681,2,80
0,681,0,260
0,681,1,1450
0,681,0,70
0,681,2,1640
0,681,0,190
0,681,1,390
0,681,0,70
0,681,2,1860
0,681,0,60
0,681,1,520
0,681,0,10
0,682,0,210
0,682,1,160
0,682,0,180
0,682,2,1120
0,682,0,80
0,682,1,620
0,682,0,90
0,682,2,530
0,682,0,80
0,682,1,880
0,683,0,250
0,683,2,160
0,684,0,220
0,684,2,340
0,684,0,70
0,684,1,170
0,684,0,60
0,684,2,800
0,684,0,80
0,684,1,380
0,684,0,90
0,684,2,390
0,684,0,80
0,684,1,440
0,684,0,70
0,684,2,1060
0,684,0,80
0,684,1,80
0,685,0,210
0,685,1,210
0,685,0,90
0,685,2,360
0,685,0,100
0,685,1,600
0,685,0,20
0,686,0,310
0,686,2,440
0,686,0,70
0,686,1,370
0,686,0,90
0,686,2,800
0,686,0,70
0,686,1,150
0,686,0,80
0,686,2,350
0,686,0,60
0,686,1,430
0,687,0,280
0,687,1,140
0,687,0,80
0,687,2,660
0,687,0,120
0,687,1,480
0,687,0,60
0,687,2,610
0,687,0,70
0,687,1,540
0,687,0,90
0,687,2,2730
0,688,0,280
0,688,2,200
0,688,0,70
0,688,1,230
0,688,0,60
0,688,2,340
0,689,0,240
0,689,1,1110
0,689,0,70
0,689,2,450
0,689,0,80
0,689,1,310
0,689,0,80
0,689,2,850
0,689,0,70
0,689,1,390
0,689,0,80
0,689,2,790
0,689,0,80
0,689,1,210
0,690,0,190
0,690,1,280
0,690,0,80
0,690,2,200
0,690,0,80
0,690,1,370
0,690,0,240
0,690,2,240
0,691,0,460
0,691,2,330
0,691,0,280
0,691,1,880
0,691,0,80
0,691,2,970
0,691,0,70
0,691,1,660
0,691,0,70
0,691,2,550
0,691,0,80
0,691,1,360
0,691,0,80
0,691,2,1830
0,691,0,90
0,691,1,320
0,691,0,200
0,691,2,100
0,692,0,250
0,692,1,540
0,693,0,200
0,693,1,230
0,693,0,50
0,693,2,510
0,693,0,70
0,693,1,530
0,693,0,70
0,693,2,600
0,694,0,60
0,694,1,230
0,694,0,70
0,694,2,1100
0,694,0,160
0,694,1,70
0,695,0,180
0,695,1,240
0,695,0,80
0,695,2,60
0,696,0,220
0,696,1,190
0,696,0,210
0,696,2,230
0,696,0,60
0,696,1,1710
0,696,0,80
0,696,2,150
0,696,0,70
0,696,1,430
0,696,0,90
0,696,2,310
0,697,0,390
0,697,2,250
0,697,0,60
0,697,1,120
0,698,0,200
0,698,2,190
0,698,0,70
0,698,1,210
0,698,0,100
0,698,2,730
0,698,0,70
0,698,1,510
0,698,0,70
0,698,2,370
0,698,0,70
0,698,1,550
0,698,0,80
0,698,2,680
0,698,0,260
0,698,1,1470
0,699,0,200
0,699,2,620
0,700,0,240
0,700,1,340
0,700,0,60
0,700,2,220
0,700,0,70
0,700,1,720
0,700,0,60
0,700,2,290
0,700,0,150
0,700,1,450
0,701,0,230
0,701,1,520
0,701,0,60
0,701,2,840
0,701,0,50
0,701,1,1140
0,701,0,70
0,701,2,610
0,701,0,80
0,701,1,780
0,701,0,90
0,701,2,430
0,701,0,60
0,701,1,1340
0,701,0,80
0,701,2,1390
0,701,0,90
0,701,1,20
0,702,0,530
0,702,1,190
0,702,0,70
0,702,2,390
0,702,0,80
0,702,1,580
0,702,0,230
0,702,2,780
0,702,0,60
0,702,1,70
0,703,0,250
0,703,2,370
0,703,0,60
0,703,1,710
0,703,0,70
0,703,2,350
0,703,0,90
0,703,1,880
0,704,0,150
0,704,2,420
0,704,0,70
0,704,1,440
0,704,0,90
0,704,2,1020
0,704,0,70
0,704,1,350
0,705,0,280
0,705,2,330
0,705,0,80
0,705,1,270
0,705,0,70
0,705,2,200
0,705,0,80
0,705,1,470
0,705,0,70
0,705,2,1020
0,706,0,230
0,706,1,250
0,706,0,90
0,706,2,590
0,706,0,70
0,706,1,970
0,706,0,30
0,707,0,240
0,707,1,390
0,707,0,80
0,707,2,970
0,707,0,70
0,707,1,840
0,707,0,70
0,707,2,570
0,708,0,220
0,708,2,290
0,708,0,70
0,708,1,180
0,708,0,80
0,708,2,410
0,708,0,80
0,708,1,330
0,708,0,70
0,708,2,640
0,708,0,70
0,708,1,1150
0,708,0,80
0,708,2,300
0,708,0,80
0,708,1,540
0,708,0,90
0,708,2,310
0,708,0,270
0,708,1,560
0,708,0,100
0,708,2,990
0,708,0,100
0,708,1,390
0,709,0,200
0,709,1,430
0,709,0,220
0,709,2,810
0,709,0,80
0,709,1,190
0,710,0,260
0,710,1,170
0,710,0,70
0,710,2,1240
0,710,0,80
0,710,1,290
0,711,0,220
0,711,2,270
0,711,0,70
0,711,1,540
0,711,0,60
0,711,2,130
0,712,0,240
0,712,2,700
0,712,0,70
0,712,1,810
0,712,0,80
0,712,2,670
0,712,0,70
0,712,1,610
0,712,0,80
0,712,2,990
0,712,0,190
0,712,1,80
0,713,0,210
0,713,1,410
0,713,0,80
0,713,2,600
0,713,0,60
0,713,1,700
0,713,0,200
0,713,2,70
0,714,0,240
0,714,2,150
0,714,0,90
0,714,1,460
0,714,0,80
0,714,2,1770
0,714,0,90
0,714,1,490
0,714,0,80
0,714,2,840
0,714,0,70
0,714,1,390
0,714,0,90
0,714,2,190
0,715,0,250
0,715,1,760
0,715,0,80
0,715,2,660
0,715,0,80
0,715,1,820
0,715,0,60
0,715,2,860
0,715,0,70
0,715,1,370
0,715,0,70
0,715,2,630
0,716,0,280
0,716,1,300
0,716,0,100
0,716,2,530
0,716,0,80
0,716,1,970
0,716,0,80
0,716,2,1050
0,716,0,60
0,716,1,240
0,717,0,230
0,717,2,170
0,717,0,70
0,717,1,460
0,717,0,10
0,718,0,250
0,718,1,190
0,718,0,210
0,718,2,390
0,718,0,60
0,718,1,60
0,719,0,230
0,719,1,230
0,719,0,60
0,719,2,360
0,719,0,90
0,719,1,430
0,719,0,70
0,719,2,190
0,719,0,70
0,719,1,910
0,720,0,180
0,720,1,350
0,720,0,50
0,720,2,390
0,720,0,200
0,720,1,500
0,721,0,290
0,721,1,290
0,722,0,230
0,722,1,210
0,722,0,60
0,722,2,710
0,722,0,80
0,722,1,720
0,722,0,80
0,722,2,690
0,722,0,70
0,722,1,330
0,722,0,60
0,722,2,600
0,722,0,200
0,722,1,590
0,723,0,250
0,723,1,430
0,723,0,70
0,723,2,990
0,723,0,70
0,723,1,350
0,723,0,80
0,723,2,2030
0,724,0,230
0,724,2,190
0,724,0,90
0,724,1,400
0,724,0,70
0,724,2,1870
0,724,0,70
0,724,1,880
0,724,0,70
0,724,2,1060
0,724,0,280
0,724,1,560
0,724,0,60
0,724,2,790
0,725,0,340
0,725,2,310
0,725,0,80
0,725,1,190
0,725,0,240
0,725,2,580
0,725,0,70
0,725,1,760
0,725,0,90
0,725,2,720
0,726,0,300
0,726,1,300
0,726,0,80
0,726,2,450
0,726,0,70
0,726,1,290
0,727,0,190
0,727,1,230
0,727,0,70
0,727,2,470
0,727,0,80
0,727,1,460
0,728,0,210
0,728,2,330
0,729,0,240
0,729,1,210
0,729,0,60
0,729,2,570
0,729,0,70
0,729,1,750
0,729,0,60
0,729,2,580
0,729,0,30
0,730,0,270
0,730,1,300
0,730,0,90
0,730,2,540
0,730,0,70
0,730,1,340
0,731,0,260
0,731,1,250
0,731,0,200
0,731,2,460
0,731,0,80
0,731,1,590
0,731,0,60
0,731,2,710
0,731,0,70
0,731,1,730
0,731,0,100
0,732,0,250
0,732,2,270
0,732,0,70
0,732,1,610
0,732,0,70
0,732,2,500
0,732,0,90
0,732,1,380
0,732,0,130
0,732,2,810
0,733,0,250
0,733,1,470
0,733,0,80
0,733,2,510
0,733,0,180
0,733,1,840
0,733,0,70
0,733,2,10
0,734,0,200
0,734,2,150
0,734,0,90
0,734,1,680
0,734,0,80
0,734,2,630
0,734,0,70
0,734,1,500
0,734,0,90
0,734,2,1190
0,734,0,70
0,734,1,60
0,735,0,310
0,735,2,250
0,735,0,70
0,735,1,210
0,735,0,90
0,735,2,210
0,735,0,100
0,735,1,1450
0,735,0,30
0,736,0,360
0,736,1,150
0,736,0,60
0,736,2,320
0,736,0,90
0,736,1,190
0,736,0,80
0,736,2,940
0,736,0,90
0,736,1,530
0,736,0,80
0,736,2,940
0,736,0,60
0,736,1,370
0,737,0,210
0,737,1,250
0,737,0,70
0,737,2,390
0,737,0,60
0,737,1,530
0,738,0,220
0,738,2,180
0,738,0,70
0,738,1,440
0,738,0,80
0,738,2,480
0,738,0,80
0,738,1,850
0,738,0,90
0,738,2,440
0,738,0,70
0,738,1,740
0,738,0,30
0,739,0,230
0,739,1,220
0,739,0,70
0,739,2,480
0,739,0,50
0,739,1,450
0,740,0,550
0,740,1,190
0,740,0,70
0,740,2,1200
0,740,0,80
0,740,1,770
0,740,0,80
0,740,2,670
0,740,0,70
0,740,1,670
0,740,0,70
0,740,2,450
0,740,0,90
0,740,1,370
0,740,0,50
0,741,0,210
0,741,1,150
0,741,0,90
0,741,2,790
0,741,0,70
0,741,1,150
0,742,0,90
0,742,2,430
0,742,0,70
0,742,1,350
0,742,0,80
0,742,2,740
0,743,0,230
0,743,1,390
0,743,0,70
0,743,2,710
0,743,0,70
0,743,1,680
0,743,0,70
0,743,2,370
0,743,0,20
0,744,0,230
0,744,2,180
0,744,0,70
0,744,1,350
0,744,0,60
0,744,2,420
0,744,0,60
0,744,1,430
0,744,0,60
0,744,2,90
0,745,0,250
0,745,2,240
0,745,0,90
0,745,1,340
0,745,0,130
0,745,2,320
0,745,0,90
0,745,1,950
0,746,0,220
0,746,1,1990
0,746,0,60
0,746,2,660
0,746,0,70
0,746,1,800
0,746,0,60
0,746,2,50
0,747,0,180
0,747,1,200
0,747,0,140
0,747,2,650
0,747,0,80
0,747,1,660
0,748,0,320
0,748,2,280
0,748,0,70
0,748,1,180
0,748,0,70
0,748,2,270
0,749,0,220
0,749,1,200
0,749,0,70
0,749,2,450
0,749,0,90
0,749,1,1040
0,750,0,330
0,750,1,230
