date, psychopy_version, exp_version, unattractive_face_version, attractive_face_version, left, subject, block, trial, rt, response, correct, summed_val_total, unattractive_face_image, unattractive_face_val_base, unattractive_face_mult, unattractive_face_val_total, attractive_face_image, attractive_face_val_base, attractive_face_mult, attractive_face_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,0,3.921,0,0,0.07,face_m_u_1_048.jpg,-0.04,0.50,-0.02,face_m_a_3_004.jpg,0.92,0.10,0.09,0,0.691,weights,5,0.00,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,0,3.921,0,0,0.07,face_m_u_1_048.jpg,-0.04,0.50,-0.02,face_m_a_3_004.jpg,0.92,0.10,0.09,1,1.162,left,5,0.00,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,0,3.921,0,0,0.07,face_m_u_1_048.jpg,-0.04,0.50,-0.02,face_m_a_3_004.jpg,0.92,0.10,0.09,2,0.284,weights,5,0.00,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,0,3.921,0,0,0.07,face_m_u_1_048.jpg,-0.04,0.50,-0.02,face_m_a_3_004.jpg,0.92,0.10,0.09,3,1.618,right,5,0.00,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,0,3.921,0,0,0.07,face_m_u_1_048.jpg,-0.04,0.50,-0.02,face_m_a_3_004.jpg,0.92,0.10,0.09,4,0.166,weights,5,0.00,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,1,4.940,0,1,-0.37,face_m_u_1_042.jpg,-0.16,0.10,-0.02,face_m_a_3_085.jpg,-0.70,0.50,-0.35,0,0.872,weights,5,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,1,4.940,0,1,-0.37,face_m_u_1_042.jpg,-0.16,0.10,-0.02,face_m_a_3_085.jpg,-0.70,0.50,-0.35,1,1.000,left,5,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,1,4.940,0,1,-0.37,face_m_u_1_042.jpg,-0.16,0.10,-0.02,face_m_a_3_085.jpg,-0.70,0.50,-0.35,2,0.299,weights,5,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,1,4.940,0,1,-0.37,face_m_u_1_042.jpg,-0.16,0.10,-0.02,face_m_a_3_085.jpg,-0.70,0.50,-0.35,3,2.251,right,5,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,1,4.940,0,1,-0.37,face_m_u_1_042.jpg,-0.16,0.10,-0.02,face_m_a_3_085.jpg,-0.70,0.50,-0.35,4,0.517,weights,5,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,2,3.699,1,0,-0.04,face_m_u_1_060.jpg,0.20,1.00,0.20,face_m_a_3_062.jpg,-0.24,1.00,-0.24,0,0.450,weights,5,0.33,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,2,3.699,1,0,-0.04,face_m_u_1_060.jpg,0.20,1.00,0.20,face_m_a_3_062.jpg,-0.24,1.00,-0.24,1,1.067,left,5,0.33,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,2,3.699,1,0,-0.04,face_m_u_1_060.jpg,0.20,1.00,0.20,face_m_a_3_062.jpg,-0.24,1.00,-0.24,2,0.183,weights,5,0.33,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,2,3.699,1,0,-0.04,face_m_u_1_060.jpg,0.20,1.00,0.20,face_m_a_3_062.jpg,-0.24,1.00,-0.24,3,1.917,right,5,0.33,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,2,3.699,1,0,-0.04,face_m_u_1_060.jpg,0.20,1.00,0.20,face_m_a_3_062.jpg,-0.24,1.00,-0.24,4,0.082,weights,5,0.33,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,3,5.518,1,0,-0.42,face_m_u_1_081.jpg,0.62,0.10,0.06,face_m_a_3_058.jpg,-0.16,3.00,-0.48,0,0.735,weights,5,0.25,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,3,5.518,1,0,-0.42,face_m_u_1_081.jpg,0.62,0.10,0.06,face_m_a_3_058.jpg,-0.16,3.00,-0.48,1,1.682,left,5,0.25,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,3,5.518,1,0,-0.42,face_m_u_1_081.jpg,0.62,0.10,0.06,face_m_a_3_058.jpg,-0.16,3.00,-0.48,2,0.251,weights,5,0.25,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,3,5.518,1,0,-0.42,face_m_u_1_081.jpg,0.62,0.10,0.06,face_m_a_3_058.jpg,-0.16,3.00,-0.48,3,2.716,right,5,0.25,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,0,3,5.518,1,0,-0.42,face_m_u_1_081.jpg,0.62,0.10,0.06,face_m_a_3_058.jpg,-0.16,3.00,-0.48,4,0.133,weights,5,0.25,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,4,2.336,1,1,7.66,face_m_u_1_088.jpg,0.76,10.00,7.60,face_m_a_3_019.jpg,0.62,0.10,0.06,0,0.784,weights,5,0.40,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,4,2.336,1,1,7.66,face_m_u_1_088.jpg,0.76,10.00,7.60,face_m_a_3_019.jpg,0.62,0.10,0.06,1,0.953,left,5,0.40,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,4,2.336,1,1,7.66,face_m_u_1_088.jpg,0.76,10.00,7.60,face_m_a_3_019.jpg,0.62,0.10,0.06,2,0.083,weights,5,0.40,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,4,2.336,1,1,7.66,face_m_u_1_088.jpg,0.76,10.00,7.60,face_m_a_3_019.jpg,0.62,0.10,0.06,3,0.400,right,5,0.40,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,4,2.336,1,1,7.66,face_m_u_1_088.jpg,0.76,10.00,7.60,face_m_a_3_019.jpg,0.62,0.10,0.06,4,0.117,weights,5,0.40,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,0,0.604,weights,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,1,0.602,left,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,2,0.166,weights,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,3,2.932,right,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,4,0.133,weights,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,5,0.434,left,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,6,0.117,weights,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,7,0.316,right,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,5,5.386,1,1,0.66,face_m_u_1_061.jpg,0.22,1.00,0.22,face_m_a_3_039.jpg,0.22,2.00,0.44,8,0.083,weights,9,0.50,0
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,6,6.068,1,1,0.09,face_m_u_1_065.jpg,0.30,0.10,0.03,face_m_a_3_049.jpg,0.02,3.00,0.06,0,0.583,weights,9,0.57,2
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,6,6.068,1,1,0.09,face_m_u_1_065.jpg,0.30,0.10,0.03,face_m_a_3_049.jpg,0.02,3.00,0.06,1,1.284,left,9,0.57,2
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,6,6.068,1,1,0.09,face_m_u_1_065.jpg,0.30,0.10,0.03,face_m_a_3_049.jpg,0.02,3.00,0.06,2,0.400,weights,9,0.57,2
2019_Jul_03_1320,3.0.2,3.3.0,0,1,unattractive,999,1,6,6.068,1,1,0.09,face_m_u_1_065.jpg,0.30,0.10,0.03,face_m_a_3_049.jpg,0.02,3.00,0.06,3,2.417,right,9,0.57,2
