date, psychopy_version, exp_version, unattractive_face_version, attractive_face_version, subject, block, trial, image, actual_val, input_val, rt, error, total_error, accuracy, min_accuracy
2019_Jul_03_1320,3.0.2,3.3.0,0,1,999,1,0,face_m_u_1_065.jpg,0.30,0.30,4.113,0.00,0.00,100.00,70.00
2019_Jul_03_1320,3.0.2,3.3.0,0,1,999,1,1,face_m_a_3_033.jpg,0.34,0.30,4.768,0.04,0.04,98.00,70.00
2019_Jul_03_1320,3.0.2,3.3.0,0,1,999,1,2,face_m_u_1_081.jpg,0.62,0.25,3.062,0.37,0.41,86.33,70.00
