parcode,trial,rt,choice,item_left,item_right
0,0,350,-1,-1,-1
0,1,5590,-1,-1,-1
0,2,1680,1,-1,-1
0,3,550,1,-1,-1
0,4,1530,-1,-1,-1
0,5,4020,1,-1,-1
0,6,1850,1,-1,-1
0,7,4090,1,-1,-1
0,8,5080,1,-1,-1
0,9,9220,1,-1,-1
0,10,1550,1,-1,-1
0,11,2540,1,-1,-1
0,12,1400,1,-1,-1
0,13,3120,1,-1,-1
0,14,1310,1,-1,-1
0,15,1180,-1,-1,-1
0,16,850,1,-1,-1
0,17,1470,1,-1,-1
0,18,1840,1,-1,-1
0,19,4460,-1,-1,-1
0,20,6380,1,-1,-1
0,21,990,-1,-1,-1
0,22,2270,1,-1,-1
0,23,5680,-1,-1,-1
0,24,6840,1,-1,-1
0,25,2510,-1,-1,-1
0,26,1050,-1,-1,-1
0,27,4450,1,-1,-1
0,28,1920,1,-1,-1
0,29,9720,1,-1,-1
0,30,780,-1,-1,-1
0,31,1050,1,-1,-1
0,32,490,1,-1,-1
0,33,12640,1,-1,-1
0,34,3570,-1,-1,-1
0,35,1420,1,-1,-1
0,36,4510,1,-1,-1
0,37,1360,1,-1,-1
0,38,11120,1,-1,-1
0,39,1420,1,-1,-1
0,40,660,-1,-1,-1
0,41,3070,1,-1,-1
0,42,6410,1,-1,-1
0,43,2240,-1,-1,-1
0,44,5590,-1,-1,-1
0,45,2040,-1,-1,-1
0,46,3680,-1,-1,-1
0,47,1060,1,-1,-1
0,48,6320,1,-1,-1
0,49,3120,1,-1,-1
0,50,4020,-1,-1,-1
0,51,1870,1,-1,-1
0,52,3280,1,-1,-1
0,53,3530,-1,-1,-1
0,54,1470,1,-1,-1
0,55,780,1,-1,-1
0,56,5070,1,-1,-1
0,57,2150,-1,-1,-1
0,58,2630,1,-1,-1
0,59,1320,-1,-1,-1
0,60,3370,1,-1,-1
0,61,2800,-1,-1,-1
0,62,1620,1,-1,-1
0,63,1150,-1,-1,-1
0,64,3150,-1,-1,-1
0,65,1620,1,-1,-1
0,66,1020,-1,-1,-1
0,67,1740,1,-1,-1
0,68,2640,-1,-1,-1
0,69,2160,1,-1,-1
0,70,2300,1,-1,-1
0,71,770,1,-1,-1
0,72,1860,1,-1,-1
0,73,2080,1,-1,-1
0,74,2650,-1,-1,-1
0,75,6780,-1,-1,-1
0,76,3970,1,-1,-1
0,77,2720,1,-1,-1
0,78,2340,1,-1,-1
0,79,3200,-1,-1,-1
0,80,1170,1,-1,-1
0,81,850,1,-1,-1
0,82,1120,-1,-1,-1
0,83,5530,1,-1,-1
0,84,1150,1,-1,-1
0,85,2430,1,-1,-1
0,86,4800,-1,-1,-1
0,87,1880,1,-1,-1
0,88,6190,1,-1,-1
0,89,2770,-1,-1,-1
0,90,1640,1,-1,-1
0,91,1430,1,-1,-1
0,92,11530,-1,-1,-1
0,93,1310,1,-1,-1
0,94,1200,1,-1,-1
0,95,5390,1,-1,-1
0,96,580,-1,-1,-1
0,97,1340,-1,-1,-1
0,98,1600,1,-1,-1
0,99,1140,1,-1,-1
0,100,1970,-1,-1,0
0,101,2130,1,-1,0
0,102,5850,-1,-1,0
0,103,1590,1,-1,0
0,104,450,1,-1,0
0,105,1200,1,-1,0
0,106,1120,1,-1,0
0,107,1130,1,-1,0
0,108,6710,1,-1,0
0,109,1700,-1,-1,0
0,110,4370,1,-1,0
0,111,3930,1,-1,0
0,112,10430,1,-1,0
0,113,1840,1,-1,0
0,114,13070,1,-1,0
0,115,3030,1,-1,0
0,116,8450,1,-1,0
0,117,2190,-1,-1,0
0,118,2620,1,-1,0
0,119,1760,-1,-1,0
0,120,5470,-1,-1,0
0,121,3570,-1,-1,0
0,122,3640,-1,-1,0
0,123,4900,1,-1,0
0,124,1430,1,-1,0
0,125,4610,1,-1,0
0,126,2290,-1,-1,0
0,127,1530,1,-1,0
0,128,610,1,-1,0
0,129,640,1,-1,0
0,130,2690,-1,-1,0
0,131,1740,-1,-1,0
0,132,6630,1,-1,0
0,133,2100,-1,-1,0
0,134,2850,1,-1,0
0,135,7560,1,-1,0
0,136,2670,1,-1,0
0,137,1650,-1,-1,0
0,138,920,1,-1,0
0,139,1070,1,-1,0
0,140,530,-1,-1,0
0,141,3930,1,-1,0
0,142,580,1,-1,0
0,143,5830,1,-1,0
0,144,1100,1,-1,0
0,145,1180,-1,-1,0
0,146,430,-1,-1,0
0,147,1530,1,-1,0
0,148,1290,1,-1,0
0,149,6590,-1,-1,0
0,150,1610,1,-1,0
0,151,730,1,-1,0
0,152,4360,-1,-1,0
0,153,3340,-1,-1,0
0,154,4570,1,-1,0
0,155,720,1,-1,0
0,156,1810,1,-1,0
0,157,1060,1,-1,0
0,158,630,-1,-1,0
0,159,5930,-1,-1,0
0,160,5700,1,-1,0
0,161,3520,1,-1,0
0,162,4160,1,-1,0
0,163,2190,-1,-1,0
0,164,5600,-1,-1,0
0,165,670,-1,-1,0
0,166,1160,1,-1,0
0,167,4330,1,-1,0
0,168,7800,1,-1,0
0,169,4080,1,-1,0
0,170,1200,1,-1,0
0,171,980,-1,-1,0
0,172,650,1,-1,0
0,173,1980,-1,-1,0
0,174,1270,1,-1,0
0,175,1990,-1,-1,0
0,176,1790,-1,-1,0
0,177,1060,1,-1,0
0,178,3800,1,-1,0
0,179,8400,1,-1,0
0,180,4530,1,-1,0
0,181,1900,-1,-1,0
0,182,2230,1,-1,0
0,183,2000,1,-1,0
0,184,570,1,-1,0
0,185,960,1,-1,0
0,186,2560,1,-1,0
0,187,680,1,-1,0
0,188,9020,1,-1,0
0,189,1230,-1,-1,0
0,190,6240,-1,-1,0
0,191,2480,1,-1,0
0,192,1060,1,-1,0
0,193,880,1,-1,0
0,194,1190,1,-1,0
0,195,1320,1,-1,0
0,196,2370,-1,-1,0
0,197,1100,-1,-1,0
0,198,980,1,-1,0
0,199,4010,1,-1,0
0,200,1170,1,-1,0
0,201,700,1,-1,0
0,202,910,1,-1,0
0,203,980,1,-1,0
0,204,1930,-1,-1,0
0,205,1220,1,-1,0
0,206,1590,-1,-1,0
0,207,4230,-1,-1,0
0,208,2260,-1,-1,0
0,209,970,-1,-1,0
0,210,1050,1,-1,0
0,211,2270,1,-1,0
0,212,2710,-1,-1,0
0,213,1770,1,-1,0
0,214,3280,1,-1,0
0,215,5000,1,-1,0
0,216,640,1,-1,0
0,217,3430,-1,-1,0
0,218,1690,1,-1,0
0,219,2650,1,-1,0
0,220,6270,1,-1,0
0,221,840,1,-1,0
0,222,2540,-1,-1,0
0,223,2220,1,-1,0
0,224,2130,1,-1,0
0,225,5330,-1,-1,0
0,226,690,1,-1,0
0,227,970,1,-1,0
0,228,1770,1,-1,0
0,229,990,1,-1,0
0,230,1390,1,-1,0
0,231,1160,1,-1,0
0,232,490,-1,-1,0
0,233,1130,1,-1,0
0,234,3430,-1,-1,0
0,235,840,1,-1,0
0,236,1590,1,-1,0
0,237,4800,1,-1,0
0,238,1750,1,-1,0
0,239,1770,1,-1,0
0,240,3980,1,-1,0
0,241,620,1,-1,0
0,242,4980,1,-1,0
0,243,1860,-1,-1,0
0,244,5930,1,-1,0
0,245,2740,-1,-1,0
0,246,1770,1,-1,0
0,247,2110,1,-1,0
0,248,3940,-1,-1,0
0,249,840,1,-1,0
0,250,2690,-1,-1,0
0,251,3050,1,-1,0
0,252,1150,-1,-1,0
0,253,2720,1,-1,0
0,254,4960,1,-1,0
0,255,1100,1,-1,0
0,256,3290,-1,-1,0
0,257,2930,-1,-1,0
0,258,1790,1,-1,0
0,259,6270,1,-1,0
0,260,3200,-1,-1,0
0,261,6670,-1,-1,0
0,262,1890,1,-1,0
0,263,1870,1,-1,0
0,264,2900,1,-1,0
0,265,6080,1,-1,0
0,266,1600,-1,-1,0
0,267,920,1,-1,0
0,268,9270,-1,-1,0
0,269,5830,-1,-1,0
0,270,2420,-1,-1,0
0,271,2150,1,-1,0
0,272,2440,1,-1,0
0,273,2410,1,-1,0
0,274,1020,-1,-1,0
0,275,370,1,-1,0
0,276,1720,1,-1,0
0,277,5730,1,-1,0
0,278,4050,-1,-1,0
0,279,2170,-1,-1,0
0,280,1630,1,-1,0
0,281,1740,-1,-1,0
0,282,2740,1,-1,0
0,283,1430,-1,-1,0
0,284,3850,-1,-1,0
0,285,5510,1,-1,0
0,286,3930,-1,-1,0
0,287,1200,1,-1,0
0,288,2590,1,-1,0
0,289,630,1,-1,0
0,290,2320,1,-1,0
0,291,640,-1,-1,0
0,292,740,1,-1,0
0,293,2220,-1,-1,0
0,294,460,-1,-1,0
0,295,2720,1,-1,0
0,296,3350,1,-1,0
0,297,870,-1,-1,0
0,298,2090,-1,-1,0
0,299,4620,1,-1,0
0,300,2330,-1,-1,0
0,301,1090,1,-1,0
0,302,1190,1,-1,0
0,303,2520,-1,-1,0
0,304,4290,1,-1,0
0,305,1240,-1,-1,0
0,306,2230,1,-1,0
0,307,1430,1,-1,0
0,308,1640,1,-1,0
0,309,1920,-1,-1,0
0,310,3160,1,-1,0
0,311,2590,1,-1,0
0,312,450,1,-1,0
0,313,5190,1,-1,0
0,314,1600,-1,-1,0
0,315,1000,-1,-1,0
0,316,1870,1,-1,0
0,317,2430,1,-1,0
0,318,1540,-1,-1,0
0,319,1280,1,-1,0
0,320,7590,-1,-1,0
0,321,2850,1,-1,0
0,322,5380,-1,-1,0
0,323,2650,1,-1,0
0,324,1540,-1,-1,0
0,325,9570,1,-1,0
0,326,2240,1,-1,0
0,327,1460,1,-1,0
0,328,1970,-1,-1,0
0,329,5210,1,-1,0
0,330,920,-1,-1,0
0,331,6640,-1,-1,0
0,332,3850,-1,-1,0
0,333,1130,-1,-1,0
0,334,920,-1,-1,0
0,335,1150,1,-1,0
0,336,1560,-1,-1,0
0,337,1500,-1,-1,0
0,338,1380,1,-1,0
0,339,4170,1,-1,0
0,340,880,1,-1,0
0,341,3580,-1,-1,0
0,342,3800,1,-1,0
0,343,1880,-1,-1,0
0,344,3160,-1,-1,0
0,345,10670,1,-1,0
0,346,450,1,-1,0
0,347,1960,1,-1,0
0,348,1040,1,-1,0
0,349,9520,1,-1,0
0,350,3640,-1,-1,0
0,351,4410,1,-1,0
0,352,4690,1,-1,0
0,353,1580,1,-1,0
0,354,3670,-1,-1,0
0,355,4740,1,-1,0
0,356,3670,-1,-1,0
0,357,430,1,-1,0
0,358,4340,1,-1,0
0,359,2920,1,-1,0
0,360,1050,1,-1,0
0,361,4830,-1,-1,0
0,362,2430,-1,-1,0
0,363,1050,1,-1,0
0,364,4320,1,-1,0
0,365,2090,1,-1,0
0,366,360,1,-1,0
0,367,850,1,-1,0
0,368,4460,-1,-1,0
0,369,3490,1,-1,0
0,370,2010,-1,-1,0
0,371,2360,1,-1,0
0,372,3540,1,-1,0
0,373,2200,1,-1,0
0,374,920,1,-1,0
0,375,2370,1,-1,0
0,376,2430,1,-1,0
0,377,4170,-1,-1,0
0,378,1210,1,-1,0
0,379,1900,1,-1,0
0,380,3090,1,-1,0
0,381,450,1,-1,0
0,382,1940,1,-1,0
0,383,3530,1,-1,0
0,384,740,1,-1,0
0,385,5970,1,-1,0
0,386,930,1,-1,0
0,387,2260,1,-1,0
0,388,2390,1,-1,0
0,389,1230,-1,-1,0
0,390,640,-1,-1,0
0,391,1370,1,-1,0
0,392,8280,1,-1,0
0,393,840,-1,-1,0
0,394,2280,1,-1,0
0,395,1850,1,-1,0
0,396,2390,-1,-1,0
0,397,2390,-1,-1,0
0,398,3120,1,-1,0
0,399,890,1,-1,0
0,400,4320,-1,-1,0
0,401,5490,-1,-1,0
0,402,1000,-1,-1,0
0,403,4850,-1,-1,0
0,404,780,1,-1,0
0,405,4360,-1,-1,0
0,406,480,-1,-1,0
0,407,2750,-1,-1,0
0,408,750,1,-1,0
0,409,1620,1,-1,0
0,410,970,-1,-1,0
0,411,2070,-1,-1,0
0,412,4210,-1,-1,0
0,413,4900,1,-1,0
0,414,320,1,-1,0
0,415,2340,1,-1,0
0,416,3010,1,-1,0
0,417,6140,-1,-1,0
0,418,2070,-1,-1,0
0,419,3670,-1,-1,0
0,420,13850,1,-1,0
0,421,1030,-1,-1,0
0,422,1670,-1,-1,0
0,423,4530,1,-1,0
0,424,740,-1,-1,0
0,425,520,1,-1,0
0,426,3890,1,-1,0
0,427,670,1,-1,0
0,428,4200,1,-1,0
0,429,1140,1,-1,0
0,430,3330,-1,-1,0
0,431,910,-1,-1,0
0,432,1410,1,-1,0
0,433,2130,1,-1,0
0,434,2420,-1,-1,0
0,435,3580,1,-1,0
0,436,1730,1,-1,0
0,437,2970,-1,-1,0
0,438,2250,-1,-1,0
0,439,7240,1,-1,0
0,440,6690,1,-1,0
0,441,2450,1,-1,0
0,442,650,1,-1,0
0,443,3050,-1,-1,0
0,444,1720,1,-1,0
0,445,3200,1,-1,0
0,446,9070,-1,-1,0
0,447,1750,1,-1,0
0,448,2290,-1,-1,0
0,449,840,-1,-1,0
0,450,1830,1,-1,0
0,451,4130,1,-1,0
0,452,9000,1,-1,0
0,453,3080,1,-1,0
0,454,1000,1,-1,0
0,455,1030,1,-1,0
0,456,3440,1,-1,0
0,457,1970,1,-1,0
0,458,3690,-1,-1,0
0,459,1290,-1,-1,0
0,460,2090,1,-1,0
0,461,7250,-1,-1,0
0,462,1690,1,-1,0
0,463,5400,-1,-1,0
0,464,1280,-1,-1,0
0,465,780,-1,-1,0
0,466,6710,-1,-1,0
0,467,1560,1,-1,0
0,468,3260,-1,-1,0
0,469,470,-1,-1,0
0,470,4600,1,-1,0
0,471,510,1,-1,0
0,472,4920,1,-1,0
0,473,6050,1,-1,0
0,474,1690,-1,-1,0
0,475,3270,-1,-1,0
0,476,4290,1,-1,0
0,477,3210,-1,-1,0
0,478,2850,1,-1,0
0,479,3770,-1,-1,0
0,480,410,1,-1,0
0,481,1750,-1,-1,0
0,482,5920,-1,-1,0
0,483,1160,1,-1,0
0,484,2390,1,-1,0
0,485,850,1,-1,0
0,486,2240,1,-1,0
0,487,5360,1,-1,0
0,488,1010,1,-1,0
0,489,680,-1,-1,0
0,490,4040,1,-1,0
0,491,2000,1,-1,0
0,492,2410,1,-1,0
0,493,1510,1,-1,0
0,494,1950,1,-1,0
0,495,3160,1,-1,0
0,496,1030,1,-1,0
0,497,1060,1,-1,0
0,498,1350,1,-1,0
0,499,4370,-1,-1,0
0,500,1360,1,-1,0
0,501,1140,-1,-1,0
0,502,2750,1,-1,0
0,503,1000,1,-1,0
0,504,3410,1,-1,0
0,505,780,-1,-1,0
0,506,3420,-1,-1,0
0,507,3540,-1,-1,0
0,508,1620,1,-1,0
0,509,2030,1,-1,0
0,510,650,1,-1,0
0,511,2430,1,-1,0
0,512,460,-1,-1,0
0,513,4530,1,-1,0
0,514,2800,1,-1,0
0,515,1730,-1,-1,0
0,516,2290,-1,-1,0
0,517,2810,1,-1,0
0,518,3790,-1,-1,0
0,519,1030,1,-1,0
0,520,950,-1,-1,0
0,521,810,1,-1,0
0,522,2700,1,-1,0
0,523,3700,1,-1,0
0,524,530,1,-1,0
0,525,1160,1,-1,0
0,526,4240,1,-1,0
0,527,1610,-1,-1,0
0,528,2340,1,-1,0
0,529,7540,-1,-1,0
0,530,1470,-1,-1,0
0,531,1870,1,-1,0
0,532,2970,1,-1,0
0,533,1180,-1,-1,0
0,534,1630,1,-1,0
0,535,3320,1,-1,0
0,536,5360,-1,-1,0
0,537,2040,1,-1,0
0,538,920,-1,-1,0
0,539,6030,-1,-1,0
0,540,3500,-1,-1,0
0,541,1730,1,-1,0
0,542,5980,1,-1,0
0,543,1400,1,-1,0
0,544,2110,-1,-1,0
0,545,4100,1,-1,0
0,546,4490,-1,-1,0
0,547,4340,-1,-1,0
0,548,600,1,-1,0
0,549,10100,1,-1,0
0,550,1780,-1,-1,0
0,551,5650,1,-1,0
0,552,1200,1,-1,0
0,553,1750,-1,-1,0
0,554,1360,1,-1,0
0,555,2460,1,-1,0
0,556,1290,1,-1,0
0,557,920,1,-1,0
0,558,1300,1,-1,0
0,559,670,1,-1,0
0,560,1550,1,-1,0
0,561,400,1,-1,0
0,562,4750,-1,-1,0
0,563,1990,1,-1,0
0,564,990,-1,-1,0
0,565,2090,1,-1,0
0,566,2010,-1,-1,0
0,567,8770,-1,-1,0
0,568,1010,1,-1,0
0,569,2820,-1,-1,0
0,570,670,1,-1,0
0,571,780,-1,-1,0
0,572,610,-1,-1,0
0,573,10750,1,-1,0
0,574,730,1,-1,0
0,575,3330,1,-1,0
0,576,830,-1,-1,0
0,577,1470,-1,-1,0
0,578,3630,1,-1,0
0,579,2120,-1,-1,0
0,580,1720,1,-1,0
0,581,1570,-1,-1,0
0,582,1080,-1,-1,0
0,583,880,-1,-1,0
0,584,1480,-1,-1,0
0,585,4710,1,-1,0
0,586,2170,-1,-1,0
0,587,1420,-1,-1,0
0,588,970,-1,-1,0
0,589,7130,1,-1,0
0,590,3250,-1,-1,0
0,591,9690,-1,-1,0
0,592,520,-1,-1,0
0,593,2480,1,-1,0
0,594,1610,-1,-1,0
0,595,2540,1,-1,0
0,596,3350,1,-1,0
0,597,10360,1,-1,0
0,598,1480,1,-1,0
0,599,4340,1,-1,0
0,600,670,-1,-1,0
0,601,1000,1,-1,0
0,602,1230,1,-1,0
0,603,990,1,-1,0
0,604,1160,-1,-1,0
0,605,4400,-1,-1,0
0,606,4630,1,-1,0
0,607,5100,-1,-1,0
0,608,4750,-1,-1,0
0,609,660,1,-1,0
0,610,5600,1,-1,0
0,611,5360,-1,-1,0
0,612,1990,1,-1,0
0,613,1820,-1,-1,0
0,614,2300,1,-1,0
0,615,5910,-1,-1,0
0,616,1570,1,-1,0
0,617,1260,-1,-1,0
0,618,1040,-1,-1,0
0,619,1300,1,-1,0
0,620,1850,1,-1,0
0,621,1670,-1,-1,0
0,622,2070,1,-1,0
0,623,630,-1,-1,0
0,624,2130,1,-1,0
0,625,840,1,-1,0
0,626,2740,1,-1,0
0,627,3620,-1,-1,0
0,628,1190,1,-1,0
0,629,7070,1,-1,0
0,630,1580,1,-1,0
0,631,1500,-1,-1,0
0,632,500,-1,-1,0
0,633,2760,1,-1,0
0,634,1650,1,-1,0
0,635,7150,1,-1,0
0,636,710,1,-1,0
0,637,1520,1,-1,0
0,638,1000,1,-1,0
0,639,3960,1,-1,0
0,640,1420,1,-1,0
0,641,610,-1,-1,0
0,642,480,-1,-1,0
0,643,400,1,-1,0
0,644,4640,-1,-1,0
0,645,390,1,-1,0
0,646,3450,1,-1,0
0,647,1070,1,-1,0
0,648,1030,1,-1,0
0,649,830,-1,-1,0
0,650,2230,-1,-1,0
0,651,2070,-1,-1,0
0,652,8690,-1,-1,0
0,653,500,-1,-1,0
0,654,3870,1,-1,0
0,655,2600,1,-1,0
0,656,11780,1,-1,0
0,657,980,1,-1,0
0,658,8210,-1,-1,0
0,659,6400,1,-1,0
0,660,2200,1,-1,0
0,661,6880,1,-1,0
0,662,2330,1,-1,0
0,663,1840,1,-1,0
0,664,2600,1,-1,0
0,665,2400,1,-1,0
0,666,5490,1,-1,0
0,667,1710,1,-1,0
0,668,3560,-1,-1,0
0,669,2610,1,-1,0
0,670,4320,1,-1,0
0,671,3060,-1,-1,0
0,672,6010,1,-1,0
0,673,5500,1,-1,0
0,674,1140,1,-1,0
0,675,1460,-1,-1,0
0,676,6570,-1,-1,0
0,677,1200,-1,-1,0
0,678,3040,-1,-1,0
0,679,1840,1,-1,0
0,680,840,-1,-1,0
0,681,910,1,-1,0
0,682,2590,-1,-1,0
0,683,3500,1,-1,0
0,684,5480,-1,-1,0
0,685,3730,-1,-1,0
0,686,2500,-1,-1,0
0,687,1650,1,-1,0
0,688,7230,1,-1,0
0,689,5520,1,-1,0
0,690,1000,1,-1,0
0,691,1010,-1,-1,0
0,692,1520,1,-1,0
0,693,1310,-1,-1,0
0,694,2900,-1,-1,0
0,695,500,-1,-1,0
0,696,1580,-1,-1,0
0,697,540,-1,-1,0
0,698,3760,1,-1,0
0,699,410,1,-1,0
0,700,930,-1,-1,0
0,701,2080,1,-1,0
0,702,4020,1,-1,0
0,703,3050,1,-1,0
0,704,1450,1,-1,0
0,705,2210,1,-1,0
0,706,550,-1,-1,0
0,707,1770,-1,-1,0
0,708,1870,1,-1,0
0,709,1010,1,-1,0
0,710,600,1,-1,0
0,711,3520,1,-1,0
0,712,560,1,-1,0
0,713,3160,-1,-1,0
0,714,3390,1,-1,0
0,715,5910,-1,-1,0
0,716,2690,1,-1,0
0,717,1830,1,-1,0
0,718,770,-1,-1,0
0,719,6270,-1,-1,0
0,720,960,-1,-1,0
0,721,2010,1,-1,0
0,722,4690,1,-1,0
0,723,2010,-1,-1,0
0,724,2880,1,-1,0
0,725,5780,1,-1,0
0,726,1110,-1,-1,0
0,727,6010,1,-1,0
0,728,8960,1,-1,0
0,729,3010,1,-1,0
0,730,1460,-1,-1,0
0,731,6640,1,-1,0
0,732,4330,-1,-1,0
0,733,920,1,-1,0
0,734,2030,-1,-1,0
0,735,3310,-1,-1,0
