parcode,trial,rt,choice,item_left,item_right
0,0,3880,1,-1,-1
0,1,3970,-1,-1,-1
0,2,740,1,-1,-1
0,3,2890,-1,-1,-1
0,4,2540,-1,-1,-1
0,5,7450,1,-1,-1
0,6,8130,1,-1,-1
0,7,2910,1,-1,-1
0,8,870,1,-1,-1
0,9,2250,1,-1,-1
0,10,3690,-1,-1,-1
0,11,450,-1,-1,-1
0,12,1260,-1,-1,-1
0,13,1390,1,-1,-1
0,14,1570,1,-1,-1
0,15,2110,1,-1,-1
0,16,650,1,-1,-1
0,17,3390,-1,-1,-1
0,18,7120,-1,-1,-1
0,19,1900,1,-1,-1
0,20,2400,1,-1,-1
0,21,5250,1,-1,-1
0,22,2420,1,-1,-1
0,23,600,1,-1,-1
0,24,1190,1,-1,-1
0,25,4520,1,-1,-1
0,26,3720,1,-1,-1
0,27,1380,1,-1,-1
0,28,380,-1,-1,-1
0,29,4830,-1,-1,-1
0,30,2640,-1,-1,-1
0,31,1010,1,-1,-1
0,32,4890,1,-1,-1
0,33,970,1,-1,-1
0,34,3820,1,-1,-1
0,35,5820,1,-1,-1
0,36,2970,1,-1,-1
0,37,3170,1,-1,-1
0,38,490,1,-1,-1
0,39,4260,1,-1,-1
0,40,1160,1,-1,-1
0,41,3020,-1,-1,-1
0,42,2890,-1,-1,-1
0,43,4550,-1,-1,-1
0,44,1520,1,-1,-1
0,45,6100,1,-1,-1
0,46,4270,-1,-1,-1
0,47,5740,1,-1,-1
0,48,1370,1,-1,-1
0,49,2420,-1,-1,-1
0,50,1850,1,-1,-1
0,51,1860,1,-1,-1
0,52,1830,1,-1,-1
0,53,1490,1,-1,-1
0,54,2510,-1,-1,-1
0,55,2160,1,-1,-1
0,56,930,1,-1,-1
0,57,3720,1,-1,-1
0,58,1210,-1,-1,-1
0,59,4250,1,-1,-1
0,60,800,-1,-1,-1
0,61,4310,1,-1,-1
0,62,2620,-1,-1,-1
0,63,2550,1,-1,-1
0,64,1110,1,-1,-1
0,65,5260,-1,-1,-1
0,66,4050,1,-1,-1
0,67,1330,1,-1,-1
0,68,14730,1,-1,-1
0,69,950,-1,-1,-1
0,70,730,-1,-1,-1
0,71,490,1,-1,-1
0,72,530,1,-1,-1
0,73,7300,-1,-1,-1
0,74,1430,-1,-1,-1
0,75,2320,1,-1,-1
0,76,2000,1,-1,-1
0,77,1220,-1,-1,-1
0,78,3790,1,-1,-1
0,79,2700,1,-1,-1
0,80,1700,-1,-1,-1
0,81,6250,1,-1,-1
0,82,1060,1,-1,-1
0,83,910,1,-1,-1
0,84,2170,1,-1,-1
0,85,1860,1,-1,-1
0,86,2220,-1,-1,-1
0,87,490,1,-1,-1
0,88,1080,1,-1,-1
0,89,1180,1,-1,-1
0,90,570,1,-1,-1
0,91,1660,1,-1,-1
0,92,1370,-1,-1,-1
0,93,1450,-1,-1,-1
0,94,6780,-1,-1,-1
0,95,2520,1,-1,-1
0,96,980,-1,-1,-1
0,97,640,1,-1,-1
0,98,2680,-1,-1,-1
0,99,5560,1,-1,-1
0,100,3000,-1,-1,0
