date, psychopy_version, exp_version, face_version, house_version, left, subject, block, trial, rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,0,0.967,weights,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,1,0.717,left,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,2,0.316,weights,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,3,1.367,right,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,4,0.484,weights,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,5,1.233,left,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,6,0.834,weights,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,7,0.766,right,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,0,7.433,1,1,0.51,faceMorph029.jpg,0.42,1.00,0.42,houseMorph037.jpg,0.26,0.33,0.09,8,0.749,weights,9,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,1,3.815,0,1,-15.80,faceMorph098.jpg,-0.96,10.00,-9.60,houseMorph081.jpg,-0.62,10.00,-6.20,0,0.616,weights,5,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,1,3.815,0,1,-15.80,faceMorph098.jpg,-0.96,10.00,-9.60,houseMorph081.jpg,-0.62,10.00,-6.20,1,1.150,left,5,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,1,3.815,0,1,-15.80,faceMorph098.jpg,-0.96,10.00,-9.60,houseMorph081.jpg,-0.62,10.00,-6.20,2,0.765,weights,5,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,1,3.815,0,1,-15.80,faceMorph098.jpg,-0.96,10.00,-9.60,houseMorph081.jpg,-0.62,10.00,-6.20,3,1.201,right,5,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,1,3.815,0,1,-15.80,faceMorph098.jpg,-0.96,10.00,-9.60,houseMorph081.jpg,-0.62,10.00,-6.20,4,0.083,weights,5,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,2,6.300,1,1,0.05,faceMorph026.jpg,0.48,0.10,0.05,houseMorph050.jpg,-0.00,0.50,-0.00,0,0.433,weights,11,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,2,6.300,1,1,0.05,faceMorph026.jpg,0.48,0.10,0.05,houseMorph050.jpg,-0.00,0.50,-0.00,1,1.067,left,11,1.00,0
2019_Mar_13_0230,3.0.2,3.1.0,1,1,face,997,0,2,6.300,1,1,0.05,faceMorph026.jpg,0.48,0.10,0.05,houseMorph050.jpg,-0.00,0.50,-0.00,2,0.217,weights,11,1.00,0
