trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,space,1.13769006729,2016_Oct_25_1257,59.8795357888,textInputTest,001,,
