,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z,0.50713160401221302,0.0064758909449778978,0.49406079215840276,0.50288560725780929,0.50693716974553404,0.51155495833184716,0.51992167350057561,0.00018222435037458707
z_std,0.1220722606237063,0.022895043581591362,0.083684390019039767,0.10654521173540286,0.11987017660258999,0.13498650509865873,0.17399382659710702,0.00090416948723051724
z_subj.1,0.52015704922219164,0.015097534525363818,0.4915778779972258,0.5095411642964518,0.51981090332491808,0.53049107275227148,0.5507249184394406,0.00040258502338894297
z_subj.2,0.52745010375408741,0.014582856667440787,0.49896049360102901,0.51770950571335839,0.52747896101586933,0.53722633817327126,0.55500295178954873,0.00038687989999784374
z_subj.3,0.55255799970814112,0.01664293090917103,0.51917059566552215,0.54191127177366516,0.55221906170664614,0.56322932223564315,0.58597825503541889,0.00052234225958431321
z_subj.4,0.47390776100095766,0.016743532399324104,0.44081001045917612,0.46266698613652574,0.47419844000115735,0.48515201656492096,0.50621549172514468,0.00055203935776237706
z_subj.5,0.4840643051838871,0.015089530555177404,0.45505635841504882,0.47385629215946556,0.48402610760585257,0.49394494648378923,0.51447491488601482,0.00046040455986439446
z_subj.6,0.56089624801339544,0.015532625648120385,0.53050999870476945,0.55052223202556505,0.56149270812423002,0.57125097599786623,0.59067935730051979,0.00050597803630988199
z_subj.7,0.49829977573828776,0.014716176146757003,0.46940916446473097,0.48868428996308061,0.4987253781753575,0.50784355395185299,0.52709278298369633,0.00039666572356528661
z_subj.8,0.49715247596594814,0.014668203652301018,0.46813625684053872,0.48735383699712381,0.49753875797966163,0.50719599000211069,0.52539061178289981,0.00038961045874325419
z_subj.9,0.51452845967666538,0.015425877424541365,0.48462776980653638,0.50384309419566398,0.51456420590904783,0.524992853550456,0.5442434783756781,0.00046768030833785031
z_subj.10,0.49961895038974924,0.014847863387131894,0.47003767339239699,0.4897993542738025,0.49965351835306016,0.50947494174311991,0.52797544126102247,0.00043629262745267431
z_subj.11,0.49008847947412465,0.014579229373314509,0.46098802631622898,0.48003048403663956,0.49020685178380624,0.49984160589222371,0.51898319409943761,0.00041487195638937387
z_subj.12,0.49655201908104213,0.014541265698526826,0.46824844134000132,0.48702946686572429,0.49643980363002521,0.50627351211513116,0.52475477889210409,0.00041637156083603242
z_subj.13,0.48122904132027067,0.015402736902664691,0.45086322699964893,0.4707130170467122,0.48096900892247885,0.49178743517964563,0.51079462214058358,0.00042872859312197088
z_subj.14,0.52399950096223902,0.014439384010903356,0.49674594800062283,0.51431519216160371,0.52415072863483125,0.53353160844599967,0.55208651459904146,0.00041579366687267657
z_subj.15,0.50658721515171345,0.014593969889068463,0.47819583418601885,0.49645260751574838,0.506876084765852,0.51654163672762177,0.5349817860898971,0.00038854628553788102
z_subj.16,0.51225264654491864,0.015822122416390926,0.48218409600313278,0.50110668601453556,0.51195570499242971,0.52329876194533664,0.54347737765514348,0.00047493472523980565
z_subj.17,0.57069789889214939,0.015313929892205969,0.540762397182597,0.56040042199529161,0.57085474563346117,0.58069447878412528,0.60071074059594853,0.0004940323762373202
z_subj.18,0.49653854130827463,0.015606015199633779,0.46453567611012564,0.48591351525089471,0.49720984849966054,0.50756401668942419,0.52617156750677563,0.00042633325248504197
z_subj.19,0.49946107013939428,0.015478330451839004,0.46953472611107827,0.48869340066635042,0.49974156772418465,0.50997400630343448,0.52852561279896304,0.00037782604610208292
z_subj.20,0.5027600124241568,0.015478598595298312,0.47248333810322607,0.49223302452209222,0.50281925957691653,0.51318205821570317,0.5330469146821617,0.00044032485078449566
z_subj.21,0.49891040321557284,0.01505845043405878,0.46921045200097838,0.48906580936546556,0.49892753896311298,0.50953502105001203,0.52859420532028567,0.00043401249714233143
z_subj.22,0.5147682064633724,0.015086921110599356,0.48514476892371777,0.50426067844789013,0.51538722123445113,0.52526590924861871,0.54410688684834163,0.0003983336254915938
z_subj.23,0.51081933396935542,0.014940643874962259,0.4814494291974033,0.50105487405892601,0.51106892945830651,0.52126833195392652,0.53847585092503647,0.00041617585363927598
z_subj.24,0.49479759957071812,0.014238171237149322,0.46786627508580164,0.48508528228438474,0.49461141759928878,0.50413202037358196,0.52392757568166781,0.00039020866241811446
z_subj.25,0.47271734474833665,0.01556294807252929,0.44150015566912809,0.46207886282307653,0.47294551902436371,0.4832687105586207,0.50190565853614255,0.00048044794675781435
z_subj.26,0.45770864096920594,0.015990626405512024,0.42527255694023935,0.44731060896927205,0.45835643045411578,0.46805274650565926,0.48854623020517912,0.00052354261880858152
z_subj.27,0.47658024935292476,0.014813576734804124,0.44563842600460873,0.46651464475012971,0.4771606680673724,0.48643241211780436,0.5048379135427451,0.00041718060207144892
z_subj.28,0.51852749185096036,0.014822253653149419,0.48943976151827912,0.50844535715714301,0.51861526448299655,0.52865461281910342,0.54809830737799126,0.00043202841561446395
z_subj.29,0.51275618196372841,0.014957244828217768,0.48260085190482255,0.50290715717268775,0.51273114505098882,0.52225518528616588,0.54247984253589099,0.00039913147272076823
z_subj.30,0.53550326687480809,0.015149068268338258,0.50547666236585753,0.52520431112569255,0.5354213622052254,0.54574827991090047,0.56496687791428313,0.00047695178801867883
z_subj.31,0.51671766950402453,0.015242694263425959,0.48665971198967434,0.50670899959149029,0.51677476432609093,0.52739584036587883,0.54578204436868616,0.00045152468340507187
v_Intercept,0.0018431461825825165,0.019912876810011606,-0.037835211463409985,-0.011538834583910603,0.0020028182625004922,0.014950137130455883,0.042253639834690285,0.00047248222864448505
v_Intercept_std,0.10167394558190973,0.016641708418354263,0.073739674439914027,0.089945865307442321,0.099923838849357405,0.11103640265279346,0.14046435334716029,0.00055714190649191011
v_Intercept_subj.1,-0.077844507571825164,0.039119541443654648,-0.15628419015960893,-0.10358106739948664,-0.077325130292462352,-0.050412568118315057,-0.0020626903947670583,0.0010960762389481324
v_Intercept_subj.2,-0.08110205308859629,0.039124395931006285,-0.15690772149644952,-0.10840624146595178,-0.080982035895759849,-0.054315865100731414,-0.0066313559570844727,0.00099877748549753514
v_Intercept_subj.3,0.060848475178058088,0.033919130878229661,-0.0056842013583743127,0.038578812871490446,0.060895979229765182,0.082953767589948393,0.12828733199357212,0.00094741292939117265
v_Intercept_subj.4,0.029963619819521271,0.033884311744571696,-0.039108988399842129,0.0075542956918254259,0.030744750574006156,0.053884125647040065,0.095149442129946832,0.0010817631627499055
v_Intercept_subj.5,-0.066263382892018427,0.036642952256256897,-0.13962189087044322,-0.089388678744704769,-0.066795542460295565,-0.041552130609580476,0.0052157453554629168,0.0010512035656249741
v_Intercept_subj.6,0.0021642498233382496,0.036977990141415382,-0.071593445911228959,-0.021907024871794058,0.0024143413037787942,0.026641288510811455,0.073364852958974242,0.0010258846436716554
v_Intercept_subj.7,0.23156111463359835,0.045990292257748651,0.14522744792341924,0.20066833011912488,0.23254183819396107,0.26073730021559338,0.32205771708010078,0.0013405632412188612
v_Intercept_subj.8,-0.0031458908126621539,0.038687938297829412,-0.077273974993576536,-0.03024647485449157,-0.0031789206402283512,0.022247661437394539,0.073828527120913742,0.0010118078220677988
v_Intercept_subj.9,0.036789494503475247,0.032176754683813771,-0.028047736938661069,0.014784920617308642,0.037662594994953252,0.059286115939663028,0.096171929301802267,0.00093755166989524313
v_Intercept_subj.10,0.011733950762319409,0.035542408493024771,-0.058354123936877084,-0.012132331986412555,0.012035160047720976,0.035278082774592295,0.081745604508687772,0.00093128022869803581
v_Intercept_subj.11,0.11919649458775476,0.039876892773914527,0.041726526517384933,0.091965887427365528,0.11850822432249764,0.14601675459599178,0.19922750416480045,0.0011384293986534707
v_Intercept_subj.12,-0.042779443259368562,0.040252509809954075,-0.12116571457423569,-0.06823227200758239,-0.043133395238579328,-0.015710439772119736,0.038683624879983142,0.0010942878728416035
v_Intercept_subj.13,-0.068956073078528732,0.041328038904988172,-0.14938438731310927,-0.097333211726934085,-0.069454540005832371,-0.040090752072563157,0.012763758581864959,0.0011043314069042387
v_Intercept_subj.14,-0.2054016541510276,0.037562617668267816,-0.28057326812713634,-0.23017330341991454,-0.20437587620835007,-0.18030518488648928,-0.13227523622712026,0.00098614435578211275
v_Intercept_subj.15,-0.070519862665901822,0.036674182579155265,-0.14347421093727758,-0.094754004583122456,-0.070852238619097563,-0.045750483097266814,0.0035945755323203848,0.00099656291203277145
v_Intercept_subj.16,0.16877456346902367,0.037158001317250944,0.097130741120439262,0.14379874200301973,0.16886297733255989,0.19420372949253939,0.24117779420946889,0.0011235985877593375
v_Intercept_subj.17,0.084967477513018821,0.050144202032398305,-0.0099700781713266164,0.050192053504191349,0.083927127873875962,0.11853058848405772,0.18574381204503568,0.0014125562810743798
v_Intercept_subj.18,-0.018887104685267903,0.034058032145747354,-0.086810526338874511,-0.041067178563605963,-0.018918710593886667,0.0037817453481517466,0.04927850645835917,0.00089350768080366278
v_Intercept_subj.19,-0.055783367047612331,0.031488059581621347,-0.11557768947253874,-0.077403305138083273,-0.056670374856934345,-0.035162904281874782,0.0089844218612165627,0.00076672971071503149
v_Intercept_subj.20,0.03956719099564171,0.034964748355016624,-0.028117657838023159,0.01607419529903216,0.038513773732637632,0.06262205121172533,0.10813360296637334,0.0010109519234764168
v_Intercept_subj.21,0.030166718756363013,0.034036483604397552,-0.036890355484121493,0.0073238678558698832,0.030263399164272259,0.052208755447060495,0.098037927024678284,0.00090944079236940486
v_Intercept_subj.22,0.1481947534019496,0.037957414808076309,0.074297827077230968,0.12322937876251502,0.14797261369708492,0.17366860165372788,0.22170900027471085,0.0010176754210643921
v_Intercept_subj.23,0.0079693204067957293,0.032811020714427035,-0.05641761054106656,-0.014121642378787144,0.0072767081581018786,0.029982161461112669,0.072644689943002244,0.00093355500885407912
v_Intercept_subj.24,0.00087905657976112758,0.035421022629630483,-0.069994879825626466,-0.023379189796635117,0.00177031291145123,0.024628900268395502,0.067510786456772345,0.00087869284975058992
v_Intercept_subj.25,-0.0057056167791305528,0.033354696824487634,-0.070704136715803584,-0.027720802122011209,-0.0053633196805865785,0.01662988086218635,0.061322160496488295,0.0010039293093594681
v_Intercept_subj.26,-0.039536804674190018,0.038533322137319581,-0.11615151512771994,-0.066233325691941347,-0.039677155230280772,-0.012489516168499581,0.033767191862131105,0.0011802369675204508
v_Intercept_subj.27,-0.047797423769542921,0.041022066695727194,-0.12587879515678235,-0.076272163443938723,-0.04979615014327457,-0.020288247575082158,0.034566366559659112,0.0011116822134801785
v_Intercept_subj.28,-0.079464173303081337,0.037961056528509625,-0.15387232890826841,-0.10584096847942294,-0.078853894178555969,-0.05416656186289634,-0.0059455100688246831,0.0010452695596781551
v_Intercept_subj.29,0.10562804904973233,0.037220191941430912,0.031746526362568105,0.081978506255851971,0.1055646076404114,0.12973553922812353,0.17788179891319361,0.00094838206998732637
v_Intercept_subj.30,-0.11688400687765617,0.038204287809522168,-0.1929678294736486,-0.14227289489582964,-0.11650896868071059,-0.090570836230379856,-0.042782655243114753,0.0010499203991655259
v_Intercept_subj.31,-0.038197203035205726,0.034117281669075857,-0.10578488834034958,-0.061589262221141444,-0.038439345478254061,-0.015176649309081289,0.03057400761333684,0.00099798683577936626
v_face_mult_01,0.20645222328660176,0.029608441895517791,0.15022314422842029,0.18664761706782781,0.20592393132651479,0.2262378300860729,0.26659559789515763,0.00051263387427273794
v_house_mult_01,0.23911576472819726,0.029570762390630997,0.18233712264157362,0.21936700652612728,0.23856305143067275,0.25948994876610565,0.29638015496152514,0.00063997213898481101
v_face_mult_05,0.38004428392979217,0.029057727722725156,0.32317598224340088,0.35965555331040766,0.38003747384486719,0.40076531407967397,0.43709513859307703,0.00061137296661135303
v_house_mult_05,0.30266267303263789,0.02983251106553993,0.24440869385834246,0.28252872968363529,0.30254963120784978,0.32278399060280971,0.36262042555390206,0.0005688198932278602
v_face_mult_1,0.74653235147565322,0.01660122262108437,0.71408777832432113,0.73545909639017326,0.7464861129356718,0.75778208214643139,0.7790882940201489,0.00041591491781501396
v_house_mult_1,0.64379405725003114,0.01625583903077156,0.61227284313035302,0.63240794935507938,0.64396728700011474,0.65468176852622106,0.67577227879856594,0.00039595268897720524
v_face_mult_2,0.85941661042245832,0.030308828190644052,0.79917485286003109,0.83894279933495042,0.85923993348716832,0.88098152597852908,0.91770569150448678,0.00074856022974881459
v_house_mult_2,0.71034538945248415,0.030296350219220853,0.65086513656104494,0.69025588510627978,0.70980898041855778,0.73066246728808004,0.76964246478234188,0.00068675313735338346
v_face_mult_3,0.9434957913911779,0.032098875159359871,0.8802868066914169,0.92223816307287454,0.94386666288503263,0.96502352880622033,1.0059607806538791,0.00068586369423952632
v_house_mult_3,0.86404349965139393,0.030534361258306039,0.80299601533799581,0.84382571020377695,0.86450500226337601,0.88373935167957751,0.92416764801899232,0.00070058592798542753
v_face_mult_10,1.1138340391799997,0.030589584496465774,1.0536656908038275,1.0926279238165872,1.1146239481975488,1.1355360526418079,1.1725779115830479,0.00060299327321520276
v_house_mult_10,0.9974115574240735,0.028535843419244339,0.94031785110140076,0.97830167049013561,0.99698734348296603,1.0160516005632863,1.0527983266230569,0.00058350996382038934
a_Intercept,3.688569780263947,0.10566680596969001,3.4794580161257262,3.6190306760825317,3.6894632313323563,3.7559492555412168,3.8930203722037242,0.0022747662854385492
a_Intercept_std,0.5635491559838075,0.081082899647583737,0.43057223054520899,0.50586653459446529,0.55553659192156335,0.60989034995243441,0.75207688999547617,0.0019941864908112122
a_Intercept_subj.1,3.3181694940996946,0.089955857654073573,3.1427748971931093,3.2571380907238785,3.3186211397357193,3.3794027519258729,3.4968432928205444,0.0023346116451025125
a_Intercept_subj.2,3.3274645500414954,0.091538455090549253,3.1551527064883316,3.2616193765132659,3.3249810005904603,3.3889039297039085,3.5141417477907759,0.0029453847917306304
a_Intercept_subj.3,4.4418344057861257,0.13946616539214737,4.1814578298458684,4.3445891660754974,4.4394639085657204,4.5315835621753857,4.7257154434094648,0.0048714986710497923
a_Intercept_subj.4,4.4628006947430157,0.13488066233701229,4.2082138477411286,4.3704807524687661,4.456407617829397,4.550480978355286,4.7398210264639582,0.0038242124831136862
a_Intercept_subj.5,3.6485410813362509,0.10103271578522859,3.4536266558441482,3.5788687611772843,3.6447221294472394,3.7168473700502394,3.8505904003676363,0.0032708034939028137
a_Intercept_subj.6,3.9049466480695099,0.11401338378054937,3.6780764860160473,3.8263925986256044,3.9070984605004391,3.9833336265866683,4.1258830797802286,0.0038272910038603301
a_Intercept_subj.7,2.941313722228398,0.086491422955895028,2.7736751102344943,2.880038331281336,2.9398438393306154,3.0005187610834172,3.1165507177073097,0.0027999398194930285
a_Intercept_subj.8,3.3566632813047517,0.093327424119761096,3.1833099082781717,3.2914897430942678,3.3515785436596142,3.4190643327838641,3.5530437323917048,0.0028458281624381522
a_Intercept_subj.9,4.4462517691092236,0.13098034170447628,4.2026212691094331,4.3548719085531991,4.4428859835833832,4.5293950676905368,4.7213477671134676,0.0039778221872376904
a_Intercept_subj.10,3.7963185552859433,0.10783897816568074,3.5870829106792774,3.7256079462942786,3.7943438807158496,3.8683027109178356,4.0120966375749294,0.0040195038205033074
a_Intercept_subj.11,3.1932584663746688,0.082448287632676448,3.034889734688639,3.1389795344485929,3.1917603890249793,3.2485190912563198,3.3619415596295701,0.0025076855964892867
a_Intercept_subj.12,3.0361285136712413,0.080343180189127977,2.8789172887620467,2.9829640952712215,3.0329577993161974,3.088613582021047,3.20249539220355,0.0024835792279992554
a_Intercept_subj.13,3.2366996405246584,0.088445544401753423,3.0652613291432846,3.1775817607170045,3.2361560425940858,3.2998704904674176,3.4066601215336179,0.0029173917102065382
