date, psychopy_version, exp_version, face_version, house_version, left, subject, block, trial, rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,0,2.081,weights,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,1,2.817,left,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,2,0.066,weights,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,3,3.667,right,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,4,0.532,weights,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,5,0.718,left,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,0,11.098,0,1,-1.25,faceMorph072.jpg,-0.44,2.00,-0.88,houseMorph013.jpg,-0.74,0.50,-0.37,6,1.217,weights,7,1.00,50
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,1,12.533,0,0,0.77,faceMorph018.jpg,0.64,1.00,0.64,houseMorph070.jpg,0.40,0.33,0.13,0,1.198,weights,11,0.50,0
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,1,12.533,0,0,0.77,faceMorph018.jpg,0.64,1.00,0.64,houseMorph070.jpg,0.40,0.33,0.13,1,4.001,left,11,0.50,0
2019_Mar_11_1520,3.0.2,3.0.2,1,0,house,998,0,1,12.533,0,0,0.77,faceMorph018.jpg,0.64,1.00,0.64,houseMorph070.jpg,0.40,0.33,0.13,2,0.266,weights,11,0.50,0
