color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,1,red,r,0,0,0,0,r,1,2.15258638875,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,0,1,1,5,r,1,4.18833894102,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,0,2,2,2,g,1,1.23513845814,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,0,3,3,4,b,1,1.08489811467,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,0,4,4,1,g,1,1.31847985397,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,0,5,5,3,b,1,1.25203941891,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,1,0,6,3,b,1,0.818080233061,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,1,1,7,0,r,1,0.868191195477,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,1,2,8,4,b,1,0.801631775452,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,1,3,9,2,g,1,0.701380404877,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,1,4,10,1,g,1,2.3862600709,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,1,5,11,5,r,1,1.11836892163,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,2,0,12,1,g,1,1.33513533324,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,2,1,13,4,b,1,0.901551430637,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,2,2,14,3,b,1,2.2858698846,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,2,3,15,0,r,1,0.867973357032,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,2,4,16,2,g,1,1.5188597042,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,2,5,17,5,r,1,1.31851440767,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,3,0,18,4,b,1,0.951610712742,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,3,1,19,5,r,1,1.00160689681,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,3,2,20,3,b,1,1.78593268216,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,3,3,21,1,g,1,1.11810030421,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,3,4,22,0,r,1,0.851361445384,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,3,5,23,2,g,1,0.901336897223,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,4,0,24,1,g,1,1.13512776152,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,4,1,25,3,b,1,0.934894839593,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,4,2,26,0,r,1,0.801392904308,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,4,3,27,5,r,1,0.984550895169,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,4,4,28,2,g,1,0.868551755731,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,4,5,29,4,b,1,2.25294352364,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,5,0,30,2,g,1,1.40193001891,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,5,1,31,5,r,1,1.23525804392,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,5,2,32,3,b,1,1.10195321491,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,5,3,33,1,g,1,1.06783580332,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,5,4,34,0,r,1,0.684589114622,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,5,5,35,4,b,1,1.18461104867,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,6,0,36,1,g,1,1.08508650743,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
