color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,1,blue ,b,6,1,37,4,b,1,0.901638265525,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,6,2,38,3,b,1,1.03501520661,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,6,3,39,0,r,1,1.11835329735,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,6,4,40,5,r,1,0.901689344901,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,6,5,41,2,g,1,0.934321849316,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,7,0,42,3,b,1,1.0350689902,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,7,1,43,2,g,1,0.818159255839,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,7,2,44,4,b,1,1.00158315996,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,7,3,45,1,g,1,0.935103063122,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,7,4,46,5,r,1,0.801491457387,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,7,5,47,0,r,1,0.75118849671,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,8,0,48,1,g,1,0.801498368208,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,8,1,49,3,b,1,0.785090173129,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,8,2,50,5,r,1,0.717991114594,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,8,3,51,0,r,1,0.684210826817,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,8,4,52,4,b,1,1.43552131299,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,8,5,53,2,g,1,0.734691363468,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,0,green,b,9,0,54,3,b,1,1.08543745271,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,0,blue ,r,9,1,55,5,r,1,0.867749509227,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,0,red,g,9,2,56,1,g,1,1.01793486718,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
blue,1,blue ,b,9,3,57,4,b,1,0.451202378259,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
red,1,red,r,9,4,58,0,r,1,0.901560745086,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
green,1,green,g,9,5,59,2,g,1,0.634414753644,2017_Mar_31_1539,59.8529641792,Stroop,001,70,
