color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,1,red,r,0,0,0,0,r,1,1.68350051221,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,0,1,1,5,r,1,4.05017383798,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,0,2,2,4,b,1,1.40020783583,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,0,3,3,3,g,0,0.850179336267,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,0,4,4,1,r,0,1.38354064984,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,0,5,5,2,g,1,1.43350078713,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,1,0,6,4,b,1,3.18368470535,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,1,1,7,2,g,1,1.56683680858,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,1,2,8,0,r,1,1.06685495295,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,1,3,9,5,r,1,0.950189049938,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,1,4,10,1,g,1,1.51708377397,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,1,5,11,3,b,1,2.13352186402,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,2,0,12,0,r,1,1.00041640474,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,2,1,13,3,b,1,1.31683964934,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,2,2,14,4,b,1,1.13351306668,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,2,3,15,1,g,1,0.96685990144,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,2,4,16,2,g,1,1.13353286061,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,2,5,17,5,r,1,0.91682791966,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,3,0,18,3,g,0,1.05019619776,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,3,1,19,5,r,1,1.06683369289,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,3,2,20,2,g,1,2.01684862986,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,3,3,21,4,b,1,0.966854036611,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,3,4,22,0,r,1,0.816819305648,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,3,5,23,1,g,1,1.31681875582,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,4,0,24,1,g,1,0.850168339675,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,4,1,25,5,r,1,1.06686375022,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,4,2,26,4,b,1,0.983493364474,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,4,3,27,0,r,1,1.10016366612,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,4,4,28,3,g,0,1.10018785862,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,4,5,29,2,g,1,1.35018611752,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,5,0,30,1,g,1,1.83356896613,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,5,1,31,3,b,1,4.50017722859,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,5,2,32,5,r,1,1.11684844666,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,5,3,33,4,b,1,1.16681261605,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,5,4,34,0,r,1,1.15018611751,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,5,5,35,2,g,1,0.683518106816,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,6,0,36,4,b,1,1.33349987079,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
