color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,0,red,g,0,0,0,1,g,1,1.56692592142,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,0,1,1,3,b,1,1.23348469764,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,0,2,2,4,b,1,1.41711374611,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,0,3,3,2,g,1,0.950192370015,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,0,4,4,5,r,1,1.1168288567,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,0,5,5,0,r,1,0.850362673169,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,1,0,6,5,r,1,0.517030317336,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,1,1,7,2,g,1,1.23352795155,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,1,2,8,4,b,1,0.816845278518,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,1,3,9,0,r,1,0.550161725696,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,1,4,10,1,g,1,1.6169388243,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,1,5,11,3,b,1,0.383541367628,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,2,0,12,1,g,1,1.65023811653,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,2,1,13,0,r,1,0.70038847893,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,2,2,14,3,b,1,1.56687423665,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,2,3,15,4,b,1,1.18353594255,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,2,4,16,5,r,1,1.3670381617,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,2,5,17,2,g,1,1.13353733547,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,3,0,18,3,b,1,0.68354290718,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,3,1,19,5,r,1,1.00026905409,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,3,2,20,2,g,1,2.700242222,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,3,3,21,0,r,1,0.566871670744,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,3,4,22,1,g,1,1.21708852687,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,3,5,23,4,b,1,0.316841246356,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,4,0,24,2,g,1,0.783515195304,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,4,1,25,4,b,1,0.650189364213,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,4,2,26,3,b,1,1.46708779375,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,4,3,27,0,r,1,0.600415824185,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
