color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,0,blue ,r,4,4,28,5,r,1,0.950195302488,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,4,5,29,1,g,1,0.883495181217,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,5,0,30,2,g,1,0.583539828076,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,5,1,31,3,b,1,0.316911259084,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,5,2,32,1,g,1,0.883581689093,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,5,3,33,4,b,1,0.800155860779,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,5,4,34,5,r,1,1.05040548721,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,5,5,35,0,r,1,0.483651115297,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,6,0,36,1,g,1,1.06682951649,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,6,1,37,5,r,1,0.683571132191,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,6,2,38,4,r,0,0.400173968752,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,6,3,39,2,g,1,1.58354312711,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,6,4,40,3,b,1,1.21699248848,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,6,5,41,0,r,1,0.916810235503,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,7,0,42,3,b,1,0.583568786213,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,7,1,43,0,r,1,0.500204173208,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,7,2,44,4,b,1,1.03355221776,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,7,3,45,1,g,1,0.633765334991,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,7,4,46,5,r,1,0.650350283511,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,7,5,47,2,g,1,0.483703533188,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,8,0,48,5,r,1,0.583602509607,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,8,1,49,1,g,1,1.41687438326,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,8,2,50,4,b,1,0.583529564406,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,8,3,51,0,r,1,0.583547159244,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,8,4,52,3,b,1,0.51700392511,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,8,5,53,2,g,1,0.55013423381,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,1,green,g,9,0,54,2,g,1,0.517167776852,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,1,blue ,b,9,1,55,4,b,1,0.650173602189,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,1,red,r,9,2,56,0,r,1,0.283510063484,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
red,0,blue ,r,9,3,57,5,r,1,0.533585574594,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
blue,0,green,b,9,4,58,3,b,1,0.866826657322,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
green,0,red,g,9,5,59,1,g,1,0.416822331928,2017_Mar_31_1035,60.0231461041,Stroop,001,61,
