color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,1,red,r,0,0,0,0,r,1,0.734769692644,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,0,green,b,0,1,1,3,b,1,2.0034523342,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,1,green,g,0,2,2,2,g,1,1.01816426561,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,0,red,g,0,3,3,1,r,0,0.75117564149,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
red,0,blue ,r,0,4,4,5,r,1,2.08585645683,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,1,blue ,b,0,5,5,4,b,1,0.984723496251,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
red,1,red,r,1,0,6,0,r,1,1.41850583337,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,1,blue ,b,1,1,7,4,b,1,0.784520863206,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,1,green,g,1,2,8,2,g,1,0.667717189819,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,0,red,g,1,3,9,1,g,1,0.634399911331,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
red,0,blue ,r,1,4,10,5,r,1,1.1520009567,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,0,green,b,1,5,11,3,b,1,0.884737708257,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
red,0,blue ,r,2,0,12,5,r,1,0.901397849841,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,1,blue ,b,2,1,13,4,b,1,0.867945662816,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
red,1,red,r,2,2,14,0,r,1,0.85141742503,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,1,green,g,2,3,15,2,g,1,0.751178345643,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,0,red,g,2,4,16,1,g,1,0.550993439974,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,0,green,b,2,5,17,3,g,0,0.767790713464,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
green,0,red,g,3,0,18,1,g,1,1.41961514734,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
blue,1,blue ,b,3,1,19,4,b,1,0.801162976888,2017_Mar_31_1147,59.9483586251,Stroop,001,66,
