color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,0,green,b,0,0,0,3,b,1,1.01758705545,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,0,1,1,2,g,1,0.632446365955,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,0,2,2,5,r,1,1.06218273228,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,0,3,3,1,g,1,1.21462683374,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,0,4,4,0,r,1,0.815248184372,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,0,5,5,4,b,1,3.00645088241,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,1,0,6,5,r,1,0.592151939578,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,1,1,7,4,b,1,0.560153112863,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,1,2,8,2,g,1,0.540489922743,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,1,3,9,1,g,1,1.49790880171,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,1,4,10,0,r,1,0.82387187361,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,1,5,11,3,b,1,0.657191798615,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,2,0,12,1,g,1,0.796926155337,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,2,1,13,0,r,1,1.16621061892,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,2,2,14,4,b,1,0.849131125549,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,2,3,15,3,b,1,1.86876518163,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,2,4,16,2,g,1,0.893133857579,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,2,5,17,5,r,1,0.637491197733,2017_Mar_31_1519,None,Stroop,001,75,
