color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,0,green,b,0,0,0,3,b,1,1.25021599163,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,0,1,1,1,g,1,1.45002501726,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,0,2,2,0,r,1,1.10018052754,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,0,3,3,5,r,1,0.666831860086,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,0,4,4,2,g,1,1.01677531924,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,0,5,5,4,b,1,0.483361221908,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,1,0,6,0,r,1,0.80036911933,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,1,1,7,3,b,1,1.18352268875,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,1,2,8,2,g,1,0.81672510138,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,1,3,9,1,g,1,0.617103384575,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,1,4,10,5,r,1,0.733726767416,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,1,5,11,4,b,1,0.933708439698,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,2,0,12,1,g,1,0.717042719945,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,2,1,13,3,b,1,0.783709264477,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,2,2,14,5,r,1,0.650168706255,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,2,3,15,4,b,1,1.00015321933,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,2,4,16,2,g,1,0.600178144989,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,2,5,17,0,r,1,0.466849088145,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,3,0,18,0,r,1,0.416845697444,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,3,1,19,2,g,1,0.550166323665,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,3,2,20,1,g,1,0.55016449088,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,3,3,21,5,r,1,0.767091196671,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,3,4,22,3,b,1,0.716833417944,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,3,5,23,4,b,1,0.766849637963,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,4,0,24,3,b,1,0.58353075292,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,4,1,25,1,g,1,0.650202795747,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,4,2,26,0,r,1,0.467069753329,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,4,3,27,2,g,1,0.950178053346,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,4,4,28,5,r,1,0.717037588242,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,4,5,29,4,b,1,0.550189049973,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,5,0,30,5,r,1,0.900159634009,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,5,1,31,3,b,1,0.700376633729,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,5,2,32,4,b,1,0.450339153584,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,5,3,33,0,r,1,0.500694069022,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,5,4,34,1,g,1,0.366819947085,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,5,5,35,2,g,1,0.566818114312,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,6,0,36,1,g,1,0.433496755082,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,6,1,37,3,b,1,0.483480718336,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,6,2,38,5,r,1,0.683486216643,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,6,3,39,0,r,1,0.516865308047,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,6,4,40,4,b,1,0.533725301153,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,6,5,41,2,g,1,0.533682047855,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,7,0,42,1,g,1,0.633499687538,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,7,1,43,3,b,1,0.666822329687,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,7,2,44,2,g,1,0.516833784524,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,7,3,45,5,r,1,0.516842581739,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,7,4,46,4,b,1,0.483513708168,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,7,5,47,0,r,1,0.516711722245,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,8,0,48,3,b,1,0.650364812347,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,8,1,49,1,g,1,0.716835250729,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,8,2,50,4,b,1,0.466857518826,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,8,3,51,2,g,1,0.533511967049,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,8,4,52,5,r,1,0.616848996491,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,8,5,53,0,r,1,0.483746836195,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,0,red,g,9,0,54,1,b,0,0.416834700853,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,1,blue ,b,9,1,55,4,b,1,0.650198763644,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,0,blue ,r,9,2,56,5,r,1,0.633516915492,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
blue,0,green,b,9,3,57,3,b,1,0.650382773427,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
green,1,green,g,9,4,58,2,g,1,0.516867873957,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
red,1,red,r,9,5,59,0,r,1,0.50016769825,2017_Mar_31_1147,60.0010336881,Stroop,001,62,
