color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,0,red,g,0,0,0,1,r,0,1.95246385189,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,0,1,1,2,b,0,0.918092244334,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,0,2,2,3,b,1,1.11914669356,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,0,3,3,5,r,1,1.11822396785,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,0,4,4,4,b,1,1.08473752797,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,0,5,5,0,r,1,0.700971671322,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,1,0,6,0,r,1,0.55120616866,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,1,1,7,2,g,1,1.16823353764,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,1,2,8,5,r,1,1.33513481682,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,1,3,9,3,b,1,1.0515978238,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,1,4,10,4,b,1,0.818122981815,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,1,5,11,1,g,1,0.934759296564,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,2,0,12,0,r,1,0.801104686863,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,2,1,13,4,b,1,0.784305730776,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,2,2,14,3,g,0,0.817953820457,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,2,3,15,2,g,1,1.10157494343,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,2,4,16,5,r,1,1.13491235307,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,2,5,17,1,g,1,1.03468529225,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,3,0,18,4,b,1,0.934859351168,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,3,1,19,3,b,1,1.45182581607,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,3,2,20,5,r,1,1.38512906292,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,3,3,21,1,g,1,0.984708473086,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,3,4,22,2,g,1,0.901234998193,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,3,5,23,0,r,1,0.717861067125,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,4,0,24,1,g,1,0.834700495732,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,4,1,25,0,r,1,0.634354240756,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,4,2,26,4,b,1,0.734518504556,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,4,3,27,2,g,1,0.701091556548,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,4,4,28,5,r,1,1.11809987613,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,4,5,29,3,b,1,1.20171937661,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,5,0,30,2,g,1,0.934712724644,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,5,1,31,4,b,1,0.934626491391,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,5,2,32,5,r,1,1.00142600332,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,5,3,33,3,b,1,2.43613827726,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,5,4,34,0,r,1,0.834371487377,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,5,5,35,1,g,1,1.13500880211,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,6,0,36,0,r,1,0.934683279134,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,6,1,37,2,g,1,1.21831612024,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,6,2,38,1,g,1,1.38576935223,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,6,3,39,3,b,1,0.884933010006,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,6,4,40,5,r,1,0.884503045672,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,6,5,41,4,b,1,1.01811528995,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,7,0,42,1,g,1,1.43515065126,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,7,1,43,4,b,1,0.834539446922,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,7,2,44,3,b,1,1.21815356909,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,7,3,45,2,g,1,1.05178711627,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,7,4,46,0,r,1,1.86904055456,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,7,5,47,5,r,1,1.13480508732,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,8,0,48,1,g,1,1.08491420091,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,8,1,49,2,g,1,0.80119662892,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,8,2,50,5,r,1,1.13473898519,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,8,3,51,0,r,1,0.818006101239,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,8,4,52,3,b,1,1.16826268265,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,8,5,53,4,b,1,0.434251962724,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,0,green,b,9,0,54,3,b,1,0.500694222632,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,0,blue ,r,9,1,55,5,r,1,0.784528374817,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
red,1,red,r,9,2,56,0,r,1,0.617739168811,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,0,red,g,9,3,57,1,g,1,0.901429098099,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
blue,1,blue ,b,9,4,58,4,b,1,0.817915961961,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
green,1,green,g,9,5,59,2,g,1,0.86793875217,2017_Mar_31_1011,59.8857950021,Stroop,001,59,
