color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,0,green,b,0,0,0,3,b,1,1.43369469792,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,1,green,g,0,1,1,2,g,1,2.45011867298,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,1,blue ,b,0,2,2,4,b,1,1.05041081936,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,0,red,g,0,3,3,1,b,0,1.15016284317,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,0,blue ,r,0,4,4,5,r,1,2.36680601956,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,1,red,r,0,5,5,0,r,1,1.06683002913,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,1,red,r,1,0,6,0,r,1,0.466830395686,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,0,blue ,r,1,1,7,5,r,1,0.667022105248,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,1,green,g,1,2,8,2,g,1,1.2170434572,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,0,red,g,1,3,9,1,g,1,0.450178421859,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,0,green,b,1,4,10,3,b,1,0.800188777153,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,1,blue ,b,1,5,11,4,b,1,0.550174206437,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,1,green,g,2,0,12,2,g,1,0.833524248679,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,0,green,b,2,1,13,3,b,1,1.10036454146,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,1,red,r,2,2,14,0,r,1,1.23344617191,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,0,red,g,2,3,15,1,g,1,1.80015835282,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,1,blue ,b,2,4,16,4,b,1,1.05016339303,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,0,blue ,r,2,5,17,5,r,1,1.03371155955,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,1,blue ,b,3,0,18,4,b,1,1.2503265111,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,1,red,r,3,1,19,0,r,1,0.533527364489,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,0,green,b,3,2,20,3,b,1,0.900408894871,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,1,green,g,3,3,21,2,g,1,0.500223416777,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
red,0,blue ,r,3,4,22,5,r,1,0.583734744345,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,0,red,g,3,5,23,1,g,1,0.933525531611,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
blue,0,green,b,4,0,24,3,b,1,0.817048222467,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
green,0,red,g,4,1,25,1,g,1,1.05016925791,2017_Mar_31_1149,59.9948319891,Stroop,001,63,
