color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,0,blue ,r,0,0,0,5,r,1,1.11809446773,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,1,blue ,b,0,1,1,4,b,1,1.01905724534,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,0,red,g,0,2,2,1,g,1,1.10149501992,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,0,green,b,0,3,3,3,b,1,0.901278264995,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,1,green,g,0,4,4,2,g,1,1.10153197707,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,1,red,r,0,5,5,0,r,1,0.567642163893,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,1,red,r,1,0,6,0,r,1,0.634387291793,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,0,red,g,1,1,7,1,g,1,1.10115369258,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,1,green,g,1,2,8,2,g,1,0.701170278189,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,0,blue ,r,1,3,9,5,r,1,0.701129415073,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,1,blue ,b,1,4,10,4,b,1,0.700790491363,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,0,green,b,1,5,11,3,b,1,0.801223670715,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,1,green,g,2,0,12,2,g,1,0.851235644193,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,1,blue ,b,2,1,13,4,b,1,0.717390540114,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,0,green,b,2,2,14,3,b,1,0.568210642261,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,1,red,r,2,3,15,0,r,1,0.650800151343,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,0,red,g,2,4,16,1,g,1,0.68441038247,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,0,blue ,r,2,5,17,5,r,1,0.717864973121,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,0,red,g,3,0,18,1,g,1,0.817873896915,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,1,red,r,3,1,19,0,r,1,0.667494545865,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,0,green,b,3,2,20,3,b,1,0.918091042491,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
blue,1,blue ,b,3,3,21,4,b,1,0.484469153278,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
green,1,green,g,3,4,22,2,g,1,0.584357590938,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,0,blue ,r,3,5,23,5,r,1,0.417464123806,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,1,red,r,4,0,24,0,r,1,0.484313212393,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
red,0,blue ,r,4,1,25,5,r,1,0.500962837657,2017_Mar_31_1327,59.9652083959,Stroop,001,68,
