color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,0,red,g,8,1,49,1,g,1,1.06714842253,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,8,2,50,5,r,1,1.25019207672,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,8,3,51,4,b,1,0.683545839624,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,8,4,52,2,g,1,0.983551411366,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,8,5,53,3,b,1,0.833725306729,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,9,0,54,2,g,1,0.850211284473,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,9,1,55,4,b,1,0.667097617523,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,9,2,56,3,b,1,0.800214876712,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,9,3,57,1,g,1,0.816931786365,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,9,4,58,5,r,1,0.733736156893,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,9,5,59,0,r,1,0.650224187353,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
