color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,1,blue ,b,0,0,0,4,b,1,1.01683604124,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,0,1,1,1,g,1,1.26705670956,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,0,2,2,3,b,1,0.950244421314,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,0,3,3,2,g,1,1.06700289872,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,0,4,4,5,r,1,1.13353770203,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,0,5,5,0,r,1,1.06684564508,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,1,0,6,4,b,1,1.05041501776,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,1,1,7,2,g,1,0.816933252616,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,1,2,8,3,b,1,0.750221401453,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,1,3,9,1,g,1,1.41689197806,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,1,4,10,0,r,1,1.25021736929,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,1,5,11,5,r,1,0.80045350641,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,2,0,12,2,g,1,0.933516881487,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,2,1,13,1,g,1,0.733576337341,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,2,2,14,4,b,1,1.28355038498,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,2,3,15,3,b,1,0.900199627853,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,2,4,16,5,r,1,1.50039551686,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,2,5,17,0,r,1,1.2002092317,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,3,0,18,3,b,1,0.883543200442,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,3,1,19,1,g,1,1.10018415912,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,3,2,20,5,r,1,1.53357091226,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,3,3,21,2,g,1,0.933543273713,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,3,4,22,0,r,1,0.916876949137,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,3,5,23,4,b,1,0.600050365145,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,4,0,24,3,b,1,0.717107221368,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,4,1,25,4,b,1,0.600213850325,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,4,2,26,2,g,1,0.650211724336,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,4,3,27,5,r,1,0.583535795915,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,4,4,28,1,g,1,0.683745247545,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,4,5,29,0,r,1,0.583536895574,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,5,0,30,5,r,1,0.583570252464,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,5,1,31,1,g,1,1.55023393774,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,5,2,32,0,r,1,1.11685818137,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,5,3,33,2,g,1,0.717040507647,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,5,4,34,3,b,1,0.850220448396,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,5,5,35,4,b,1,0.600205419527,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,6,0,36,3,b,1,0.583539461484,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,6,1,37,0,r,1,0.883553830616,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,6,2,38,1,g,1,0.61689520377,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,6,3,39,4,b,1,0.683758443629,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,6,4,40,5,r,1,1.41688024823,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,6,5,41,2,g,1,0.61689263786,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,1,green,g,7,0,42,2,g,1,0.616879441775,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,0,green,b,7,1,43,3,b,1,0.800478798978,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
green,0,red,g,7,2,44,1,g,1,0.866936991457,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,7,3,45,0,r,1,1.15026927402,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,0,blue ,r,7,4,46,5,r,1,0.900230052241,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
blue,1,blue ,b,7,5,47,4,b,1,1.08355045825,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
red,1,red,r,8,0,48,0,r,1,0.883776698261,2017_Mar_31_1151,60.0036071523,Stroop,001,64,
