color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,1,green,g,8,2,50,2,g,1,0.634349433298,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
blue,1,blue ,b,8,3,51,4,b,1,0.851312863466,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
red,1,red,r,8,4,52,0,r,1,0.567668003845,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
red,0,blue ,r,8,5,53,5,r,1,0.667742729245,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
red,0,blue ,r,9,0,54,5,r,1,0.450926526566,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
green,1,green,g,9,1,55,2,g,1,0.56766289589,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
green,0,red,g,9,2,56,1,g,1,0.667751142289,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
blue,1,blue ,b,9,3,57,4,b,1,0.50111096655,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
blue,0,green,b,9,4,58,3,b,1,0.467402183102,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
red,1,red,r,9,5,59,0,r,1,0.651130361483,2017_Mar_31_1503,60.1448783031,Stroop,001,71,
