color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,0,blue ,r,0,0,0,5,r,1,4.50546068483,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,0,1,1,4,b,1,2.5533073289,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,0,2,2,1,g,1,1.58501740004,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,0,3,3,0,r,1,1.10179216467,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,0,4,4,2,g,1,1.80249651911,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,0,5,5,3,b,1,1.20175568794,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,1,0,6,2,g,1,1.06816781918,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,1,1,7,5,r,1,1.43529235723,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,1,2,8,0,r,1,0.668132243853,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,1,3,9,1,r,0,1.03496022115,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,1,4,10,3,b,1,1.85257022362,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,1,5,11,4,b,1,1.68565276725,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,2,0,12,4,b,1,0.951515164226,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,2,1,13,1,g,1,1.78583503049,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,2,2,14,0,r,1,1.81903091021,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,2,3,15,5,r,1,2.08617449796,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,2,4,16,2,g,1,1.10179126327,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,2,5,17,3,b,1,1.15174898761,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,3,0,18,3,b,1,1.10186487762,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,3,1,19,4,b,1,0.667904490023,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,3,2,20,0,r,1,1.23519284261,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,3,3,21,2,g,1,1.20171572594,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,3,4,22,5,r,1,1.31851771282,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,3,5,23,1,g,1,1.40203908837,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,4,0,24,4,b,1,1.05169442279,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,4,1,25,2,g,1,1.08493687492,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
