Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
59	1	1	-0.0000	0.0000	0.0000	-1	0.0000
59	1	2	-0.0000	0.0000	0.0289	-1	0.0739
59	1	3	-0.0017	0.0017	0.0635	-1	0.1337
59	1	4	-0.0056	0.0056	0.1052	-1	0.1767
59	1	5	-0.0121	0.0121	0.1498	-1	0.0523
59	1	6	-0.0157	0.0157	0.1950	-1	-0.0971
59	1	7	-0.0138	0.0138	0.2410	-1	-0.2602
59	1	8	-0.0009	0.0009	0.2939	-1	-0.2144
59	1	9	0.0140	-0.0140	0.3597	-1	-0.1422
59	1	10	0.0275	-0.0275	0.4569	-1	-0.1304
59	1	11	0.0376	-0.0376	0.5335	-1	-0.0929
59	1	12	0.0453	-0.0453	0.6006	-1	-0.0488
59	1	13	0.0482	-0.0482	0.6615	-1	-0.0215
59	1	14	0.0493	-0.0493	0.7164	-1	-0.0100
59	1	15	0.0493	-0.0493	0.7661	-1	-0.0082
59	1	16	0.0493	-0.0493	0.7970	-1	-0.0070
59	1	17	0.0493	-0.0493	0.8201	-1	-0.0062
59	1	18	0.0493	-0.0493	0.8361	-1	-0.0056
59	1	19	0.0493	-0.0493	0.8406	-1	-0.0054
59	1	20	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	21	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	22	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	23	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	24	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	25	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	26	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	27	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	28	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	29	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	30	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	31	0.0493	-0.0493	0.8430	-1	-0.0053
59	1	32	0.0493	-0.0493	0.8428	-1	-0.0054
59	1	33	0.0493	-0.0493	0.8407	-1	-0.0054
59	1	34	0.0493	-0.0493	0.8380	-1	-0.0055
59	1	35	0.0493	-0.0493	0.8348	-1	-0.0056
59	1	36	0.0493	-0.0493	0.8337	-1	-0.0057
59	1	37	0.0493	-0.0493	0.8326	-1	-0.0057
59	1	38	0.0493	-0.0493	0.8315	-1	-0.0058
59	1	39	0.0493	-0.0493	0.8305	-1	-0.0058
59	1	40	0.0493	-0.0493	0.8294	-1	-0.0058
59	1	41	0.0493	-0.0493	0.8283	-1	-0.0059
59	1	42	0.0493	-0.0493	0.8256	-1	-0.0060
59	1	43	0.0495	-0.0495	0.8231	-1	-0.0061
59	1	44	0.0504	-0.0504	0.8231	-1	-0.0062
59	1	45	0.0514	-0.0514	0.8231	-1	-0.0063
59	1	46	0.0531	-0.0531	0.8231	-1	-0.0065
59	1	47	0.0588	-0.0588	0.8231	-1	-0.0073
59	1	48	0.0658	-0.0658	0.8231	-1	-0.3740
59	1	49	0.0735	-0.0735	0.8232	-1	-0.9633
59	1	50	0.0822	-0.0822	0.8254	-1	-0.9878
59	1	51	0.0924	-0.0924	0.8270	-1	-1.0000
59	1	52	0.1039	-0.1039	0.8280	-1	-1.0000
59	1	53	0.1201	-0.1201	0.8301	-1	-1.0000
59	1	54	0.1381	-0.1381	0.8314	-1	-1.0000
59	1	55	0.1583	-0.1583	0.8314	-1	-1.0000
59	1	56	0.1877	-0.1877	0.8314	-1	-1.0000
59	1	57	0.2243	-0.2243	0.8314	-1	-1.0000
59	1	58	0.2735	-0.2735	0.8314	-1	-1.0000
59	1	59	0.3479	-0.3479	0.8347	-1	-1.0000
59	1	60	0.4345	-0.4345	0.8408	-1	-1.0000
59	1	61	0.5378	-0.5378	0.8536	-1	-1.0000
59	1	62	0.6507	-0.6507	0.8715	-1	-1.0000
59	1	63	0.7688	-0.7688	0.8918	-1	-1.0000
59	1	64	0.8894	-0.8894	0.9121	-1	-1.0000
59	1	65	0.9978	-0.9978	0.9287	-1	-1.0000
59	1	66	1.0960	-1.0960	0.9424	-1	-1.0000
59	1	67	1.1597	-1.1597	0.9521	-1	-1.0000
59	1	68	1.2084	-1.2084	0.9596	-1	-1.0000
59	1	69	1.2412	-1.2412	0.9650	-1	-1.0000
59	1	70	1.2541	-1.2541	0.9683	-1	-1.0000
59	1	71	1.2627	-1.2627	0.9711	-1	-1.0000
59	1	72	1.2666	-1.2666	0.9732	-1	-1.0000
59	1	73	1.2672	-1.2672	0.9736	-1	-1.0000
59	1	74	1.2675	-1.2675	0.9736	-1	-1.0000
59	1	75	1.2684	-1.2684	0.9736	-1	-1.0000
59	1	76	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	77	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	78	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	79	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	80	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	81	1.2687	-1.2687	0.9736	-1	-1.0000
59	1	82	1.2681	-1.2681	0.9736	-1	-1.0000
59	1	83	1.2669	-1.2669	0.9736	-1	-1.0000
59	1	84	1.2476	-1.2476	0.9736	-1	-1.0000
59	1	85	1.2233	-1.2233	0.9736	-1	-1.0000
59	1	86	1.1934	-1.1934	0.9736	-1	-1.0000
59	1	87	1.1359	-1.1359	0.9795	-1	-1.0000
59	1	88	1.0855	-1.0855	0.9855	-1	-1.0000
59	1	89	1.0507	-1.0507	0.9908	-1	-1.0000
59	1	90	1.0264	-1.0264	0.9962	-1	-1.0000
59	1	91	1.0085	-1.0085	1.0000	-1	-1.0000
59	1	92	1.0018	-1.0018	1.0000	-1	-1.0000
59	1	93	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	94	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	95	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	96	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	97	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	98	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	99	1.0000	-1.0000	1.0000	-1	-1.0000
59	1	100	1.0000	-1.0000	1.0000	-1	-1.0000
59	2	1	0.0000	0.0000	0.0000	-1	-0.3451
59	2	2	0.0160	-0.0160	0.0575	-1	-0.3300
59	2	3	0.0339	-0.0339	0.1235	-1	-0.3167
59	2	4	0.0583	-0.0583	0.2177	-1	-0.3094
59	2	5	0.0787	-0.0787	0.2970	-1	-0.3112
59	2	6	0.0947	-0.0947	0.3590	-1	-0.3236
59	2	7	0.1124	-0.1124	0.4215	-1	-0.2824
59	2	8	0.1309	-0.1309	0.4844	-1	-0.2177
59	2	9	0.1408	-0.1408	0.5364	-1	-0.1822
