Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
52	1	1	0.0000	0.0000	0.0000	-1	0.0000
52	1	2	0.0501	-0.0501	0.0425	-1	-0.5556
52	1	3	0.0967	-0.0967	0.0813	-1	-0.9970
52	1	4	0.1291	-0.1291	0.1048	-1	-0.9820
52	1	5	0.1535	-0.1535	0.1243	-1	-0.9450
52	1	6	0.1660	-0.1660	0.1379	-1	-0.8750
52	1	7	0.1767	-0.1767	0.1509	-1	-0.8202
52	1	8	0.1861	-0.1861	0.1636	-1	-0.7756
52	1	9	0.1921	-0.1921	0.1726	-1	-0.6627
52	1	10	0.1974	-0.1974	0.1808	-1	-0.5327
52	1	11	0.1984	-0.1984	0.1835	-1	-0.5324
52	1	12	0.1997	-0.1997	0.1868	-1	-0.5516
52	1	13	0.2018	-0.2018	0.1922	-1	-0.6493
52	1	14	0.2034	-0.2034	0.1962	-1	-0.7412
52	1	15	0.2045	-0.2045	0.1980	-1	-0.8243
52	1	16	0.2061	-0.2061	0.2003	-1	-0.8575
52	1	17	0.2082	-0.2082	0.2030	-1	-0.8573
52	1	18	0.2103	-0.2103	0.2058	-1	-0.5287
52	1	19	0.2124	-0.2124	0.2085	-1	-0.1180
52	1	20	0.2124	-0.2124	0.2094	-1	-0.1179
52	1	21	0.2124	-0.2124	0.2106	-1	-0.2159
52	1	22	0.2124	-0.2124	0.2134	-1	-0.7059
52	1	23	0.2128	-0.2128	0.2153	-1	-0.8040
52	1	24	0.2139	-0.2139	0.2163	-1	-0.3142
52	1	25	0.2143	-0.2143	0.2172	-1	-0.1181
52	1	26	0.2143	-0.2143	0.2181	-1	-0.1180
52	1	27	0.2143	-0.2143	0.2182	-1	-0.1180
52	1	28	0.2143	-0.2143	0.2182	-1	-0.1180
52	1	29	0.2143	-0.2143	0.2182	-1	-0.1180
52	1	30	0.2143	-0.2143	0.2182	-1	-0.1180
52	1	31	0.2143	-0.2143	0.2182	-1	-0.1180
52	1	32	0.2143	-0.2143	0.2182	-5.555556e-01	-0.1180
52	1	33	0.2143	-0.2143	0.2182	5.555556e-01	-0.1180
52	1	34	0.2143	-0.2143	0.2188	1	0.2547
52	1	35	0.2143	-0.2143	0.2197	1	0.8758
52	1	36	0.2009	-0.2009	0.2242	1	1.0000
52	1	37	0.1842	-0.1842	0.2296	1	1.0000
52	1	38	0.1602	-0.1602	0.2414	1	1.0000
52	1	39	0.1332	-0.1332	0.2546	1	1.0000
