Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
13	1	1	-0.0000	0.0000	0.0000	1	0.7316
13	1	2	-0.0181	0.0181	0.0279	1	0.7917
13	1	3	-0.0339	0.0339	0.0500	1	0.7605
13	1	4	-0.0464	0.0464	0.0681	1	0.7354
13	1	5	-0.0554	0.0554	0.0819	1	0.7280
13	1	6	-0.0618	0.0618	0.0917	1	0.5879
13	1	7	-0.0669	0.0669	0.1026	1	0.4325
13	1	8	-0.0712	0.0712	0.1150	1	0.4405
13	1	9	-0.0741	0.0741	0.1233	1	0.5329
13	1	10	-0.0781	0.0781	0.1326	1	0.6098
13	1	11	-0.0833	0.0833	0.1419	1	0.3282
13	1	12	-0.0846	0.0846	0.1473	1	0.3246
13	1	13	-0.0859	0.0859	0.1526	1	0.1076
13	1	14	-0.0862	0.0862	0.1599	1	0.2366
13	1	15	-0.0870	0.0870	0.1662	1	0.1623
13	1	16	-0.0876	0.0876	0.1737	1	0.1374
13	1	17	-0.0882	0.0882	0.1824	1	0.2785
13	1	18	-0.0899	0.0899	0.1908	1	0.3679
13	1	19	-0.0925	0.0925	0.1998	1	0.4011
13	1	20	-0.0951	0.0951	0.2078	1	0.4127
13	1	21	-0.0976	0.0976	0.2158	1	0.5502
13	1	22	-0.1015	0.1015	0.2238	1	0.5864
13	1	23	-0.1087	0.1087	0.2375	1	0.7101
13	1	24	-0.1165	0.1165	0.2491	1	0.6391
13	1	25	-0.1242	0.1242	0.2623	1	0.6286
13	1	26	-0.1326	0.1326	0.2770	1	0.6877
13	1	27	-0.1422	0.1422	0.2916	1	0.6562
13	1	28	-0.1518	0.1518	0.3066	1	0.5571
13	1	29	-0.1595	0.1595	0.3223	1	0.5966
13	1	30	-0.1675	0.1675	0.3371	1	0.6538
13	1	31	-0.1778	0.1778	0.3530	1	0.4654
13	1	32	-0.1856	0.1856	0.3728	1	0.4557
13	1	33	-0.1934	0.1934	0.3928	1	0.4521
13	1	34	-0.2011	0.2011	0.4127	1	0.4025
13	1	35	-0.2097	0.2097	0.4385	1	0.2538
13	1	36	-0.2147	0.2147	0.4616	1	0.1804
13	1	37	-0.2166	0.2166	0.4800	1	0.2350
13	1	38	-0.2195	0.2195	0.4991	1	0.2708
13	1	39	-0.2232	0.2232	0.5162	1	0.2291
13	1	40	-0.2257	0.2257	0.5321	1	0.2313
13	1	41	-0.2283	0.2283	0.5467	1	0.1484
13	1	42	-0.2297	0.2297	0.5638	1	0.1462
13	1	43	-0.2310	0.2310	0.5800	1	0.0515
13	1	44	-0.2304	0.2304	0.5999	1	-0.0448
13	1	45	-0.2283	0.2283	0.6170	1	0.0008
13	1	46	-0.2270	0.2270	0.6357	1	0.0629
13	1	47	-0.2270	0.2270	0.6536	1	0.0907
13	1	48	-0.2274	0.2274	0.6646	1	0.1869
13	1	49	-0.2289	0.2289	0.6759	1	0.2703
13	1	50	-0.2313	0.2313	0.6837	1	0.0682
13	1	51	-0.2313	0.2313	0.6876	1	0.2920
13	1	52	-0.2325	0.2325	0.6916	1	0.0923
13	1	53	-0.2328	0.2328	0.6967	1	0.3210
13	1	54	-0.2337	0.2337	0.7001	1	0.1797
