date, psychopy_version, exp_version, face_version, house_version, subject, block, trial, image, actual_val, input_val, rt, error, total_error, accuracy, min_accuracy
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,1,0,faceMorph034.jpg,-0.32,-0.08,4.754,0.24,0.24,76.00,70.00
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,1,1,houseMorph042.jpg,0.16,-0.05,3.364,0.21,0.45,77.50,70.00
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,1,2,faceMorph023.jpg,-0.54,0.00,7.235,0.54,0.99,67.00,70.00
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,2,0,faceMorph077.jpg,0.54,0.80,3.321,0.26,0.26,74.00,70.00
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,2,1,houseMorph089.jpg,-0.78,-0.76,2.718,0.02,0.28,86.00,70.00
2019_Mar_13_0134,3.0.2,3.1.0,0,1,999,2,2,faceMorph087.jpg,0.74,0.88,2.821,0.14,0.42,86.00,70.00
