date, psychopy_version, exp_version, face_version, house_version, left, subject, block, trial, rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.687,2,0,1.04,faceMorph069.jpg,0.38,0.10,0.04,houseMorph000.jpg,1.00,1.00,1.00,0,0.617,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.687,2,0,1.04,faceMorph069.jpg,0.38,0.10,0.04,houseMorph000.jpg,1.00,1.00,1.00,1,0.803,left,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.687,2,0,1.04,faceMorph069.jpg,0.38,0.10,0.04,houseMorph000.jpg,1.00,1.00,1.00,2,0.189,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.687,2,0,1.04,faceMorph069.jpg,0.38,0.10,0.04,houseMorph000.jpg,1.00,1.00,1.00,3,1.060,right,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.687,2,0,1.04,faceMorph069.jpg,0.38,0.10,0.04,houseMorph000.jpg,1.00,1.00,1.00,4,0.018,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.070,0,0,0.27,faceMorph040.jpg,-0.20,0.10,-0.02,houseMorph021.jpg,0.58,0.50,0.29,0,0.450,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.070,0,0,0.27,faceMorph040.jpg,-0.20,0.10,-0.02,houseMorph021.jpg,0.58,0.50,0.29,1,0.637,left,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.070,0,0,0.27,faceMorph040.jpg,-0.20,0.10,-0.02,houseMorph021.jpg,0.58,0.50,0.29,2,0.165,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.070,0,0,0.27,faceMorph040.jpg,-0.20,0.10,-0.02,houseMorph021.jpg,0.58,0.50,0.29,3,0.718,right,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.070,0,0,0.27,faceMorph040.jpg,-0.20,0.10,-0.02,houseMorph021.jpg,0.58,0.50,0.29,4,0.099,weights,5,0.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.105,1,1,0.50,faceMorph078.jpg,0.56,1.00,0.56,houseMorph053.jpg,-0.06,1.00,-0.06,0,0.367,weights,5,0.33,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.105,1,1,0.50,faceMorph078.jpg,0.56,1.00,0.56,houseMorph053.jpg,-0.06,1.00,-0.06,1,0.700,left,5,0.33,0
