date, psychopy_version, exp_version, face_version, house_version, left, subject, block, trial, rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,0,2.954,0,1,-2.14,faceMorph016.jpg,-0.68,3.00,-2.04,houseMorph065.jpg,-0.30,0.33,-0.10,0,1.216,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,0,2.954,0,1,-2.14,faceMorph016.jpg,-0.68,3.00,-2.04,houseMorph065.jpg,-0.30,0.33,-0.10,1,0.884,left,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,0,2.954,0,1,-2.14,faceMorph016.jpg,-0.68,3.00,-2.04,houseMorph065.jpg,-0.30,0.33,-0.10,2,0.153,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,0,2.954,0,1,-2.14,faceMorph016.jpg,-0.68,3.00,-2.04,houseMorph065.jpg,-0.30,0.33,-0.10,3,0.584,right,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,0,2.954,0,1,-2.14,faceMorph016.jpg,-0.68,3.00,-2.04,houseMorph065.jpg,-0.30,0.33,-0.10,4,0.117,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,1,2.450,1,1,2.16,faceMorph084.jpg,0.68,1.00,0.68,houseMorph013.jpg,0.74,2.00,1.48,0,0.450,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,1,2.450,1,1,2.16,faceMorph084.jpg,0.68,1.00,0.68,houseMorph013.jpg,0.74,2.00,1.48,1,0.751,left,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,1,2.450,1,1,2.16,faceMorph084.jpg,0.68,1.00,0.68,houseMorph013.jpg,0.74,2.00,1.48,2,0.150,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,1,2.450,1,1,2.16,faceMorph084.jpg,0.68,1.00,0.68,houseMorph013.jpg,0.74,2.00,1.48,3,0.984,right,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,1,2.450,1,1,2.16,faceMorph084.jpg,0.68,1.00,0.68,houseMorph013.jpg,0.74,2.00,1.48,4,0.117,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,2,2.150,0,1,-3.06,faceMorph047.jpg,-0.06,1.00,-0.06,houseMorph100.jpg,-1.00,3.00,-3.00,0,0.467,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,2,2.150,0,1,-3.06,faceMorph047.jpg,-0.06,1.00,-0.06,houseMorph100.jpg,-1.00,3.00,-3.00,1,0.551,left,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,2,2.150,0,1,-3.06,faceMorph047.jpg,-0.06,1.00,-0.06,houseMorph100.jpg,-1.00,3.00,-3.00,2,0.165,weights,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,2,2.150,0,1,-3.06,faceMorph047.jpg,-0.06,1.00,-0.06,houseMorph100.jpg,-1.00,3.00,-3.00,3,0.800,right,5,1.00,0
2019_Mar_13_0054,3.0.2,3.1.0,0,1,face,999,0,2,2.150,0,1,-3.06,faceMorph047.jpg,-0.06,1.00,-0.06,houseMorph100.jpg,-1.00,3.00,-3.00,4,0.167,weights,5,1.00,0
