date, psychopy_version, exp_version, face_version, house_version, subject, block, trial, image, actual_val, input_val, rt, error, total_error, accuracy, min_accuracy
2019_May_14_1607,3.0.2,3.1.1,0,1,999,1,0,faceMorph030.jpg,-0.40,-0.33,7.461,0.07,0.07,93.00,70.00
2019_May_14_1607,3.0.2,3.1.1,0,1,999,1,1,houseMorph003.jpg,0.94,0.90,3.237,0.04,0.11,94.50,70.00
2019_May_14_1607,3.0.2,3.1.1,0,1,999,1,2,faceMorph075.jpg,0.50,0.22,3.621,0.28,0.39,87.00,70.00
