date, psychopy_version, exp_version, face_version, house_version, left, subject, block, trial, rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, payout
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.420,0,1,-0.68,faceMorph028.jpg,-0.44,2.00,-0.88,houseMorph019.jpg,0.62,0.33,0.20,0,0.832,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.420,0,1,-0.68,faceMorph028.jpg,-0.44,2.00,-0.88,houseMorph019.jpg,0.62,0.33,0.20,1,0.784,left,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.420,0,1,-0.68,faceMorph028.jpg,-0.44,2.00,-0.88,houseMorph019.jpg,0.62,0.33,0.20,2,0.182,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.420,0,1,-0.68,faceMorph028.jpg,-0.44,2.00,-0.88,houseMorph019.jpg,0.62,0.33,0.20,3,0.521,right,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,0,2.420,0,1,-0.68,faceMorph028.jpg,-0.44,2.00,-0.88,houseMorph019.jpg,0.62,0.33,0.20,4,0.100,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.588,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,0,0.572,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.588,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,1,0.715,left,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.588,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,2,0.249,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.588,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,3,0.934,right,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,1,2.588,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,4,0.117,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.300,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,0,0.450,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.300,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,1,0.764,left,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.300,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,2,0.102,weights,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.300,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,3,0.850,right,5,1.00,0
2019_Mar_13_0105,3.0.2,3.1.0,0,1,face,999,0,2,2.300,1,1,0.21,faceMorph044.jpg,-0.12,0.33,-0.04,houseMorph012.jpg,0.76,0.33,0.25,4,0.133,weights,5,1.00,0
