date, psychopy_version, exp_version, face_version, house_version, subject, block, trial, image, actual_val, input_val, rt, error, total_error, accuracy, min_accuracy
2019_Feb_19_2342,3.0.2,3.0.2,0,1,999,1,0,faceMorph052.jpg,0.04,0.35,3.978,0.31,0.31,69.00,1.00
2019_Feb_19_2342,3.0.2,3.0.2,0,1,999,1,1,houseMorph042.jpg,0.16,-0.10,3.935,0.26,0.57,71.50,1.00
2019_Feb_19_2342,3.0.2,3.0.2,0,1,999,1,2,faceMorph011.jpg,-0.78,-0.90,4.733,0.12,0.69,77.00,1.00
