date, psychopy_version, exp_version, face_version, house_version, left, subject, block, condition, trial, rt, stim_start_rt, response, correct, summed_val_total, face_image, face_val_base, face_mult, face_val_total, house_image, house_val_base, house_mult, house_val_total, fix_num, fix_rt, fix_stim, fix_num_total, accuracy, trial_time, payout
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,30,1.685,1.217,1,1,0.97,faceMorph100.jpg,1.00,1.00,1.00,houseMorph064.jpg,-0.28,0.10,-0.03,2,0.133,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,30,1.685,1.217,1,1,0.97,faceMorph100.jpg,1.00,1.00,1.00,houseMorph064.jpg,-0.28,0.10,-0.03,3,0.267,right,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,30,1.685,1.217,1,1,0.97,faceMorph100.jpg,1.00,1.00,1.00,houseMorph064.jpg,-0.28,0.10,-0.03,4,0.117,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,31,2.851,1.734,1,1,0.72,faceMorph080.jpg,0.60,2.00,1.20,houseMorph058.jpg,-0.16,3.00,-0.48,0,1.117,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,31,2.851,1.734,1,1,0.72,faceMorph080.jpg,0.60,2.00,1.20,houseMorph058.jpg,-0.16,3.00,-0.48,1,0.801,right,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,31,2.851,1.734,1,1,0.72,faceMorph080.jpg,0.60,2.00,1.20,houseMorph058.jpg,-0.16,3.00,-0.48,2,0.133,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,31,2.851,1.734,1,1,0.72,faceMorph080.jpg,0.60,2.00,1.20,houseMorph058.jpg,-0.16,3.00,-0.48,3,0.683,left,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,31,2.851,1.734,1,1,0.72,faceMorph080.jpg,0.60,2.00,1.20,houseMorph058.jpg,-0.16,3.00,-0.48,4,0.117,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,32,2.268,1.551,0,1,-0.28,faceMorph058.jpg,0.16,1.00,0.16,houseMorph072.jpg,-0.44,1.00,-0.44,0,0.717,weights,5,0.89,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,32,2.268,1.551,0,1,-0.28,faceMorph058.jpg,0.16,1.00,0.16,houseMorph072.jpg,-0.44,1.00,-0.44,1,0.651,left,5,0.89,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,32,2.268,1.551,0,1,-0.28,faceMorph058.jpg,0.16,1.00,0.16,houseMorph072.jpg,-0.44,1.00,-0.44,2,0.100,weights,5,0.89,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,32,2.268,1.551,0,1,-0.28,faceMorph058.jpg,0.16,1.00,0.16,houseMorph072.jpg,-0.44,1.00,-0.44,3,0.717,right,5,0.89,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,10,Low Time Pressure,32,2.268,1.551,0,1,-0.28,faceMorph058.jpg,0.16,1.00,0.16,houseMorph072.jpg,-0.44,1.00,-0.44,4,0.083,weights,5,0.89,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,33,2.485,1.317,0,1,-0.28,faceMorph029.jpg,-0.42,1.00,-0.42,houseMorph043.jpg,0.14,1.00,0.14,0,1.168,weights,5,0.89,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,33,2.485,1.317,0,1,-0.28,faceMorph029.jpg,-0.42,1.00,-0.42,houseMorph043.jpg,0.14,1.00,0.14,1,0.450,left,5,0.89,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,33,2.485,1.317,0,1,-0.28,faceMorph029.jpg,-0.42,1.00,-0.42,houseMorph043.jpg,0.14,1.00,0.14,2,0.100,weights,5,0.89,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,33,2.485,1.317,0,1,-0.28,faceMorph029.jpg,-0.42,1.00,-0.42,houseMorph043.jpg,0.14,1.00,0.14,3,0.534,right,5,0.89,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,33,2.485,1.317,0,1,-0.28,faceMorph029.jpg,-0.42,1.00,-0.42,houseMorph043.jpg,0.14,1.00,0.14,4,0.234,weights,5,0.89,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,34,2.151,1.267,0,1,-0.98,faceMorph002.jpg,-0.96,1.00,-0.96,houseMorph051.jpg,-0.02,1.00,-0.02,0,0.884,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,34,2.151,1.267,0,1,-0.98,faceMorph002.jpg,-0.96,1.00,-0.96,houseMorph051.jpg,-0.02,1.00,-0.02,1,0.367,left,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,34,2.151,1.267,0,1,-0.98,faceMorph002.jpg,-0.96,1.00,-0.96,houseMorph051.jpg,-0.02,1.00,-0.02,2,0.199,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,34,2.151,1.267,0,1,-0.98,faceMorph002.jpg,-0.96,1.00,-0.96,houseMorph051.jpg,-0.02,1.00,-0.02,3,0.601,right,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,34,2.151,1.267,0,1,-0.98,faceMorph002.jpg,-0.96,1.00,-0.96,houseMorph051.jpg,-0.02,1.00,-0.02,4,0.100,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,35,1.735,0.834,1,1,8.70,faceMorph096.jpg,0.92,10.00,9.20,houseMorph100.jpg,-1.00,0.50,-0.50,0,0.901,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,35,1.735,0.834,1,1,8.70,faceMorph096.jpg,0.92,10.00,9.20,houseMorph100.jpg,-1.00,0.50,-0.50,1,0.584,left,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,35,1.735,0.834,1,1,8.70,faceMorph096.jpg,0.92,10.00,9.20,houseMorph100.jpg,-1.00,0.50,-0.50,2,0.100,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,35,1.735,0.834,1,1,8.70,faceMorph096.jpg,0.92,10.00,9.20,houseMorph100.jpg,-1.00,0.50,-0.50,3,0.117,right,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,11,High Time Pressure,35,1.735,0.834,1,1,8.70,faceMorph096.jpg,0.92,10.00,9.20,houseMorph100.jpg,-1.00,0.50,-0.50,4,0.033,weights,5,0.90,1.75,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,36,1.600,1.182,0,0,0.74,faceMorph000.jpg,-1.00,0.10,-0.10,houseMorph008.jpg,0.84,1.00,0.84,0,0.418,weights,5,0.87,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,36,1.600,1.182,0,0,0.74,faceMorph000.jpg,-1.00,0.10,-0.10,houseMorph008.jpg,0.84,1.00,0.84,1,0.316,left,5,0.87,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,36,1.600,1.182,0,0,0.74,faceMorph000.jpg,-1.00,0.10,-0.10,houseMorph008.jpg,0.84,1.00,0.84,2,0.166,weights,5,0.87,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,36,1.600,1.182,0,0,0.74,faceMorph000.jpg,-1.00,0.10,-0.10,houseMorph008.jpg,0.84,1.00,0.84,3,0.634,right,5,0.87,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,36,1.600,1.182,0,0,0.74,faceMorph000.jpg,-1.00,0.10,-0.10,houseMorph008.jpg,0.84,1.00,0.84,4,0.066,weights,5,0.87,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,37,2.132,1.433,0,1,-0.05,faceMorph065.jpg,0.30,0.10,0.03,houseMorph088.jpg,-0.76,0.10,-0.08,0,0.699,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,37,2.132,1.433,0,1,-0.05,faceMorph065.jpg,0.30,0.10,0.03,houseMorph088.jpg,-0.76,0.10,-0.08,1,0.500,left,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,37,2.132,1.433,0,1,-0.05,faceMorph065.jpg,0.30,0.10,0.03,houseMorph088.jpg,-0.76,0.10,-0.08,2,0.099,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,37,2.132,1.433,0,1,-0.05,faceMorph065.jpg,0.30,0.10,0.03,houseMorph088.jpg,-0.76,0.10,-0.08,3,0.717,right,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,37,2.132,1.433,0,1,-0.05,faceMorph065.jpg,0.30,0.10,0.03,houseMorph088.jpg,-0.76,0.10,-0.08,4,0.117,weights,5,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,38,1.617,0.735,1,1,9.26,faceMorph099.jpg,0.98,10.00,9.80,houseMorph059.jpg,-0.18,3.00,-0.54,0,0.883,weights,3,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,38,1.617,0.735,1,1,9.26,faceMorph099.jpg,0.98,10.00,9.80,houseMorph059.jpg,-0.18,3.00,-0.54,1,0.635,left,3,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,12,Low Time Pressure,38,1.617,0.735,1,1,9.26,faceMorph099.jpg,0.98,10.00,9.80,houseMorph059.jpg,-0.18,3.00,-0.54,2,0.100,weights,3,0.88,3.50,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,39,2.134,1.434,1,1,0.09,faceMorph072.jpg,0.44,0.10,0.04,houseMorph029.jpg,0.42,0.10,0.04,0,0.700,weights,5,0.88,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,39,2.134,1.434,1,1,0.09,faceMorph072.jpg,0.44,0.10,0.04,houseMorph029.jpg,0.42,0.10,0.04,1,0.467,left,5,0.88,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,39,2.134,1.434,1,1,0.09,faceMorph072.jpg,0.44,0.10,0.04,houseMorph029.jpg,0.42,0.10,0.04,2,0.217,weights,5,0.88,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,39,2.134,1.434,1,1,0.09,faceMorph072.jpg,0.44,0.10,0.04,houseMorph029.jpg,0.42,0.10,0.04,3,0.665,right,5,0.88,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,39,2.134,1.434,1,1,0.09,faceMorph072.jpg,0.44,0.10,0.04,houseMorph029.jpg,0.42,0.10,0.04,4,0.085,weights,5,0.88,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,40,2.369,1.551,1,1,0.72,faceMorph060.jpg,0.20,1.00,0.20,houseMorph024.jpg,0.52,1.00,0.52,0,0.818,weights,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,40,2.369,1.551,1,1,0.72,faceMorph060.jpg,0.20,1.00,0.20,houseMorph024.jpg,0.52,1.00,0.52,1,0.700,left,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,40,2.369,1.551,1,1,0.72,faceMorph060.jpg,0.20,1.00,0.20,houseMorph024.jpg,0.52,1.00,0.52,2,0.149,weights,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,40,2.369,1.551,1,1,0.72,faceMorph060.jpg,0.20,1.00,0.20,houseMorph024.jpg,0.52,1.00,0.52,3,0.649,right,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,40,2.369,1.551,1,1,0.72,faceMorph060.jpg,0.20,1.00,0.20,houseMorph024.jpg,0.52,1.00,0.52,4,0.052,weights,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,41,2.649,1.899,0,1,-9.00,faceMorph020.jpg,-0.60,2.00,-1.20,houseMorph089.jpg,-0.78,10.00,-7.80,0,0.750,weights,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,41,2.649,1.899,0,1,-9.00,faceMorph020.jpg,-0.60,2.00,-1.20,houseMorph089.jpg,-0.78,10.00,-7.80,1,0.267,left,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,41,2.649,1.899,0,1,-9.00,faceMorph020.jpg,-0.60,2.00,-1.20,houseMorph089.jpg,-0.78,10.00,-7.80,2,0.117,weights,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,41,2.649,1.899,0,1,-9.00,faceMorph020.jpg,-0.60,2.00,-1.20,houseMorph089.jpg,-0.78,10.00,-7.80,3,1.266,right,5,0.89,20.00,14
2019_May_14_1618,3.0.2,3.1.1,0,1,face,999,13,No Time Pressure,41,2.649,1.899,0,1,-9.00,faceMorph020.jpg,-0.60,2.00,-1.20,houseMorph089.jpg,-0.78,10.00,-7.80,4,0.249,weights,5,0.89,20.00,14
