Subject	Block	Trial	Attribute	Food	Rating	RT
43.0000	1.0000	1.0000	Liking	Caramilk_5_2bars.jpg	6.0000	8.0648
43.0000	1.0000	2.0000	Liking	Cheetos_6_2c.jpg	5.0000	4.4233
43.0000	1.0000	3.0000	Liking	PCChipCookie_5_4cookie.jpg	4.0000	2.5846
43.0000	1.0000	4.0000	Liking	CornFlakes_6_2cups.jpg	2.0000	3.2757
43.0000	1.0000	5.0000	Liking	SunChips_2_3Chips.jpg	4.0000	3.1337
43.0000	1.0000	6.0000	Liking	FrozenPeaches_5_1.5Cups.jpg	3.0000	5.3218
43.0000	1.0000	7.0000	Liking	WaterChestnuts_5_0.5can.jpg	2.0000	5.6710
43.0000	1.0000	8.0000	Liking	GreenPepper_2_2pc.jpg	1.0000	3.5649
43.0000	1.0000	9.0000	Liking	DriedApricots_2_2.jpg	3.0000	4.5987
43.0000	1.0000	10.0000	Liking	AllBranBar_1_.25bar.jpg	3.0000	2.7449
43.0000	1.0000	11.0000	Liking	CannedArtichoke_2_2.jpg	1.0000	4.1256
43.0000	1.0000	12.0000	Liking	IceCreamVanilla_4_3scoops.jpg	6.0000	3.0830
43.0000	1.0000	13.0000	Liking	ClifBar_4_2bars.jpg	4.0000	5.4578
43.0000	1.0000	14.0000	Liking	AppleChips_2_3chips.jpg	4.0000	7.4545
43.0000	1.0000	15.0000	Liking	EnglishCucumber_5_0.5cuc.JPG	3.0000	1.7589
43.0000	1.0000	16.0000	Liking	Cheerios_5_2c.jpg	2.0000	3.3678
43.0000	1.0000	17.0000	Liking	Caramilk_2_2pc.jpg	6.0000	2.3154
43.0000	1.0000	18.0000	Liking	OatBran_4_1bowl.jpg	3.0000	5.2486
43.0000	1.0000	19.0000	Liking	Skittles_6_0.75pack.jpg	5.0000	3.3128
43.0000	1.0000	20.0000	Liking	Orange_1_0.25orange.jpg	4.0000	2.1188
43.0000	1.0000	21.0000	Liking	OikosYogurt_3_2spoonfuls.jpg	3.0000	5.2604
43.0000	1.0000	22.0000	Liking	Prunes_2_3.jpg	1.0000	1.4201
43.0000	1.0000	23.0000	Liking	Almonds_4_40.jpg	3.0000	1.7813
43.0000	1.0000	24.0000	Liking	Bananas_3_1.jpg	3.0000	1.7997
43.0000	1.0000	25.0000	Liking	Skittles_3_14pieces.jpg	4.0000	1.3618
43.0000	1.0000	26.0000	Liking	Mentos_2_3pc.jpg	5.0000	1.2138
43.0000	1.0000	27.0000	Liking	HoneyNutCheerios_5_2cup.jpg	3.0000	2.6839
43.0000	1.0000	28.0000	Liking	IceCreamChocolate_4_3scoops.jpg	6.0000	2.6104
43.0000	1.0000	29.0000	Liking	Smartfood_2_8Chips.jpg	5.0000	2.5819
43.0000	1.0000	30.0000	Liking	RedPepper_2_2pc.jpg	2.0000	2.0954
43.0000	1.0000	31.0000	Liking	Nutella_1_0.5spoon.jpg	4.0000	2.2860
43.0000	1.0000	32.0000	Liking	GreenGrapes_1_1.jpg	4.0000	3.9092
43.0000	1.0000	33.0000	Liking	PopTartStrawberry_2_0.5tart.jpg	5.0000	1.9708
43.0000	1.0000	34.0000	Liking	AlmondMilk_2_0.25glass.jpg	4.0000	7.3422
43.0000	1.0000	35.0000	Liking	Orange_5_2orange.jpg	4.0000	3.0271
43.0000	1.0000	36.0000	Liking	CoffeeCrisp_1_0.25bar.jpg	6.0000	1.6447
43.0000	1.0000	37.0000	Liking	SlimStyles_2_2Tbsp.jpg	5.0000	3.2933
43.0000	1.0000	38.0000	Liking	Reese_4_5Cup.jpg	6.0000	1.3079
43.0000	1.0000	39.0000	Liking	Doritos_5_20chips.jpg	6.0000	1.6159
43.0000	1.0000	40.0000	Liking	SunChips_4_20Chips.jpg	5.0000	0.7799
43.0000	1.0000	41.0000	Liking	IceCreamVanilla_1_2tsp.jpg	6.0000	1.0473
43.0000	1.0000	42.0000	Liking	GreenBeans_4_.5pck.jpg	3.0000	1.3161
43.0000	1.0000	43.0000	Liking	OatBran_2_2T.jpg	1.0000	2.6176
43.0000	1.0000	44.0000	Liking	Pringles_5_40Chips.jpg	4.0000	5.3218
43.0000	1.0000	45.0000	Liking	OatmealSquares_7_2Cups.jpg	4.0000	2.4603
43.0000	1.0000	46.0000	Liking	HoneyNutCheerios_2_2tbsp.jpg	3.0000	3.1772
43.0000	1.0000	47.0000	Liking	ProMax_4_1bar.jpg	4.0000	2.0431
43.0000	1.0000	48.0000	Liking	BabyFoodSweetPotatos_5_1jar.jpg	4.0000	1.7320
43.0000	1.0000	49.0000	Liking	FrozenPeaches_2_3Slices.jpg	4.0000	1.8159
43.0000	1.0000	50.0000	Liking	VegetableThins_5_25Chips.jpg	4.0000	3.8091
43.0000	1.0000	51.0000	Liking	Spinach_2_.5c.jpg	2.0000	1.7538
43.0000	1.0000	52.0000	Liking	BrusselsSprouts_2_3.jpg	1.0000	1.7181
43.0000	1.0000	53.0000	Liking	Tempeh_4_.5pack.jpg	2.0000	4.4913
43.0000	1.0000	54.0000	Liking	SpeltCakes_2_0.5.jpg	3.0000	4.9861
43.0000	1.0000	55.0000	Liking	WelchsFruitSnacks_1_1bag.jpg	5.0000	1.7888
43.0000	1.0000	56.0000	Liking	RiceKrispiesCereal_7_2cups.jpg	4.0000	1.0074
43.0000	1.0000	57.0000	Liking	Avocado_5_1avacado.jpg	3.0000	1.4097
