Subject	Trial	TimePt	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
18	1	1	0.0000	0.0000	0.0000	1	0.3663
18	1	2	0.0234	0.0234	0.0789	1	0.3325
18	1	3	0.0376	0.0376	0.1316	1	0.3197
18	1	4	0.0462	0.0462	0.1645	1	0.1873
18	1	5	0.0516	0.0516	0.2057	1	0.2176
18	1	6	0.0552	0.0552	0.2343	1	0.2098
18	1	7	0.0575	0.0575	0.2476	1	0.2050
18	1	8	0.0594	0.0594	0.2607	1	0.3020
18	1	9	0.0617	0.0617	0.2696	1	0.3012
18	1	10	0.0617	0.0617	0.2696	1	0.2767
18	1	11	0.0617	0.0617	0.2696	1	0.0341
18	1	12	0.0617	0.0617	0.2710	1	0.0313
18	1	13	0.0617	0.0617	0.2712	1	0.0313
18	1	14	0.0617	0.0617	0.2712	1	0.0313
18	1	15	0.0617	0.0617	0.2712	1	0.0313
18	1	16	0.0617	0.0617	0.2712	1	0.0313
18	1	17	0.0617	0.0617	0.2712	1	0.4031
18	1	18	0.0631	0.0631	0.2720	1	1.0000
18	1	19	0.0704	0.0704	0.2757	1	1.0000
18	1	20	0.0890	0.0890	0.2824	1	1.0000
18	1	21	0.1036	0.1036	0.2852	1	1.0000
18	1	22	0.1053	0.1053	0.2853	1	1.0000
18	1	23	0.1055	0.1055	0.2853	1	1.0000
18	1	24	0.1055	0.1055	0.2853	1	1.0000
18	1	25	0.1055	0.1055	0.2853	1	1.0000
18	1	26	0.1055	0.1055	0.2853	1	1.0000
18	1	27	0.1055	0.1055	0.2853	1	1.0000
18	1	28	0.1060	0.1060	0.2853	1	1.0000
18	1	29	0.1083	0.1083	0.2853	1	1.0000
18	1	30	0.1142	0.1142	0.2853	1	1.0000
18	1	31	0.1215	0.1215	0.2853	1	1.0000
18	1	32	0.1387	0.1387	0.2948	1	0.9863
18	1	33	0.1711	0.1711	0.3215	1	0.9963
18	1	34	0.2744	0.2744	0.3939	1	1.0000
18	1	35	0.4739	0.4739	0.5372	1	1.0000
18	1	36	0.7267	0.7267	0.7140	1	1.0000
18	1	37	1.0059	1.0059	0.9041	1	1.0000
18	1	38	1.2438	1.2438	1.0690	1	1.0000
18	1	39	1.3126	1.3126	1.1211	1	1.0000
18	1	40	1.3345	1.3345	1.1396	1	1.0000
18	1	41	1.3360	1.3360	1.1410	1	1.0000
18	1	42	1.3360	1.3360	1.1411	1	1.0000
18	1	43	1.3360	1.3360	1.1423	1	1.0000
18	1	44	1.3328	1.3328	1.1426	1	1.0000
18	1	45	1.3267	1.3267	1.1426	1	1.0000
18	1	46	1.3186	1.3186	1.1412	1	1.0000
18	1	47	1.3087	1.3087	1.1373	1	1.0000
18	1	48	1.2983	1.2983	1.1324	1	1.0000
18	1	49	1.2922	1.2922	1.1301	1	1.0000
18	1	50	1.2922	1.2922	1.1301	1	1.0000
18	1	51	1.2922	1.2922	1.1301	1	1.0000
18	1	52	1.2895	1.2895	1.1288	1	1.0000
18	1	53	1.2683	1.2683	1.1203	1	1.0000
18	1	54	1.2362	1.2362	1.1054	1	1.0000
18	1	55	1.1950	1.1950	1.0842	1	1.0000
18	1	56	1.1591	1.1591	1.0672	1	1.0000
18	1	57	1.1345	1.1345	1.0579	1	1.0000
18	1	58	1.1130	1.1130	1.0506	1	1.0000
18	1	59	1.0894	1.0894	1.0452	1	1.0000
18	1	60	1.0488	1.0488	1.0339	1	1.0000
